line,words,questions,on,processes,icons
67,[5:52]
68,
69,"SS:	Well, I need those little balls on the IBM Selectric. That was like this huge thing that you could erase with an erase thing. I mean, you don't have to pull the page out and start all over again. I mean, I think there was a discipline about that. So each technology actually gave rise to a certain kind of poetry and a certain kind of mystique. These characteristic mistakes, people making email or characteristic word substitutions that you can do that you never did on the page&#8212;"
70,"	&#8212;anyway, so I don't think that story has really been told because it shifts so rapidly, because you went from email to texting, to this to that, you know, and each one of those things has a different&#8212;and then Facebook sits up there and shifts its interface like monthly or whatever it does, you know, and that gives rise to a whole new thing. In the meantime, whatever a person might have wanted to do is kind of knocked out of their head because they are left wrestling with the interface."
71,
72,"DB:	Yeah that's a good point. So in terms of going between your paperwork and going to the digital, what are those&#8212;what steps are&#8212;"
73,
74,"SS:	It's different. Every single project is completely different because I do a lot of&#8212;like, if I'm doing a conference presentation (there was a couple of conference we're going to do something with) I would tend to generate something and send it to my partner, what do they want to say about it, you know, and then we get together face to face and deal with that or whatever."
75,"	Like the last really big new book I did, Dragon Logic, the way I wrote that was, for probably six months, every morning, I had some paper notebooks and things. I was looking through old notes and things. And I would sit and I would write, every morning, for maybe three or four hours and at the end of the morning, I would go and type it up&#8212;I mean input it."
76,
77,[7:56]
78,
79,"	I did not look at it again. The next day, I would start completely fresh and I did that to the point that I had no idea how it had begun actually. And some&#8212;maybe six months later&#8212;I sort of came to end of that, and then it was a matter of looking back and like&#8212;""what is it?""&#8212;you know? So then there was a long period of making a unity of some kind out of it. That shifted, that had made maybe two or three major shifts in understanding as I go through it, but I really liked it because it was very new to me to go back and look at&#8212;I mean, I really had no idea."
80,
81,"DB:	You don't know, yeah."
82,
83,"SS:	It was a long period of writing and sometimes I've gone to writing colonies and written straight through for a long, long, long time, and not input it until I came back from there. But then there was a time when you would&#8212;I still had a car at that time, and I wasn't living in the city&#8212;and I put my IBM Selectric or whatever in, and would carry it out, or I would rent a computer to have at that place because I wanted the print out, and I still want the print out. It still looks different to me on paper than it does on the screen and you want to know both those aspects."
84,
85,[9:24]
86,"	And then there came the time when no one did that anymore. You couldn't really rent a computer or rent&#8212;it was the same time you would go to make presentations wherever you went. The university had a computer there in a room with a stage and you needed a technician to come and fix up all the, whatever&#8212;and then they didn't anymore because everyone was expected to bring their laptop and to have one and travel with it. I had a lot of problems with my hands from when I first started doing digital work and I travel really, really light so that made me really angry that I had to&#8212;"
87,
88,[00:10:00]
89,
90,"DB:	To carry&#8212;"
91,
92,"SS:	And I wouldn't. I would borrow somebody's or something like that. So there was like all these phases of what you had to do, the way to do it, and so it was different for everyone."
93,
94,"DB:	When you're working&#8212;like, for Dragon Logic, when you were working on paper in the mornings, what were you working on? What were your materials? Was it just that notebook?"
95,
96,"SS:	It was a bigger notebook than that, probably, a pen with wet ink&#8212;wettish ink, not like ballpoint&#8212;that has a flow to it, but again because of my hands, to have the least effort of writing. I like a big, like, engineering notebook with graph paper. Often, I had bigger ones like this. It was like a green graph on it. Yeah, I don't like just lined pages. This makes an overall page better, but still&#8212;"
97,
98,"DB:	It has some sort of volume to it. That book has such interesting volume. So then how do you save that stuff? Do you just keep it and once you're finished with the notebook, do you store it somewhere or do you send it?"
99,
100,"SS:	Put it in a box."
101,
102,"DB:	Put in a box over there? Most of your prewriting and your notes are all in notebooks like that?"
103,
104,"SS:	You would hope! But no, they are not. There's a lot of newspaper, there's a lot of, well, it can be anything because it's whatever I happen to pull up at that exact moment. It can be stuff I wrote down at different times and happen to bring it together. And then there were so many versions for a while. I mean, then you sort of drown in versions and then I get tired of that. And then came the time when I decided I needed to use the back of everything, for ecological reasons. I really feel sorry for the people that do, because now there's a version of a thing and you look on the back and you have no idea what that thing on the back&#8212;I mean, if you think of writing backward on it at the same time, they never work."
105,
106,"DB:	No? Good, now we have that on record."
107,
108,"SS:	But you know, and they have no relation to each other, but I can just see somebody&#8212;because it's on the same paper, and they are saying that it will, and I'm like... And the other thing I do that's crazy is that I have some notebooks and then sometimes I go through the exact same notebook again and write into it so that it's actually a palimpsest of two different things that happen and there's no way that you would know&#8212;from the outside."
109,
110,[13:07]
111,
112,"DB:	Why do you do that?"
113,
114,"SS:	Because I want to go back and see is there&#8212;does it still have the pull for me that it did, the things that I wrote down at that time, because there are things that tend to be continually magnetizing for me. I like to see&#8212;like I've never kept a diary in the sense of a personal diary or like a diary of what happened with my kids' behavior or whatever. I've never done that kind of a thing. I have like a horror of that like I have a horror of lined pages&#8212;but I have, there's just&#8212;sometimes, something just gets to me and I just need to write it down, so it's just these magnetizing things sort of, right? Maybe some image or something that had a&#8212;"
115,
116,"DB:	That came back?"
117,
118,"SS:	Yeah, there's like a&#8212;I remember seeing once an image of a Viking boat that I actually did go get to see in Norway, but this was just on the cover of the thing and it was the keel and the shape of the thing, and it was just in a kind of turquoise blue kind of thing and it was like, you know, it could have been a company's annual report or something&#8212;the cover&#8212;it had nothing to do with what was in there but there's this image. It's just like, ""Ah"" you know."
119,
120,"DB:	Striking."
121,
122,"SS:	In a zillion ways, that was important to me, which I don't necessarily know how, you know? So I have pictures pulled off like that. No, it's not organized."
123,
124,"DB:	Okay, good luck future research."
125,
126,"SS:	Yeah, good luck."
127,
128,[00:15:00]
129,
130,"DB:	It sounds like you kind of write&#8212;in Dragon Logic, it isn't really individual works, it is a collection but it's also kind of, you know&#8212;and some of your other books as well&#8212;are not quite made of individual works, but then when you're working, when you move stuff over to the computer, do you&#8212;"
131,
132,"SS:	Well, what do you mean not made individual? I mean, there are individual poems, but they are related. There's a whole meaning to the book."
133,
134,"DB:	Right, yeah and it just sounds like with your notebooks&#8212;I'm just interested in how you organize that once it moves on to a digital space?"
135,
136,"SS:	I'm really good at that. I do that for lots of other people's books, too. I see unities, I see structures. I think I think in structures. I wanted to be an architect at one time."
137,
138,"DB:	That makes sense."
139,
140,"SS:	So, do you know the sort of math side of things and beautiful side of things of whatever you work on?"
141,
142,"DB:	Right."
143,
144,"SS:	I'm not different from you exactly, so that the structure is often what I see. Do you know? It resonate, there's some kind of resonance here. So I see that and then it becomes what's the best way in, but that's for print because then in a digital work, there's not an ""in"" in the same way, right? In other words, there's an access often to all parts of it at once, you know in some kinds though I generally provided a default path through as well as more open thing. So I think that's probably why that kind of work was something is interesting to me, starting with True North, which has those five intricately poems&#8212;the True North poems are sort of used to divide up the book&#8212;but really, they are supposed to be at the center of a moving pole, like the sun going around, so...how do you tell where True North is? You're answering that one question and then the rest of the things would be around in a sort of spherical space, which really should be an installation."
145,
146,[17:02]
147,
148,"DB:	Yeah."
149,
150,"SS:	Or true three-dimensions, which of course you're not going to get, but anyway."
151,
152,"DB:	Someday there will be holographs."
153,
154,"SS:	Yeah, yeah, right."
155,
156,"DB:	Just in terms of the nitty gritty though, I mean like, when you have a file on the computer, what is it called? Is it called the title of the poem or do you have large files full of many things?"
157,
158,"SS:	Well, at some point it's the name of the poem, or it's a name that references the name of the poem. For a long time, I will do revisions within that file with the date at the top of what&#8212;of which revision that is. Though, sometimes when I'm doing many, many revisions in one day, that gets a little lost. Then, at the point of a manuscript, there's a whole file that's an entire manuscript and those will have dates or something, you know, called ""1, 2, 3,"" or something. They will be distinguished in some ways to which version they are of the whole manuscript."
159,"	I don't just put a whole lot of stuff together&#8212;I mean, that doesn't belong together&#8212;like in one file. I have kind of an elaborate folder system which, having worked in libraries, I'm pretty comfortable dealing with elaborate folders and so I know where I think&#8212;but increasingly, it's like, ""Where did I put that?"" because there are too many places to put certain things. Is it under the conference that I'm going to give? Is it under essays and talks? Is it under whatever&#8212;and the search capability that was in Windows is pathetic, so not better on Macs to my&#8212;though I'm not as well acquainted with them. That's a little annoying that I can't&#8212;and I mean, Google, I try to find&#8212;you know the book called The Burnt Book by Marc- "
160,
161,"[19:16]	something Ouaknin. Anyway, I thought it was Kinin, I had O-U-A-K right. I had ""Marc"" right, I had ""Burn"" right, and I go on Amazon, go on ""Books"", say French, or Jewish, whatever&#8212;could not find it. Right? I mean, seriously! And then it didn't make what I thought was the obvious&#8212;do you know how it usually&#8212;""Did you mean?""  It was terrible. Anyway, I finally got it in Bing after trying a zillion different things, but I mean like&#8212;"
162,
163,[00:20:00] PART 2
164,
165,"SS:	it should be better by now, that kind of thing should be way better by now. Any published book should be in the Google books. Give me a break! Anyway, I'm not happy with ""Search."""
166,"DB: 	Okay. In general. And as a librarian, I think I can understand your problems with that. Just to be clear, when you are doing an individual poem and you put the date at the top, do you have like a version and then another version at another page with a new date, or something like that?"
167,
168,"SS:	Yes, so that could be fifty pages long."
169,
170,"DB:	But it's one poem?"
171,
172,"SS:	But it's one poem, or whatever. Increasingly you're farther away from the one, and then you could just&#8212;""I can't deal this poem anymore."" What's useful is often a version really near the beginning, and then you pick something from the middle, it's under the end of the file, and then you can find your way, kind of, because you forget what you, you know, whatever. Yeah. I do it like that, and then eventually it's what you either call ""Final Version"" or the version sent to so and so"" or, you know, like that, to try and have a clean copy folder as well as the working folder."
173,
174,"DB:	Okay, so you have the working draft and then you can push it into a different folder that's more finalized."
175,
176,"SS:	More like descending, or something like that."
177,
178,"DB:	Okay. During this time, are you printing out those to revise them as well?	"
179,
180,"SS:	Well, you print them out. You don't print out everything. At a certain point, you'll print it out."
181,
182,"DB:	Do you save any of the paper copies of those printouts?"
183,
184,"SS:	Yeah, but it's not a big group. I was very happy when to a point [inaudible 00:21:53] but that's not easy either because of this thing of going back to the notebooks and things and what you do and you don't want to send that. I did send off things like the galleys and things, the manuscripts and stuff like that. Some of the time, it just seems crazy if there's just too many versions, and those all from before were all printed on very fine paper for the back. So I just turn them over and use them for&#8212;"
185,"DB :	There you go. Oh man, that's going to be fun. How did you develop your sort of writing style, or that revision style, on the computer? Did you start out on the computer doing it like that? How has it grown into doing that?"
186,
187,[22:44]
188,
189,"SS: 	I don't know. It was always like that. I mean, I was extremely aware with every shift in software, every shift in functionality. It just kind of hits me, what I've lost and what I've gained of anything. So, I always needed to see it both ways. So, I think from the beginning I printed it out and then from the time I had trouble with my hands&#8212;which was in 1995, when I first started using Storyspace in a beta version that erased all your links every eleventh save...that was the flaw. I didn't know! It was the first time I used software. I thought I must be doing something wrong. So, it was just terrible. Anyway, I couldn't keep doing it. I couldn't keep working&#8212;so there's a whole period of becoming sort of a little more ergonomically aware of working with computers and they've changed so much, you know, as many different ways as possible, you shift off, you use different&#8212;you know, your eyes get really tired of being on a computer or your hand or whatever."
190,
191,"DB:	Right. Currently how are you backing up your work?"
192,
193,"SS:	Well, I try to make that the main thing. I back that up onto a flash drive and then I have this sync toy stuff that Microsoft makes for its computers. So I have that on there, and so I sync that onto there. That works okay. "
194,
195,"[24:35]	Then I have a little wallet backup drive that I try to put from there onto that, but it doesn't work as well. It was working fine and now they just updated so I'm having trouble with that at the moment, but eventually that sort of works. So it's on there, and there, and there, and then the Acer"
196,
197,[00:25:00]
198,
199,"SS:	I just kind of put the files on that I&#8212;I made one big copy from there, but I don't really keep it updated and everything because it's just the files I really need to work with when I'm travelling."
200,
201,"DB:	Are there any sort of standard, I mean, are you like backing up like every five months or something? Is there sort of regularity to it or it's just sort of this&#8212;?"
202,
203,"SS:	I note on my overall ""To Do"" document. When I last did it&#8212;I do it at least every two weeks, but if I did a lot of work I would do it. I mean, you know, if there was a whole lot of stuff that I wrote or something, and if I'm doing that, it will kind of be on little flash drives between the computers as I move, I like to work on it here or whatever."
204,
205,"DB:	Do you ever email it to yourself, or anything like that? Maybe like a copy of the recent manuscript or anything?"
206,
207,"SS:	No."
208,
209,"DB:	Okay."
210,
211,"SS:	It used to be a lot of other ways. Do you remember those Iomega things, those drives? Do you remember those things?"
212,
213,"DB:	Like the zip drives?"
214,
215,"SS:	Yeah. It used to be zip drive&#8212;there used to be a thousand ways."
216,
217,[26:16]
218,
219,"DB:	On this trip, I went and visited the (Inaudible 26:15) and met with their born-digital archivist. They have like a computer stack with all the different old things that slide in, they built it themselves. It was really kind of cool to see all that forensic material, to look at those things. What about your older media?"
220,
221,"SS:	I mostly just got rid of it. It just annoyed me! It was just so much to come between you and your work. And then, when I first started working and collaborating with Marjorie Luesebrink, she was using ToolBook. I mean, people don't even know about ToolBook. Inevitably, each new version of the software would be worse. I mean, there was more functionality in the beginning, right? And then they would just knock it down. Those of us who used Director and Flash, we've been hit hard."
222,
223,"DB:	Yeah, Flash especially. But what's Director?"
224,
225,"SS:	Director is shockwave files. Do you know shockwave files?"
226,
227,"DB:	Oh, okay."
228,
229,"SS:	Director was beautiful, most of the e-literature pieces that I liked the best were made in Director."
230,
231,"DB:	So, is that sort of your ideal software environment for&#8212;? "
232,
233,"SS:	Well, it was, I mean, it doesn't produce stuff for miniature mobile devices, right? But yes, the work that I thought was really beautiful was done in that. And then, Macromedia was fine. Adobe&#8212;when Adobe bought Macromedia, it didn't&#8212;between Adobe buying Macromedia and Steve Jobs not&#8212;I understand flashes, and memory hog and all that when we moved to&#8212;"
234,
235,"DB:	Yeah."
236,
237,"SS:	But between those two things, those were very creative things, you know, and they haven't been really replaced. The HTML 5 and JavaScript doesn't do it the same way. I mean, people are trying to do it, so the thing is, they'll make an app. So, yeah&#8212;that whole thing just annoys me, that it's under the control of so few software, I mean, so few computer or software companies, you know, what you can do or what's supposed to be done and the way things are supposed to look. It was such an open&#8212;so much to explore and so much did get explored and has disappeared because of the inability to access it."
238,"	We've lost like a generation of design intelligence is what you might even say. Because people were exploring that and there wasn't enough time for other people to see it or think about it or whatever before the thing had shifted and moved on. So that all made me very annoyed and it seemed to me that nobody cared about the exploratory side of it&#8212;which they should have!  Google and Apple, they have enough money to care about the exploratory side of it, Microsoft too."
239,
240,"DB:	I think so."
241,
242,"SS:	Do you know what I mean? They should be running huge, like IBM did or like Bell Labs did, huge exploratory&#8212;right?"
243,
244,"DB:	Yeah. I guess a question from that&#8212;what made you stick with it?"
245,
246,"SS:	Well, it's just the architectural part&#8212;I mean, the possibilities are just so great with respect to time and performativity and&#8212;"
247,
248,[00:30:00] 
249,
250,"SS:	&#8212;reach, and it's an international art form, the last of which was maybe concrete poetry. You know? We need to communicate. The world's problems are global, whether climatologic or poverty or what have you, right? Water, whatever; resources, survival. So, you need to speak&#8212;you know, I can't speak to 500 people, you know what I mean? "
251,
252,"[30:44]	I just think you should explore what you care about in a medium that does have a reach, and there are difficulties with that. This generator that Nick and I made, which was translated into Polish&#8212;I never learned more about English, or Polish, or computation than trying to translate it. You know? "
253,"	It brings up aspects of your language you never think about, because you never think about how it's different than Polish, for instance. And then they're trying to read your thing, and they're trying to read, in this case, too, Melville and Dickinson, because the work Sea and Spar Between was based on. They are trying to deal with that and if it's not a good translation of Dickinson in Polish and then what&#8212;how do you&#8212;you know? It's really intense. Not only is it international, but it's a very intense investigation and evaluation of your basic materials. What you are working with, too&#8212;so you get to know your own stuff better, and you get to know somebody else better. I think that's a minimum of what we are going to need?"
254,
255,"DB:	Yeah. That's a really good point. So when did you do the translation into Polish?"
256,
257,"SS:	Oh, we didn't do it&#8212;these two Polish people did it. It was done by last&#8212;last year, Paris in October, I guess? Early October, whatever; September, October. The little meeting was in Paris and it was presented there. They gave a paper on it and we gave a paper on it, which will come out in this French journal Formaroute in June, or whatever. And it had been&#8212;they started doing it pretty soon after it was published&#8212;I think they started working at it&#8212;[32:52]&#8212;and we would run into one of these guys, I think the translation conference in Paris that (Inaudible 32:51) we didn't run or whatever and so it would have been in the works, but it just was a long&#8212;that was a long email exchange. This is the question, and how would you answer it, and how would they answer it, and all that."
258,
259,"DB:	Did they keep the JavaScript specifically and then sort of substitute words within the eraser?"
260,
261,"SS:	No. You have to modify the code as well as the&#8212;"
262,
263,"DB:	The whole thing because of the syntax&#8212;"
264,
265,"SS:	Yes, you have to modify the code as well as the&#8212;that was always so interesting, you know, because you think the code is international or something but it's not. It's very language specific, what you normally can do, and so it's interesting."
266,
267,"DB:	Yeah, that's fascinating. I'd like to talk kind of more on a grander&#8212;or, not grander, but a longer scale about your sort of career as a writer and if you could kind of describe that arc. Like when did you start kind of writing really seriously&#8212;poetry&#8212;and then what was the move like from your first books into writing into born-digital pieces and stuff like that? If you could just give a kind of broad outline of that?"
268,
269,[33:55]
270,
271,"SS:	My father was an engineer. He had absolutely no use for words. Words were used by con men, lawyers and advertising men. That's it. Whereas the real world, right, was reliable and whatever, he could build anything or sale anything or fix anything or whatever. So, it was like that. Thought, I&#8212;my grandmother was a great reader and so forth, so there was that kind of thing but in my education, I didn't have any. I mean, I get a lot of literature but there was no point in it that I had any creative writing, anything like that."
272,"	So, I got married when I was still in college and I had three kids in five years, and putting my husband through graduate school, all that kind of stuff&#8212;or helping to put him through graduate school."
273,
274,[00:35:00]
275,
276,"SS:	So, I didn't really start to write until I was home with no money, taking care of three children, you know, kind of  ""I can't move."" Resource is only the radio really, kind of. I started to write then, but I did not value it, really. Then, at one point, when I went home for Christmas and my brother had brought a friend&#8212;I remember I was sitting with this youngest child in my arms and this and that, talking late at night, only lights of the Christmas tree around&#8212;and it just all of a sudden became clear to me that this friend of his wrote poems and was not tearing them up. It was like, ""Oh!"""
277,"	By that time, my older children were in school in Yonkers, and Sarah Lawrence had these writing programs. So I started to take programs there and I exchange, to pay for them, I worked in the library there&#8212;which I didn't have any library training, either, but that's all right. And eventually they wanted me to get the library training, and I got the library training by offering the Pratt students&#8212;Pratt had courses in Westchester and all around, right and Sarah Lawrence had this compute, and this was really early computer lab stuff&#8212;I would teach the computer classes to the Pratt people up there to pay for the Pratt classes. And I was asked to&#8212;well, they wanted me to automate&#8212;the librarian wanted to automate the library. This was a tiny little library, but a beautiful one. So, no one knew what that was&#8212;I mean, it had OC-LC, right? They had that, right? But it was like: get a catalog, get a circulation system showing that sort of list they may have here&#8212;so I said, ""Sure."" Why not?"
278,
279,[37:22]
280,
281,"DB:	Yeah. That sounds fun."
282,
283,"SS:	Seriously! And it was like, you're reading this stuff like&#8212;"
284,
285,"DB:	And this was like early '80s?"
286,
287,"SS:	Yeah, really early '80s. It was like&#8212;this is like ""The Washington Library Authority System,"" or ""Hennepin Headings"" or&#8212;you know? It was like, ""What's the right way to go?""  You would do FTP downloads of ERIC databases and stuff like that. There were some digitized stuff to know, but it was really not&#8212;you know&#8212;"
288,
289,"DB:	Yeah, that was really early."
290,
291,"SS:	So anyway, that's how I sort of became aware of those kinds of issues. Oh, and in the meantime, I had gotten my MFA and all that at Sarah Lawrence&#8212;but I really didn't send out sub&#8212;I mean, I had the children I was raising and a full time job and stuff like that. So, I was writing and then I somehow became aware&#8212;probably through Poets &amp; Writers, you know&#8212;of McDowell, and Yaddo and stuff like that, and so I sent stuff off to there, and that was like the first time that I really had time to write at length, to do that. That was like amazing for me. That was very valuable for me."
292,
293,[38:55]
294,
295,"	I think it must have been early '90s that the first book was published, I think? It might have been. And then, some of the next few ones, some prizes and things like that. I won a CAP&#8212;CAPS was like a New York State grant, the old name for New York State, I think&#8212;and I got this newsletter from them, and that's where I first found out about Society for Literature and Science, which is now Society for Literature, Science and the Arts. I thought, you know, that sounds like something I'd be interested in, that was Kate Hayles who had sort of founded that."
296,
297,[39:32]
298,
299,"	So, I went&#8212;I started to go to those conferences, those meetings. And it was there that there was this notice about the NEH seminars&#8212;which, if you are not an academic, you don't hear about these things. But I looked, and it turned out&#8212;so Kate offered her first one of these in 1995. And it was about electronic literature but it was like"
300,
301,[00:40:00] PART 3
302,
303,"SS:	""Hypertext Fiction,"" or whatever, and I'm like, ""What? Why?""  Because that's all there was kind of, at the time, you know? I had gotten involved with founding the Hudson Valley Writers' Center&#8212;some friends, people that I knew a bit&#8212;which was a poetry thing. So anyway, I went and looked at the guidelines for this thing. It turns out that you could apply as an independent scholar for any one of these things&#8212;and I'm an employed person, right? My whole application was, ""You can't seriously only be offering this to academics and fiction people. You really need someone from poetry and someone from the public arts side of things."" So, that's how I got into that thing. That was international. We had two computers for&#8212;it was maybe 15 of us? We had one Mac and one Windows computer for everybody to do all their work on, so we were working around the clock. It was a wonderful court. We did MOOS. We did all kinds of stuff. No one really knows what those are anymore, but&#8212;"
304,
305,"DB:	Wait, what? MOOS?"
306,
307,"SS:	MOOS. Online&#8212;like, you build rooms and you enter it textually, it's all textual and that kind of thing and those kind of games. Everything was of course new. We went and saw wonderful digital art builders, a lot of wonderful art being made in Pasadena&#8212;the Art Center of Design, that place? And we went to SIGGRAPH&#8212;SIGGRAPH was just mind blowing and all that stuff. There were a few things on CDs&#8212;Uncle Buddy's Funhouse and Judy Malloy, there was a few, and the Eastgate hyperfiction things. And he'd just done Netspeed and StorySpace for Windows, which was made available to Kate."
308,
309,[42:14\]
310,
311,"	And I'd done&#8212;my first thing, my project, was supposed to be some bibliography or something. I was done with that in one second; then she said, ""Why don't you&#8212;?"" Oh, and I had just written True North as a print thing, as a paper thing, and I'd sent it&#8212;I don't know who sent it&#8212;somebody sent it to Mark Bernstein, who liked it. He himself likes science and everything, and so he was really into like, ""Let's make a hypertext file out of it."" So that's when I started working with the&#8212;which was just&#8212;because it had this error, and I kept reporting errors. I didn't know if there were errors or I didn't know how to use it, or what. Then it turned out to be this really terrible thing, which&#8212;you know&#8212;you get nervous and you save more often and it's an awful feeling&#8212;"
312,
313,"DB:	Every 11th time, it just deleted the links?"
314,
315,[43:15]
316,
317,"SS:	Yeah, it just destroyed your links. Anyway, we finally got it done and I sent it in, and that was great. He is going to publish it. Then he told me he had to make a version for Mac, which would&#8212;and the affordances of the Mac were completely different, I mean completely different. There were like two completely different things. Fortunately, Deena Larsen&#8212;who had been working with him in Mac forever&#8212;she and I got together at Marjorie's house in California. She showed me some of the stuff that you needed to do with that...but that was just traumatic, really. It was a traumatic way to go."
318,"	But maybe Marjorie was not&#8212;Marjorie and I then did stuff together. One of the things&#8212;which doesn't work anymore, the only one of my things that really doesn't work anymore (unless you have Netscape or whatever, or something)&#8212;we made a version of a poem that was in True North, the last poem in True North. But from then on, I was just&#8212;that was it, and I wanted to do digital work, and so from the time I did V: Wave Son.nets/ Losing L'una on, a digital component was part of the vision of the whole thing. And slippingglimpse was just purely a digital thing, though it got included along with the&#8212;well, no, no, the very, very first piece I did was The Ballad of Sand and Harry Soot."
319,
320,[00:45:00]
321,
322,"SS:	That was right after True North, because we had the Cyber Mountain conference that Deena organized the next year, and I had that ready for that. I remembered bringing it to that."
323,
324,"DB:	In what form did you bring it?"
325,
326,"SS:	It's in HTML, a web thing. So, everything else except for the app&#8212;the most recent app, which I don't know if you have, but there is&#8212;"
327,
328,"DB:	I do."
329,
330,"SS:	&#8212;Vniverse."
331,
332,"DB:	Yeah. I have been looking at it this week, it's great."
333,
334,"SS:	&#8212;it's for the browser. Not the same on all browsers, but pretty playable."
335,
336,"DB:	The Ballad&#8212;didn't you win a contest with that one in print first?"
337,
338,"SS:	No&#8212;oh, yes, I did!  That was The Boston Review's&#8212;yes, I had written that."
339,
340,"DB:	Because I read they had that Heather McHugh thing&#8212;"
341,
342,"SS:	Yeah, that's the thing. But when I wrote it, though I wrote it in print, it was written almost as a response to the whole experience of the NEH session, because it was like&#8212;it was just a whole response to this silicon world, carbon based world. Like how they were clashing with each other or how not, or their attraction to each other, or whatever. It was prompted by my reaction to what had happened at a computer. I wrote it in print. It's the length it is because whatever font size or whatever I had, it had to be ten pages for The Boston Review, so ten pages in some format. So, it was set off for that. But then it was a natural thing to do it, because I wanted to have the images&#8212;because there were so many things&#8212;"
343,
344,"DB:	What programming languages do you feel comfortable in?"
345,
346,"SS:	I don't feel comfortable in any. I mean, I work with&#8212;I collaborate with other people and in a lot of different ways and I've been through a lot of different things with them. My role is always to want something that supposedly can't be done, and then&#8212;that's why I like to work face-to-face, and almost always have, with the person. Because you need to just fool around with it and these glitchy funny things happen, and it's great. If you have a good collaborator or a very sympatical collaborator, you are both sitting there agreeing that it's great, or whatever. And I actually love that process. I'm trying to think, in the cases of working with Marjorie and Cynthia, I was doing all of the linguistic stuff. We were doing interface design together&#8212;I mean, basically that was it: ""how can we make this happen? This is the effect we want to have happen."" Marjorie had&#8212;before Photoshop&#8212;and again, it was so easy. We used to have these applets from Italy, this designer in Italy. It was so easy to look at things and put things together. We had just a wonderful time. She had been in this NEH seminar as well."
347,
348,"DB:	With you as well?"
349,
350,"SS:	Yeah."
351,
352,"DB:	Who are you speaking about?"
353,
