start,end,line
0:07:06.129,0:07:11.88,again it's just know when it's done it's

0:07:08.590,0:07:14.65,just number whatever 15 of that

0:07:11.889,0:07:19.56,particular poem and it just stays in

0:07:14.650,0:07:22.81,that folder until it's time for the book

0:07:19.569,0:07:26.25,and then I will transfer the latest the

0:07:22.810,0:07:29.05,final draft of everything into some

0:07:26.259,0:07:32.61,other place so that you know it's just

0:07:29.050,0:07:38.46,the final drafts and then there's always

0:07:32.610,0:07:54.31,galleys and poo fridge stuff and so that

0:07:38.469,0:07:57.46,yeah that becomes a separate folder with

0:07:54.310,0:08:00.75,larger scope so how long have you been

0:07:57.460,0:08:02.46,writing professionally and by

0:08:00.759,0:08:05.02,professionally I mean in a way that you

0:08:02.469,0:08:06.87,are heard supporting yourself or or that

0:08:05.020,0:08:09.41,it lets jobs or something like that

0:08:06.879,0:08:19.96,the first problem I published was in

0:08:09.419,0:08:22.47,1970 so 44 years which was hitting well

0:08:19.960,0:08:25.08,actually the first published problem

0:08:22.479,0:08:28.18,that was in my first book was 1,
0:08:25.080,0:08:31.32,before that there were a couple that the

0:08:28.180,0:08:34.69,first one in the oldest problem in my

0:08:31.320,0:08:40.33,new unselected is a poem called hitting

0:08:34.690,0:08:41.95,fun God would you please describe some

0:08:40.330,0:08:44.41,of the arc of your career like kind of

0:08:41.950,0:08:46.32,education all the way through rate what

0:08:44.410,0:08:50.26,would you know your current and launches

0:08:46.320,0:08:55.06,um I've been teaching all of the time

0:08:50.260,0:08:57.54,yeah levy I'm even before that your

0:08:55.060,0:09:00.10,honor education meeting I'm connected

0:08:57.540,0:09:04.51,when I went to Notre Dame

0:09:00.100,0:09:07.29,there weren't any writing workshops so I

0:09:04.510,0:09:11.38,was an English major and I was

0:09:07.290,0:09:14.47,interested in being I was the editor of

0:09:11.380,0:09:19.05,the literary magazine at Notre Dame when

0:09:14.470,0:09:24.37,I was a senior there and I wrote

0:09:19.050,0:09:28.92,extremely bad undergraduate palms I then

0:09:24.370,0:09:33.31,went to a Claremont Graduate School and

0:09:28.920,0:09:37.87,Claremont here and was going to get a

0:09:33.310,0:09:43.12,PhD in English and was writing poems all

0:09:37.870,0:09:48.13,of that time and decided to leave after

0:09:43.120,0:09:50.71,three semesters and dropped out went to

0:09:48.130,0:09:55.68,Cambridge was with some friends of I

0:09:50.710,0:09:55.68,work in a bookstore and Harvard Square

0:09:56.250,0:10:02.70,the funny there's a funny story about

0:10:00.760,0:10:06.46,[Music]

0:10:02.700,0:10:09.67,after I quit at Claremont and what's

0:10:06.460,0:10:12.71,arable land duck there it was during the

0:10:09.670,0:10:18.65,time of the Cambodia invasions

0:10:12.710,0:10:25.07,was a very charged political time I had

0:10:18.650,0:10:28.04,gone through Iowa City and expected that

0:10:25.070,0:10:29.90,since I was a poet all the faculty on

0:10:28.040,0:10:35.75,the workshop would want to read my

0:10:29.900,0:10:41.39,column so kindly Jewish Starbuck met

0:10:35.750,0:10:43.40,with me and I handed in the manuscript

0:10:41.390,0:10:46.34,two palms and he put it in his desk

0:10:43.400,0:10:48.82,drawer and he'd be just stopped for a

0:10:46.340,0:10:55.34,few minutes and that was it and I left

0:10:48.820,0:10:59.66,and after I quit the the ph.d program

0:10:55.340,0:11:02.54,like Clermont I got a letter from George

0:10:59.660,0:11:09.35,so but saying you're accepted to the

0:11:02.540,0:11:11.09,workshop why don't you apply wasn't it

0:11:09.350,0:11:14.39,yeah a miracle

0:11:11.090,0:11:17.84,never could happen now or even come

0:11:14.390,0:11:21.17,close to such a thing but he was a very

0:11:17.840,0:11:25.67,sweet man and apparently saw something

0:11:21.170,0:11:31.42,in my poems and so then I went to Iowa

0:11:25.670,0:11:35.27,from 1970 to 74 my god I must say there

0:11:31.420,0:11:40.78,I couldn't get a job after getting an

0:11:35.270,0:11:43.58,MFA so they kindly offered to put me up

0:11:40.780,0:11:50.63,for another year I worked on the Iowa

0:11:43.580,0:11:52.43,review as a poetry editor and they said

0:11:50.630,0:11:55.22,if you're going to stay you have to go

0:11:52.430,0:11:57.56,back in the ph.d program because we have

0:11:55.220,0:12:05.15,several a give you grant you had eight

0:11:57.560,0:12:07.40,and so I did that and work on the Iowa

0:12:05.150,0:12:10.40,review still couldn't get a job after

0:12:07.400,0:12:13.33,the next year and the fourth year

0:12:10.400,0:12:18.38,between the summer the summer of my

0:12:13.330,0:12:21.20,after my third year I got a call from

0:12:18.380,0:12:24.02,Yale University Press saying I won the

0:12:21.200,0:12:27.20,ALCS our younger poets and so I went

0:12:24.020,0:12:30.08,back to Iowa for fourth year finish up

0:12:27.200,0:12:34.88,my PhD they can put me on the faculty

0:12:30.080,0:12:37.97,for my last semester there and then I

0:12:34.880,0:12:44.17,went to sort of leftist University from

0:12:37.970,0:12:46.97,there for four years I then directed the

0:12:44.170,0:12:50.96,MFA program which is now at Warren

0:12:46.970,0:12:55.61,Wilson while it was a Goddard while the

0:12:50.960,0:12:59.81,director Ellen White had her Guggenheim

0:12:55.610,0:13:02.27,here from the I was there two years I

0:12:59.810,0:13:07.45,guess well one year and then I went to

0:13:02.270,0:13:10.25,Princeton for two years and to

0:13:07.450,0:13:14.02,Charlottesville Virginia Virginia taught

0:13:10.250,0:13:19.52,at University of Virginia as a visitor

0:13:14.029,0:13:23.00,and also mostly at one Wilson for rental

0:13:19.520,0:13:27.14,of all those years and then came here

0:13:23.000,0:13:32.77,and I've been here since 1991 it was she

0:13:27.140,0:13:35.99,California tour was that too long I mean

0:13:32.779,0:13:41.17,oh that's exactly home - I mean just

0:13:35.990,0:13:43.88,going to start this is flattens you and

0:13:41.170,0:13:45.92,so I now I'm going to kind of ask you

0:13:43.880,0:13:49.76,about the more specifically about your

0:13:45.920,0:13:52.07,writing practice and what I couldn't

0:13:49.760,0:13:53.60,delineating into like three stages being

0:13:52.070,0:13:57.10,the first being kind of like

0:13:53.600,0:13:59.81,compositional prewriting generative page

0:13:57.100,0:14:01.79,and the second being kind of revision

0:13:59.810,0:14:03.83,stage and then the third being the core

0:14:01.790,0:14:07.31,kind of organizational archival stage

0:14:03.830,0:14:08.69,which by which I mean like when you when

0:14:07.310,0:14:09.10,things are starting to be finished and

0:14:08.690,0:14:10.45,putting

0:14:09.100,0:14:12.64,books and then what you do with those

0:14:10.450,0:14:15.52,publications and my kind of how you how

0:14:12.640,0:14:21.25,you can you know work with that another

0:14:15.520,0:14:22.99,kind of stuff and so does that make

0:14:21.250,0:14:24.34,sense about your shirt if that matches

0:14:22.990,0:14:27.84,up with your writing proper is enough to

0:14:24.340,0:14:31.15,talk then it suggests Orioles usually

0:14:27.840,0:14:32.41,little just gonna go and I'll know it

0:14:31.150,0:14:36.04,you'll probably use your questions that

0:14:32.410,0:14:37.81,I have later okay whatever

0:14:36.040,0:14:40.45,what I'd like to talk about it kind of

0:14:37.810,0:14:41.83,like what how you were writing initially

0:14:40.450,0:14:44.77,and was in the beginning parts of your

0:14:41.830,0:14:47.29,career and then and then kind of think

0:14:44.770,0:14:48.79,about how that changed and if there were

0:14:47.290,0:14:49.90,sort of significant changes where those

0:14:48.790,0:14:53.35,were stuff like that

0:14:49.900,0:14:55.45,so would you please describe kind of

0:14:53.350,0:14:56.92,your typical compositional practices

0:14:55.450,0:14:59.20,when you first started writing

0:14:56.920,0:15:00.88,especially like at Iowa maybe a little

0:14:59.200,0:15:03.43,past that area

0:15:00.880,0:15:05.26,how were you writing we're using were

0:15:03.430,0:15:07.57,you using in your handwriting and using

0:15:05.260,0:15:09.79,typewriter could you keep it notebooks

0:15:07.570,0:15:12.43,or things like that

0:15:09.790,0:15:14.89,I don't think I kept a notebook in those

0:15:12.430,0:15:19.00,days when I went to Iowa is writing five

0:15:14.890,0:15:26.35,poems a week it was fun and easy hey

0:15:19.000,0:15:30.82,this is easy and occasionally changing a

0:15:26.350,0:15:33.64,word or two and all by hand I mean I

0:15:30.820,0:15:36.58,would have to type it up at some point

0:15:33.640,0:15:41.94,and I that was up on a typewriter and

0:15:36.580,0:15:47.89,those days a manual typewriter I think

0:15:41.940,0:15:51.52,and that changed in my second year there

0:15:47.890,0:15:54.97,I guess I just hit a wall and saw that I

0:15:51.520,0:16:02.07,could not write the poem that I wanted

0:15:54.970,0:16:05.50,hope to write in one draft and I began

0:16:02.070,0:16:11.74,multiple drastic much more frequently

0:16:05.500,0:16:15.18,and almost always so and most of the

0:16:11.740,0:16:19.09,poems and my first book were written

0:16:15.180,0:16:19.92,that way that's not the old way and how

0:16:19.090,0:16:22.54,did that work

0:16:19.920,0:16:25.70,I kind of like just nitty-gritty life

0:16:22.549,0:16:29.24,well again it's always been going back

0:16:25.709,0:16:30.92,and I mean it's mostly handwritten over

0:16:29.249,0:16:33.23,and over and over and over and over

0:16:30.929,0:16:36.35,again starting from the beginning I

0:16:33.239,0:16:39.98,never have been able to do it any other

0:16:36.359,0:16:43.36,way the first word first four syllable

0:16:39.989,0:16:47.75,first all the way to the end and

0:16:43.369,0:16:51.61,sometimes I will have a hold in fact the

0:16:47.759,0:16:55.04,happiest times I will have a whole draft

0:16:51.619,0:16:57.50,to work from and but you know there

0:16:55.049,0:17:02.45,really isn't any way to formalize it

0:16:57.509,0:17:05.15,because everyone's different every

0:17:02.459,0:17:09.41,single piece I've ever written comes

0:17:05.159,0:17:12.32,differently has different problems we

0:17:09.419,0:17:16.26,Maxwell City learn nothing about writing

0:17:12.329,0:17:18.65,the next novel from page plus one and it

0:17:16.260,0:17:21.41,does feel to me like it's sort of like

0:17:18.659,0:17:26.22,I'm inventing the wheel every time out

0:17:21.419,0:17:28.59,and and they just don't resemble each

0:17:26.220,0:17:32.97,other I've written palms and single

0:17:28.590,0:17:37.55,drafts you know not very often but I've

0:17:32.970,0:17:40.50,also written 250 drafts of a palm and

0:17:37.559,0:17:43.62,still not finished it and it ends up in

0:17:40.500,0:17:49.40,the brown box and I had finished poems

0:17:43.620,0:17:52.98,that I studied 25 years earlier because

0:17:49.409,0:17:57.48,for whatever reason my life has changed

0:17:52.980,0:18:00.11,I've changed a little I helped and saw

0:17:57.480,0:18:03.77,the solution to the problem that was

0:18:00.110,0:18:07.86,insoluble really is like doing problems

0:18:03.779,0:18:13.47,I think at that stage of the composition

0:18:07.860,0:18:16.35,at least the idea is kind that you get

0:18:13.470,0:18:20.29,something that compels you to know how

0:18:16.350,0:18:26.61,it is it drives you through to its

0:18:20.299,0:18:28.45,finish and that finish may take a while

0:18:26.610,0:18:32.59,or not you know

0:18:28.450,0:18:35.80,I might take forms that can be snags

0:18:32.590,0:18:39.01,along the way there can be endings that

0:18:35.800,0:18:42.70,don't come but it isn't you know linear

0:18:39.010,0:18:46.99,there's problems that occur structural

0:18:42.700,0:18:50.26,problems and so forth and in terms of

0:18:46.990,0:18:52.51,how this is going kind of physically so

0:18:50.260,0:18:54.31,you say you just you write a draft and

0:18:52.510,0:18:56.74,then you never let go back across that

0:18:54.310,0:18:58.57,out or you just you write another draft

0:18:56.740,0:19:00.39,in another draft and another draft all

0:18:58.570,0:19:04.57,and written I'm just trying to clarify

0:19:00.390,0:19:09.43,uh no I will cross things out or write

0:19:04.570,0:19:12.55,in alternatives on the side yeah I mean

0:19:09.430,0:19:14.77,I don't recopy the whole draft every

0:19:12.550,0:19:18.22,single time which I guess is where they

0:19:14.770,0:19:21.31,indicated before but if it's just you

0:19:18.220,0:19:24.93,know messing with tweaks yeah but

0:19:21.310,0:19:29.35,sometimes you know the snag will get hit

0:19:24.930,0:19:33.01,at line whatever five and then I will

0:19:29.350,0:19:35.40,start over again on line 25 and you know

0:19:33.010,0:19:39.10,so I just have to have the whole thing

0:19:35.400,0:19:45.13,in my head and you know at a certain

0:19:39.100,0:19:48.88,point but rarely before a whole draft is

0:19:45.130,0:19:52.41,there yeah I will go to the computer and

0:19:48.880,0:19:56.04,type it up and then it helps to see it

0:19:52.410,0:19:59.77,printed out I don't work on the screen

0:19:56.040,0:20:03.58,print it up and then work on some more

0:19:59.770,0:20:06.18,by hand and the way to use the computer

0:20:03.580,0:20:10.78,now the same way you decipher

0:20:06.180,0:20:13.54,essentially yeah I mean I guess maybe

0:20:10.780,0:20:16.14,sometimes I do make little changes on

0:20:13.540,0:20:20.01,the screen you know if I'm typing it up

0:20:16.140,0:20:25.11,again or something you know that will

0:20:20.010,0:20:30.15,perhaps provoke a bread problem minor

0:20:25.110,0:20:33.52,changes taking changing in article or oh

0:20:30.150,0:20:35.55,yeah nothing never never interesting

0:20:33.520,0:20:40.45,well usually man I know

0:20:35.559,0:20:43.24,is my recollection of and the

0:20:40.450,0:20:45.37,handwriting the composition pieces are

0:20:43.240,0:20:47.40,the were today's physically are they in

0:20:45.370,0:20:48.54,the notebook are they on freighter

0:20:47.409,0:20:52.04,pieces of paper

0:20:48.549,0:20:56.12,they're on yellow well actually I do

0:20:52.049,0:20:58.69,okay now you're making me feel

0:20:56.129,0:21:04.17,idiosyncratic am i guess everybody

0:20:58.690,0:21:10.26,problem is what I do is I take a piece

0:21:04.179,0:21:13.11,of white typing paper usually it has

0:21:10.269,0:21:18.24,something written on the other side I

0:21:13.110,0:21:22.65,will fold it in half and I will start

0:21:18.249,0:21:25.33,writing on one side of it and I you know

0:21:22.659,0:21:28.99,and if that goes on if it's longer than

0:21:25.330,0:21:32.40,that I will go to the other side but and

0:21:28.990,0:21:35.52,then I just store them you know I will

0:21:32.409,0:21:38.55,shove them together you know the way

0:21:35.529,0:21:42.73,that they can be folded in inside and

0:21:38.559,0:21:46.80,the latest one will be on top but also I

0:21:42.730,0:21:49.17,will also write on yellow pants and

0:21:46.809,0:21:51.66,that'll come into the process and then

0:21:49.179,0:21:54.94,there's the typed sheets

0:21:51.669,0:22:00.46,it all sounds pretty chaotic when I said

0:21:54.940,0:22:01.99,but or really compulsively so but it

0:22:00.460,0:22:04.17,easily that direction to start on a

0:22:01.990,0:22:07.02,packing paper move to the other sheets

0:22:04.179,0:22:10.60,and then computer well it's very

0:22:07.029,0:22:14.67,sometimes there are no yellow sheets but

0:22:10.600,0:22:17.61,it will always go from I will never

0:22:14.679,0:22:21.54,start composing a poem on the typewriter

0:22:17.619,0:22:24.24,on the computer ever that doesn't happen

0:22:21.549,0:22:28.11,it's always playing so it always goes

0:22:24.249,0:22:31.01,that way now in terms of your prose work

0:22:28.119,0:22:34.21,is that start on the computer mm-hmm

0:22:31.019,0:22:37.41,yeah for some reason I can write prose

0:22:34.210,0:22:40.80,on the computer and prefer to write it

0:22:37.419,0:22:44.40,yes on a computer for such because I can

0:22:40.809,0:22:45.84,change I'm you know will change a lot as

0:22:44.409,0:22:50.86,I am right

0:22:45.840,0:22:55.87,but why that would be specifically and

0:22:50.860,0:22:59.86,you know so distinct from wonder the

0:22:55.870,0:23:03.69,other is a mystery to me yeah maybe just

0:22:59.860,0:23:08.08,because but I wrote you know I

0:23:03.690,0:23:10.99,originally wrote prose by hand to

0:23:08.080,0:23:16.42,apparently stopped writing it by hand I

0:23:10.990,0:23:19.00,think about 20 years ago well I think I

0:23:16.420,0:23:23.08,wrote secret life on that computer

0:23:19.000,0:23:28.24,maybe when computers came in that was -

0:23:23.080,0:23:32.53,yeah I think it mostly yeah yeah that

0:23:28.240,0:23:36.45,was in the 80s and these yeah I had one

0:23:32.530,0:23:37.84,of those enormous things with a huge

0:23:36.450,0:23:40.66,processor

0:23:37.840,0:23:42.67,yeah did you know a difference once you

0:23:40.660,0:23:44.56,really were eating the type of area

0:23:42.670,0:23:47.95,money and you move to the computer was

0:23:44.560,0:23:49.51,there what that well what the great

0:23:47.950,0:23:52.57,thing about it was that you can make

0:23:49.510,0:23:57.22,changes yeah you know and you didn't

0:23:52.570,0:24:00.10,have to retype the whole thing which is

0:23:57.220,0:24:03.79,what you what I what you had to do great

0:24:00.100,0:24:06.64,before that and how'd you compose prose

0:24:03.790,0:24:10.51,long as we did you ever guess all melt

0:24:06.640,0:24:14.41,yeah any mostly essay in my book of

0:24:10.510,0:24:17.35,essays which was published in 200,
0:24:14.410,0:24:20.29,uh-huh we're composed long yeah I know

0:24:17.350,0:24:22.81,that is over they written initially

0:24:20.290,0:24:25.24,earlier than I mean I'm assuming quite a

0:24:22.810,0:24:29.62,much early required quite a few of them

0:24:25.240,0:24:34.08,were and maybe the latter let the last

0:24:29.620,0:24:43.81,ones in it were composed on computer ok

0:24:34.080,0:24:45.19,track likely yeah so so that so the

0:24:43.810,0:24:46.77,computer came in and kind of late

0:24:45.190,0:24:50.02,eighties

0:24:46.770,0:24:51.07,did you notice as like computing power

0:24:50.020,0:24:52.69,computer

0:24:51.070,0:24:55.48,you know more more powerful than

0:24:52.690,0:24:58.12,anything change then or headed to the

0:24:55.480,0:25:02.91,field basically the same since it's the

0:24:58.120,0:25:04.54,first time well that first time before

0:25:02.919,0:25:06.48,you were born

0:25:04.540,0:25:12.03,[Laughter]

0:25:06.480,0:25:14.79,yeah but they you know they were so slow

0:25:12.039,0:25:20.44,and well you know but at the time it

0:25:14.799,0:25:25.24,seemed like magic and just being able to

0:25:20.440,0:25:29.55,change it so yeah of course it's changed

0:25:25.240,0:25:33.90,everything is accelerated and you can

0:25:29.559,0:25:37.57,look up stuff and look up definitions of

0:25:33.909,0:25:40.60,words I would always often write with a

0:25:37.570,0:25:44.76,dictionary I never have called the poem

0:25:40.600,0:25:47.95,finished before I looked up most of the

0:25:44.769,0:25:52.50,words in the poem yeah I'd like to see

0:25:47.950,0:25:54.99,how the etymology work in relationship

0:25:52.509,0:25:59.62,to one another before I call something

0:25:54.990,0:26:03.00,finished so now you can do a lot of that

0:25:59.620,0:26:08.40,on the computer you know you have Lube

0:26:03.009,0:26:11.86,for meeting a physical I still have them

0:26:08.409,0:26:14.76,there next to my chair upstairs so

0:26:11.860,0:26:19.75,they're you know I feel like to do that

0:26:14.769,0:26:24.96,but yeah I not a systematic about it I

0:26:19.750,0:26:24.96,will look up things on the computer too

0:26:25.440,0:26:30.25,sewing that in so when you first start

0:26:27.820,0:26:32.08,using a computer were you also that all

0:26:30.250,0:26:34.09,the time we were always printing out we

0:26:32.080,0:26:40.48,never really worked on the screen even

0:26:34.090,0:26:42.22,in those early days at the time yeah so

0:26:40.480,0:26:43.99,and now we're going to do kind of

0:26:42.220,0:26:49.21,supervision section and we're talking

0:26:43.990,0:26:51.42,about both in that song okay so you

0:26:49.210,0:26:54.15,spoke some about your vision factors

0:26:51.429,0:26:56.67,when you first started at being fairly

0:26:54.159,0:26:58.75,small what was the profit that sort of

0:26:56.679,0:27:02.20,the change

0:26:58.750,0:27:09.49,you more robust on revision strategies

0:27:02.200,0:27:15.34,well the poem that I wanted needed could

0:27:09.490,0:27:19.45,see to write couldn't be written in a

0:27:15.340,0:27:22.30,single draft so I just had to keep I

0:27:19.450,0:27:25.57,guess I got something that felt rich

0:27:22.300,0:27:32.17,enough and compelling enough to keep

0:27:25.570,0:27:37.18,pounding and and that did seem to create

0:27:32.170,0:27:39.13,a sort of breaker for me and it did you

0:27:37.180,0:27:41.86,learn this revision technique where it

0:27:39.130,0:27:43.54,was what the sort of other people

0:27:41.860,0:27:44.98,include to you and developing this or

0:27:43.540,0:27:46.90,was it something you gotta know well I

0:27:44.980,0:27:50.56,have been taking workshop at the

0:27:46.900,0:27:53.38,University of Iowa for a year but it's

0:27:50.560,0:27:59.13,not my memory that we ever really spoke

0:27:53.380,0:28:02.26,about that and so it was really

0:27:59.130,0:28:07.42,compelled from the inside out it was

0:28:02.260,0:28:10.23,more the piece just wouldn't yield and

0:28:07.420,0:28:14.86,yet it wasn't going to be thrown away

0:28:10.230,0:28:18.33,either there was something in it so I

0:28:14.860,0:28:22.48,don't know my relationship to the whole

0:28:18.330,0:28:26.29,enterprise shifted I just started

0:28:22.480,0:28:30.40,working more slowly in the sense of no

0:28:26.290,0:28:33.70,less probably in fact more and and no

0:28:30.400,0:28:36.25,more slowly it just got finished a lot

0:28:33.700,0:28:40.09,more slowly yeah and there are a lot

0:28:36.250,0:28:43.87,less poems and now I write very few I

0:28:40.090,0:28:48.34,mean I'd write a lot of poems still but

