start,end,line
0:04:17.370,0:04:22.88,why they're loose okay but um this is

0:04:20.760,0:04:25.88,the manuscript that I'm working on now

0:04:22.889,0:04:27.96,and so I did a really old fashioned

0:04:25.889,0:04:30.12,these are called thesis binders this one

0:04:27.960,0:04:31.74,is all beaten up but you can't really

0:04:30.120,0:04:33.84,even buy them used to be able to buy

0:04:31.740,0:04:37.13,them in stationary stores yeah Lenard

0:04:33.840,0:04:38.85,Union in Berkeley knows that I guess she

0:04:37.139,0:04:40.13,has a whole bunch of them I don't think

0:04:38.850,0:04:41.63,you mean she can get them anymore but

0:04:40.139,0:04:43.97,she doesn't use them anymore and she has

0:04:41.639,0:04:45.84,a big stack so she sends them to me so

0:04:43.979,0:04:49.62,this is a really old school but the way

0:04:45.840,0:04:51.30,I use it is um it helps me order that

0:04:49.620,0:04:53.72,not only keep the poems for the

0:04:51.300,0:04:56.97,manuscript but i order the manuscript

0:04:53.729,0:05:01.16,this way i mean i kind of decide how you

0:04:56.970,0:05:03.15,know what reads well by you know trying

0:05:01.169,0:05:06.03,the poems out in different places yeah

0:05:03.150,0:05:07.44,within this manuscript so that i don't

0:05:06.030,0:05:09.90,do that thing that you hear about

0:05:07.440,0:05:11.72,writers doing about spreading the pages

0:05:09.900,0:05:13.05,all over the floor or all over the wall

0:05:11.729,0:05:15.81,or something because I've already been

0:05:13.050,0:05:19.11,deciding as I went along by where I

0:05:15.810,0:05:21.81,placed them in this binder and so will

0:05:19.110,0:05:24.47,you be working on many poems at the same

0:05:21.810,0:05:27.87,time no not usually

0:05:24.479,0:05:29.58,um almost never I'm kind of you know

0:05:27.870,0:05:31.53,obsessive when I started something I

0:05:29.580,0:05:33.15,just work on it till I finish it I mean

0:05:31.530,0:05:35.61,once in a while I give up on something

0:05:33.150,0:05:36.84,for a while and set it aside and go into

0:05:35.610,0:05:39.81,something else and then go back to it

0:05:36.840,0:05:44.03,yeah but I'm not actively working on two

0:05:39.810,0:05:46.41,things at a time okay and so just to

0:05:44.039,0:05:48.38,kind of be clear then so if you finished

0:05:46.410,0:05:49.68,a piece you would then go to your you

0:05:48.389,0:05:51.59,would print it out and then take it to

0:05:49.680,0:05:53.63,this PC monitor put it in into place

0:05:51.599,0:05:55.38,where you think it may fit the rest that

0:05:53.639,0:05:57.38,are that are working and then and then

0:05:55.380,0:05:59.47,once you have what you would how do you

0:05:57.389,0:06:04.53,know when you have a collection then

0:05:59.479,0:06:06.15,well um it used to be that I had a

0:06:04.530,0:06:09.27,collection when I had enough poems for a

0:06:06.150,0:06:12.41,book but it seems as if I'm writing more

0:06:09.270,0:06:15.41,now so I get to make some more choices I

0:06:12.419,0:06:18.03,get to you know cut things kind of

0:06:15.419,0:06:20.84,manuscript down and save some things for

0:06:18.030,0:06:23.94,later so I get to make some decisions

0:06:20.849,0:06:26.94,about how the poems work with each other

0:06:23.940,0:06:28.81,and it's kind of intuitive you know how

0:06:26.940,0:06:31.64,they

0:06:28.819,0:06:33.53,today did they have a do these poems

0:06:31.649,0:06:35.66,have a particular tone and maybe when I

0:06:33.539,0:06:37.91,get to the end of the manuscript I think

0:06:35.669,0:06:39.62,that there are some poems that seem to

0:06:37.919,0:06:43.81,lead in a new direction I set those

0:06:39.629,0:06:43.81,aside to be the start of something new

0:06:45.319,0:06:49.86,have you ever received or sought out

0:06:47.789,0:06:56.66,information about methods for digitally

0:06:49.860,0:06:58.90,archiving your work no and I think we

0:06:56.669,0:07:00.95,covered we did cover I think kind of the

0:06:58.909,0:07:04.64,nuts and bolts of your current practice

0:07:00.959,0:07:06.98,that's good so in this section we're

0:07:04.649,0:07:09.68,gonna kind of talk about sort of three

0:07:06.989,0:07:11.21,areas of your writing and how then talk

0:07:09.689,0:07:15.05,about the different stages those went

0:07:11.219,0:07:17.71,through and changing over the course the

0:07:15.050,0:07:19.94,and these are you know my sort of

0:07:17.719,0:07:21.14,definitions my sort of boxes so if they

0:07:19.949,0:07:22.73,don't work for you just let me know but

0:07:21.149,0:07:24.36,I sort of want to talk about the kind of

0:07:22.739,0:07:27.08,compositional generative prewriting

0:07:24.360,0:07:29.30,place and then the revision plates and

0:07:27.089,0:07:32.27,then kind of organizational archival

0:07:29.309,0:07:35.27,places a little smaller at the end those

0:07:32.279,0:07:38.87,work with you okay so how long have you

0:07:35.279,0:07:47.09,been writing professionally question

0:07:38.879,0:07:49.01,well you know um proposed is a card

0:07:47.099,0:07:51.36,question yeah how long have you been

0:07:49.019,0:07:54.02,taking it seriously yeah maybe that's a

0:07:51.360,0:07:58.55,better yeah having it since I was a

0:07:54.029,0:08:00.95,senior in college really okay I I think

0:07:58.559,0:08:02.69,I had my first poem published in a

0:08:00.959,0:08:07.05,national magazine shortly after I

0:08:02.699,0:08:09.08,graduated from college and then I I just

0:08:07.050,0:08:10.86,continued to publish in magazines I had

0:08:09.089,0:08:11.69,Mike my first book was published when I

0:08:10.860,0:08:13.64,was 3,
0:08:11.699,0:08:17.27,mm-hm and I've been publishing books

0:08:13.649,0:08:19.88,ever since and I suppose that now you

0:08:17.279,0:08:22.43,could say or for you know when would it

0:08:19.889,0:08:26.57,if by professional you mean somebody who

0:08:22.439,0:08:32.39,actually you know makes money and has a

0:08:26.579,0:08:38.32,reputation I guess I've been in that

0:08:32.399,0:08:38.32,category baby for 25 years or something

0:08:39.110,0:08:43.88,for poet yeah

0:08:41.660,0:08:45.26,would you please describe kind of the

0:08:43.880,0:08:51.05,arc of your career like where you

0:08:45.260,0:08:53.78,started and I would I would say all

0:08:51.050,0:08:55.16,right let me hear who it is probably I

0:08:53.780,0:08:59.99,don't need to answer it but if it's

0:08:55.160,0:09:01.66,someone I really want to talk to bad

0:08:59.990,0:09:04.79,timing

0:09:01.660,0:09:08.78,it ought to pick up after this or maybe

0:09:04.790,0:09:11.36,they'll give up because I didn't answer

0:09:08.780,0:09:17.93,it's probably probably a sales call

0:09:11.360,0:09:19.46,anyway yeah okay so if you wouldn't mind

0:09:17.930,0:09:20.96,describing kind of the arc of your

0:09:19.460,0:09:23.51,career from when you've started sort of

0:09:20.960,0:09:26.30,seriously writing until now there's a

0:09:23.510,0:09:29.33,general overview so you know the

0:09:26.300,0:09:32.23,interview all right um I was interested

0:09:29.330,0:09:37.40,in poetry since childhood

0:09:32.230,0:09:38.87,my mother read poetry to me I wrote when

0:09:37.400,0:09:41.36,I was a little kid that kind of stopped

0:09:38.870,0:09:44.66,for a while and then I started again in

0:09:41.360,0:09:45.59,college and I was reading the poet

0:09:44.660,0:09:47.24,Denise lever top

0:09:45.590,0:09:49.10,oh I start I grew up here in San Diego

0:09:47.240,0:09:51.62,actually and I went to San Diego State

0:09:49.100,0:09:52.88,for two years and I was reading the poet

0:09:51.620,0:09:54.20,Denise never table and then I

0:09:52.880,0:09:56.39,transferred to Berkeley and she was

0:09:54.200,0:10:01.67,teaching here so I took a class with her

0:09:56.390,0:10:03.95,and sure that experience I met my friend

0:10:01.670,0:10:06.56,Ron silliman who's a poet the one I send

0:10:03.950,0:10:10.49,poems to who's still a friend of mine

0:10:06.560,0:10:12.14,and then I came back here and then I

0:10:10.490,0:10:14.33,moved to San Francisco to go to grad

0:10:12.140,0:10:16.31,school I think he was living there and

0:10:14.330,0:10:19.28,through him and also through the grad

0:10:16.310,0:10:21.71,program I met other poets and there was

0:10:19.280,0:10:23.57,you know San Francisco's a good literary

0:10:21.710,0:10:28.52,town so there was quite a community of

0:10:23.570,0:10:33.17,poets in San Francisco and I eventually

0:10:28.520,0:10:35.20,was friends with poets who became came

0:10:33.170,0:10:38.36,to be known as the broad language poets

0:10:35.200,0:10:40.97,scare quotes the West Coast language

0:10:38.360,0:10:43.55,poets anyway which would include Barrett

0:10:40.970,0:10:48.17,Lawton and Bob Perlman and linha ginyan

0:10:43.550,0:10:52.04,and KITT Robinson and Ron Shulman and

0:10:48.170,0:10:54.28,Carla Herriman among others and you know

0:10:52.040,0:10:55.39,I went to a lot of reading series and

0:10:54.280,0:11:01.00,participated

0:10:55.390,0:11:04.81,in small press publications and had a

0:11:01.000,0:11:06.64,very active literary life and like I

0:11:04.810,0:11:10.06,said published in magazines and journals

0:11:06.640,0:11:12.70,and that my first publisher was someone

0:11:10.060,0:11:14.59,that we knew there it was called the

0:11:12.700,0:11:17.59,figures press and his name was Jeff

0:11:14.590,0:11:19.66,young and so that book came out in an

0:11:17.590,0:11:22.63,edition of you know very small press an

0:11:19.660,0:11:24.76,edition of 500 copies which I a lot I

0:11:22.630,0:11:29.17,gave a lot of them away to my friends

0:11:24.760,0:11:31.03,and such and then um at the end of the

0:11:29.170,0:11:34.36,70s this was in the seventies it's at

0:11:31.030,0:11:35.74,the end of the 70s I got pregnant and it

0:11:34.360,0:11:37.45,just didn't seem like we were going to

0:11:35.740,0:11:40.63,be able to afford to keep living in San

0:11:37.450,0:11:42.34,Francisco and raise a kid because kind

0:11:40.630,0:11:44.86,of like now I guess it's more extreme

0:11:42.340,0:11:47.14,now but you know there was there was

0:11:44.860,0:11:48.79,gentrification and yep efficient going

0:11:47.140,0:11:50.41,on then and suddenly the rents were

0:11:48.790,0:11:53.41,getting out of reach for us especially

0:11:50.410,0:11:54.94,if we had a kid because you can't be so

0:11:53.410,0:11:57.40,hand-to-mouth with the kid and then my

0:11:54.940,0:12:00.82,my mother lived here and was willing to

0:11:57.400,0:12:03.34,babysit and also Chuck got an offer of a

0:12:00.820,0:12:04.84,job here that would have benefits and

0:12:03.340,0:12:06.82,health insurance and all so we ended up

0:12:04.840,0:12:09.64,back here I was not very happy to come

0:12:06.820,0:12:12.31,back here because then and this is going

0:12:09.640,0:12:14.20,to get to a topic you like then that was

0:12:12.310,0:12:16.15,really isolating because that was before

0:12:14.200,0:12:20.17,email right yeah that was you know that

0:12:16.150,0:12:22.51,was even before I had a computer so it

0:12:20.170,0:12:24.70,just felt like you know kind of falling

0:12:22.510,0:12:27.01,off a cliff I mean there were some poets

0:12:24.700,0:12:29.05,here and I got to know them gradually

0:12:27.010,0:12:33.31,there is Jerome Rothenberg and David

0:12:29.050,0:12:35.92,Anton and Michael Davidson but um not

0:12:33.310,0:12:40.69,that many people in my generation really

0:12:35.920,0:12:43.42,and so I I had link see correspondences

0:12:40.690,0:12:45.16,actually on paper with the people back

0:12:43.420,0:12:48.52,in San Francisco not all of them but

0:12:45.160,0:12:50.08,some of them I can't believe it now how

0:12:48.520,0:12:51.79,much time we spent writing long letters

0:12:50.080,0:12:54.07,out by hand or typing them on

0:12:51.790,0:12:55.72,typewriters yeah it seems surreal now

0:12:54.070,0:12:58.21,that everything goes so fast I mean who

0:12:55.720,0:13:01.41,would do that but we did and so some of

0:12:58.210,0:13:06.76,those letters are in archives you know

0:13:01.410,0:13:08.25,and meanwhile I kept sending work out to

0:13:06.760,0:13:11.94,to journals

0:13:08.250,0:13:14.34,and our Leonard Jeanine in the Bay Area

0:13:11.940,0:13:15.99,at a small press and she published on my

0:13:14.340,0:13:19.65,second book which was a chat book called

0:13:15.990,0:13:23.54,the invention of hunger you know it was

0:13:19.650,0:13:29.76,true but tu um be a kind of uh you know

0:13:23.540,0:13:31.41,letterpress press and then my third book

0:13:29.760,0:13:33.48,which was my second full-length book was

0:13:31.410,0:13:36.51,published by burning deck and Providence

0:13:33.480,0:13:39.09,so that was my first kind of you know

0:13:36.510,0:13:43.50,outside my immediate coterie yeah

0:13:39.090,0:13:45.81,publication still a small press but and

0:13:43.500,0:13:48.69,then I started publishing with the Los

0:13:45.810,0:13:53.73,Angeles publisher Sun and Moon who also

0:13:48.690,0:13:59.49,published people like within Virginian

0:13:53.730,0:14:03.03,and Charles Bernstein and you know was

0:13:59.490,0:14:06.87,oh they're a very active precedence it

0:14:03.030,0:14:09.54,changed he changed it to green integer

0:14:06.870,0:14:12.24,and I do have a book out uncreated or

0:14:09.540,0:14:15.81,two but the focus became for him became

0:14:12.240,0:14:18.69,more republishing classics that had you

0:14:15.810,0:14:20.75,know gone off copyright so about that

0:14:18.690,0:14:20.75,time

0:14:21.200,0:14:28.95,fortuitously I got picked up by Wesleyan

0:14:23.670,0:14:31.23,and time I was already fairly well known

0:14:28.950,0:14:34.11,at least in the kind of small press

0:14:31.230,0:14:36.12,world I'd been in some anthologies but I

0:14:34.110,0:14:39.03,think that being published by Wesleyan

0:14:36.120,0:14:43.05,and having a selected come out with him

0:14:39.030,0:14:47.07,in 2001 really kind of gave my career so

0:14:43.050,0:14:50.31,to speak a boost and Kings have just

0:14:47.070,0:14:54.72,picked up since then including my pace

0:14:50.310,0:14:56.97,of writing so that since 2001 in 2001 I

0:14:54.720,0:14:59.43,published two books I published one with

0:14:56.970,0:15:02.13,green integer and called the pretext and

0:14:59.430,0:15:04.92,then the selected with Western which is

0:15:02.130,0:15:09.36,called veil and then in 2004 I had up to

0:15:04.920,0:15:14.04,speed in 2007 I had next life and 2009 I

0:15:09.360,0:15:17.22,had a burst in 2011 I had money shot and

0:15:14.040,0:15:21.27,then in 13 I had just singing so yeah a

0:15:17.220,0:15:23.58,spurt yeah that's great and

0:15:21.270,0:15:26.85,during that time were you supporting

0:15:23.580,0:15:30.06,yourself by teaching yeah when we first

0:15:26.850,0:15:32.19,came down here Chuck was one of the

0:15:30.060,0:15:36.30,managers of the bookstore at San Diego

0:15:32.190,0:15:38.64,State and I got about a year after we

0:15:36.300,0:15:42.03,got here I got a part-time teaching job

0:15:38.640,0:15:43.80,at UC San Diego and at first it was kind

0:15:42.030,0:15:48.99,of on and off and then after that it was

0:15:43.800,0:15:52.34,regular but adjunct and I did that for

0:15:48.990,0:15:57.18,many years it wasn't until the early

0:15:52.340,0:16:03.18,2000s that I got a you know real tender

0:15:57.180,0:16:04.65,job at at UCSD so I guess we want to

0:16:03.180,0:16:06.75,kind of move into talking about the

0:16:04.650,0:16:09.18,different properties of different spots

0:16:06.750,0:16:10.56,of processes for you and how it changed

0:16:09.180,0:16:12.54,over the course of your career so in

0:16:10.560,0:16:15.29,terms of like when you first started

0:16:12.540,0:16:17.43,writing seriously and we're kind of

0:16:15.290,0:16:19.02,doing the prewriting the generating work

0:16:17.430,0:16:20.31,for these poems how did well how did

0:16:19.020,0:16:22.98,that look like I mean what was what was

0:16:20.310,0:16:25.95,the process for that well I think I

0:16:22.980,0:16:28.02,always used to notebook um I you know I

0:16:25.950,0:16:29.76,I mean I couldn't tell you exactly what

0:16:28.020,0:16:32.58,the notebooks look like way back send

0:16:29.760,0:16:36.11,but I always wrote by hand I think I

0:16:32.580,0:16:39.03,wrote by hand then I'm sure I did longer

0:16:36.110,0:16:41.03,it took me longer to write a poem and it

0:16:39.030,0:16:43.92,also stayed in the handwritten phase

0:16:41.030,0:16:45.33,longer because back then when you left

0:16:43.920,0:16:47.10,the handwritten says you had to go to a

0:16:45.330,0:16:48.36,typewriter you're too young to know

0:16:47.100,0:16:50.61,about typewriters but they were

0:16:48.360,0:16:51.96,enormously irritating because if you

0:16:50.610,0:16:54.39,made any mistakes you had to either

0:16:51.960,0:16:58.68,start over or put wite-out on it or you

0:16:54.390,0:17:00.15,know etc and then you would make you

0:16:58.680,0:17:01.98,know I'll cough I mean you would you

0:17:00.150,0:17:03.15,would print it out and then if you

0:17:01.980,0:17:05.16,wanted another coffee you would have to

0:17:03.150,0:17:09.30,type it again and I'm gonna write so I

0:17:05.160,0:17:10.98,mean there's a limit to that um so you

0:17:09.300,0:17:13.53,would you know you would kind of just do

0:17:10.980,0:17:16.17,that when you thought you had a pretty

0:17:13.530,0:17:19.08,much finished version you might be wrong

0:17:16.170,0:17:20.73,but you know yeah still when you were

0:17:19.080,0:17:23.04,working in the notebook was it usually

0:17:20.730,0:17:25.23,in a certain spot or could that be

0:17:23.040,0:17:27.30,wherever you were whether it just well I

0:17:25.230,0:17:30.72,did it a lot at home but sometimes

0:17:27.300,0:17:33.06,outside and was it something where you

0:17:30.720,0:17:33.97,just certain had a had a line or an idea

0:17:33.060,0:17:36.34,that then you would

0:17:33.970,0:17:42.37,right down yeah I mean I often start

0:17:36.340,0:17:44.98,that way then and still you know I can

0:17:42.370,0:17:47.67,just something that I hear or see sort

0:17:44.980,0:17:49.24,of piques my interest it could be

0:17:47.679,0:17:51.54,something I read and I'll write down the

0:17:49.240,0:17:54.01,passage or I'll write down something I

0:17:51.549,0:17:55.33,overhear someone say or even on

0:17:54.010,0:17:59.23,television you know I could hear

0:17:55.330,0:18:00.85,something that I write down and I could

0:17:59.230,0:18:03.30,you know collect those things like a

0:18:00.850,0:18:05.67,magpie until something starts to take

0:18:03.309,0:18:07.05,off okay and in the sort of in the

0:18:05.679,0:18:09.49,beginning part of their career then how

0:18:07.059,0:18:11.14,at what point would you go to the

0:18:09.490,0:18:12.46,typewriter like when would you kind of

0:18:11.140,0:18:16.78,feel like okay this really needs to be

0:18:12.460,0:18:18.76,typed well I guess when I thought it was

0:18:16.780,0:18:20.79,good enough to keep and good enough to

0:18:18.760,0:18:22.33,maybe send a copy to someone to see what

0:18:20.799,0:18:25.41,they thought either an editor or a

0:18:22.330,0:18:28.57,friend so that's pretty far along yeah

0:18:25.419,0:18:31.84,so would you were you doing revisions

0:18:28.570,0:18:33.78,within the notebook as well and our what

0:18:31.840,0:18:35.40,type of revisions would did it sort of

0:18:33.789,0:18:37.17,start as I mean was it like would you

0:18:35.409,0:18:37.78,just be crossing out and rewriting or

0:18:37.179,0:18:39.54,would you

0:18:37.780,0:18:41.04,III don't know if I would cross out I

0:18:39.549,0:18:46.80,think I would just you know go to

0:18:41.049,0:18:49.24,another page and rewrite okay and then

0:18:46.809,0:18:52.84,so when did the computer start to enter

0:18:49.240,0:19:00.82,into this process um let's see when did

0:18:52.840,0:19:02.40,I first get a computer um the first

0:19:00.820,0:19:04.99,thing I got was one of those IBM

0:19:02.409,0:19:06.58,Selectric that was sort of computer on

0:19:04.990,0:19:08.47,yeah where you could make and now you

0:19:06.580,0:19:11.89,could save and make a number of copies

0:19:08.470,0:19:13.92,but shortly after I got that I was able

0:19:11.890,0:19:17.79,to get my first computers or that became

0:19:13.929,0:19:20.20,sort of redundant instantly I'm trying

0:19:17.799,0:19:24.64,to think what year it was I mean it was

0:19:20.200,0:19:28.36,probably only when did you tell me when

0:19:24.640,0:19:30.52,two desktops with with word processing

0:19:28.360,0:19:34.57,become available it wasn't a word it was

0:19:30.520,0:19:38.67,like Word Perfect or word yeah mid

0:19:34.570,0:19:40.49,eighties maybe lady maybe I think I got

0:19:38.679,0:19:43.04,this electric in the mid 8,
0:19:40.490,0:19:46.58,maybe you know I probably got the

0:19:43.040,0:19:48.38,computer by the late 80s and I don't

0:19:46.580,0:19:49.85,think I got internet until there wasn't

0:19:48.380,0:19:52.70,internet that you can get in till the

0:19:49.850,0:19:53.90,early 90s probably incredible now thank

0:19:52.700,0:19:56.09,you

0:19:53.900,0:19:58.61,how did so how did how did that first

0:19:56.090,0:20:00.05,computer come about I mean did you know

0:19:58.610,0:20:03.08,a friend who had a computer and then go

0:20:00.050,0:20:05.66,after that or yeah I think go again Ron

0:20:03.080,0:20:07.97,silliman who worked in the computer

0:20:05.660,0:20:09.32,industry he worked as an as a marketer

0:20:07.970,0:20:12.02,in the computer industry

0:20:09.320,0:20:13.64,he had one I mean he doesn't he didn't

0:20:12.020,0:20:15.98,live near me at that point but we were

0:20:13.640,0:20:19.19,in touch and he had one before I did but

0:20:15.980,0:20:20.36,I guess you know really I mean everyone

0:20:19.190,0:20:21.37,was getting it at about the same time

0:20:20.360,0:20:25.19,mm-hmm

0:20:21.370,0:20:27.17,and then when when you so you've got a

0:20:25.190,0:20:29.00,computer did it have an immediate effect

0:20:27.170,0:20:30.11,on your practice did it start did it

0:20:29.000,0:20:33.47,start to integrate with what you were

0:20:30.110,0:20:35.66,doing aye-aye-aye

0:20:33.470,0:20:37.82,I don't remember I mean I guess it was

0:20:35.660,0:20:40.48,gradual I still like I say work in

0:20:37.820,0:20:43.25,notebooks but I'm sure that I started I

0:20:40.480,0:20:45.41,started going from the notebook to the

0:20:43.250,0:20:47.15,computer sooner than I would have on a

0:20:45.410,0:20:49.40,typewriter I'm sure but I don't have a

0:20:47.150,0:20:52.40,clear memory of it what I do have a

0:20:49.400,0:20:58.00,clear memory of is how the internet

0:20:52.400,0:21:00.35,changed things because then you could

0:20:58.000,0:21:02.45,send someone something and say what do

0:21:00.350,0:21:03.98,you think I don't know about this last

0:21:02.450,0:21:04.85,line what do you think you know I mean

0:21:03.980,0:21:07.19,you can have that kind of conversation

0:21:04.850,0:21:09.14,and if you do that in a letter which I

0:21:07.190,0:21:10.70,did but you know by the time you've got

0:21:09.140,0:21:14.60,letter back you'd already made up your

0:21:10.700,0:21:16.04,mind right right so in the early part

0:21:14.600,0:21:17.84,when you were sending these by letters

0:21:16.040,0:21:20.18,you did that only a little bit and then

0:21:17.840,0:21:22.13,didn't do I think I did it I mean I

0:21:20.180,0:21:24.95,would I would type something up and send

0:21:22.130,0:21:26.54,it and I would you know usually to a

0:21:24.950,0:21:29.54,couple of people two or three people and

0:21:26.540,0:21:31.76,I would get responses back um but it

0:21:29.540,0:21:34.16,certainly I mean we're now we're so used

0:21:31.760,0:21:38.39,to kind of this instant dialogue and

0:21:34.160,0:21:40.01,instant gratification sometimes I think

0:21:38.390,0:21:42.88,that that's you know maybe that's why

0:21:40.010,0:21:47.48,I'm writing faster now yeah it is this

0:21:42.880,0:21:48.68,stimulation of that because I'm I'm

0:21:47.480,0:21:53.11,still not

0:21:48.680,0:21:54.88,I guess I'm insecure enough that I

0:21:53.110,0:21:57.52,not comfortable in saying something's

0:21:54.880,0:21:58.99,finished until somebody has said that

0:21:57.520,0:22:01.00,they at least think it's interesting I

0:21:58.990,0:22:02.74,mean it doesn't always have to be Ron

0:22:01.000,0:22:04.99,sometimes I send it to somebody else but

0:22:02.740,0:22:07.29,I have to have like somebody's approval

0:22:04.990,0:22:09.40,not a hundred percent approval but like

