start,end,line
0:04:24.950,0:04:33.169,it out yeah because it's very easy to go
0:04:29.510,0:04:34.310,into a collage II kind of style of stuff
0:04:33.169,0:04:37.250,with stuff that's gonna be published
0:04:34.310,0:04:40.250,online you know it's harder to get a
0:04:37.250,0:04:44.120,really consecutive long consecutive
0:04:40.250,0:04:49.250,argument made I think yeah
0:04:44.120,0:04:51.800,and it's not fluid enough to do poetry I
0:04:49.250,0:04:53.240,mean it restricts you way too much in
0:04:51.800,0:04:56.090,terms of formatting compared to what you
0:04:53.240,0:04:57.920,can do on a page by hand yeah in terms
0:04:56.090,0:04:59.630,of how you wanna scratch things out or
0:04:57.920,0:05:07.520,put something right in there's no arrow
0:04:59.630,0:05:09.830,insert right right so it's neither so
0:05:07.520,0:05:11.810,it's so there's a loss from both
0:05:09.830,0:05:15.680,perspectives but obviously from the
0:05:11.810,0:05:21.260,point of organizing it and and sharing
0:05:15.680,0:05:22.970,it and missus airily sending it on for
0:05:21.260,0:05:27.650,publishing these days and everything it
0:05:22.970,0:05:29.000,has to be done in there took me a long
0:05:27.650,0:05:30.860,time to get there though because I
0:05:29.000,0:05:32.810,started on a manual typewriter and then
0:05:30.860,0:05:40.940,getting an IBM typewriter was a big
0:05:32.810,0:05:42.290,thing yes yeah no I think that's I mean
0:05:40.940,0:05:44.720,that's really the impetus for this it's
0:05:42.290,0:05:46.040,just I was just thinking about the thing
0:05:44.720,0:05:47.810,I did earlier then I started thinking
0:05:46.040,0:05:49.880,about you know the writers who like you
0:05:47.810,0:05:51.680,yourself have been writing over this of
0:05:49.880,0:05:54.530,course this is a very interesting time
0:05:51.680,0:05:56.750,for writing I mean there's little balls
0:05:54.530,0:05:59.180,on the IBM Selectric that was like this
0:05:56.750,0:06:01.580,huge thing oh yeah that you could erase
0:05:59.180,0:06:03.020,with uh any raised thing I mean you
0:06:01.580,0:06:05.150,don't have to pull the page out and
0:06:03.020,0:06:08.000,start all over again the other day there
0:06:05.150,0:06:10.550,was a disappointed by that that was so
0:06:08.000,0:06:12.260,each technology actually gave rise to a
0:06:10.550,0:06:14.180,certain kind of poetry and a certain
0:06:12.260,0:06:15.979,kind of mistake I mean there's a
0:06:14.180,0:06:17.930,characteristic mistakes people make an
0:06:15.979,0:06:20.280,email or substance characteristic word
0:06:17.930,0:06:24.300,substitutions they do they know
0:06:20.280,0:06:25.950,the page and anyway so I don't think
0:06:24.300,0:06:28.290,that story has really been told
0:06:25.950,0:06:30.180,yeah because it shifts so rapidly
0:06:28.290,0:06:32.190,because you went from email to texting
0:06:30.180,0:06:33.480,to this to that you know and each one of
0:06:32.190,0:06:35.639,those things has a different ending
0:06:33.480,0:06:38.820,Facebook sits up there and shifts its
0:06:35.639,0:06:41.760,yeah it interface like monthly or way
0:06:38.820,0:06:43.320,right that's right so and that gives
0:06:41.760,0:06:45.270,rise to a whole new thinking in the
0:06:43.320,0:06:47.280,meantime whatever a person might have
0:06:45.270,0:06:49.310,wanted to do is kind of knocked out of
0:06:47.280,0:06:52.980,their head because here's the left
0:06:49.310,0:06:55.740,wrestling clip yeah interface yeah no I
0:06:52.980,0:07:02.850,mean that's a good point
0:06:55.740,0:07:05.160,um so in terms of like going between
0:07:02.850,0:07:09.770,your paperwork and your and going to the
0:07:05.160,0:07:09.770,digital look what are those what steps
0:07:12.919,0:07:18.750,like if I'm writing a pic like I'm doing
0:07:15.660,0:07:20.100,a conference presentation there was a
0:07:18.750,0:07:21.510,couple of conferences we're gonna do
0:07:20.100,0:07:22.860,something with so I would tend to
0:07:21.510,0:07:25.440,generate something and send it to my
0:07:22.860,0:07:27.210,partner what do they want to say about
0:07:25.440,0:07:29.030,it you know I know we get together face
0:07:27.210,0:07:32.940,to face and deal with it or whatever
0:07:29.030,0:07:36.140,like the last really big new book I did
0:07:32.940,0:07:41.630,driver logic the way I wrote that was
0:07:36.140,0:07:43.849,for probably six months every morning I
0:07:41.630,0:07:45.889,had some
0:07:43.849,0:07:47.629,paper notebooks and things I was looking
0:07:45.889,0:07:50.089,through old notes and things and I would
0:07:47.629,0:07:52.249,said I would write every morning for
0:07:50.089,0:07:54.709,maybe three or four hours and at the end
0:07:52.249,0:07:56.869,of the morning I would go and type it up
0:07:54.709,0:07:59.809,I mean in play uh-huh
0:07:56.869,0:08:01.789,I did not look at it again the next day
0:07:59.809,0:08:05.689,would start completely fresh and I did
0:08:01.789,0:08:10.669,that to the point that had no idea how
0:08:05.689,0:08:12.709,it begun yeah so he and some maybe six
0:08:10.669,0:08:15.259,months later I sort of came to the end
0:08:12.709,0:08:19.429,of that mm-hmm and then was a matter of
0:08:15.259,0:08:21.769,looking back and like what am i what is
0:08:19.429,0:08:29.719,it you know and so there was a long
0:08:21.769,0:08:31.699,period of making a unity of some kind
0:08:29.719,0:08:34.459,out of it and that shifted that had me
0:08:31.699,0:08:37.069,maybe two or three major shifts an
0:08:34.459,0:08:38.509,understanding no as I go through it but
0:08:37.069,0:08:40.039,I really liked it because it was very
0:08:38.509,0:08:43.669,new to me to go back and look at I mean
0:08:40.039,0:08:46.639,really it really had no you didn't yeah
0:08:43.669,0:08:49.610,yeah so there was a long period of
0:08:46.639,0:08:52.279,writing and sometimes I've gone to write
0:08:49.610,0:08:54.170,it write in colonies and and written
0:08:52.279,0:08:58.069,straight through for a long long long
0:08:54.170,0:08:59.420,time in that I didn't put it till I came
0:08:58.069,0:09:01.759,back from there but then there was a
0:08:59.420,0:09:03.439,time when you would they still had a car
0:09:01.759,0:09:06.079,at that time I wasn't living in the city
0:09:03.439,0:09:08.750,mm-hmm and I put my IBM Selectric or
0:09:06.079,0:09:10.459,whatever you know and then every time or
0:09:08.750,0:09:13.730,and then there was I would rent a
0:09:10.459,0:09:15.949,computer Oh to have at that place
0:09:13.730,0:09:18.769,because I wanted to print it yeah and
0:09:15.949,0:09:20.899,then I still want the printer I still it
0:09:18.769,0:09:22.730,looks different to me on paper than it
0:09:20.899,0:09:25.490,does on the screen yeah I wanna know
0:09:22.730,0:09:27.649,both those aspects and then there came
0:09:25.490,0:09:30.860,the time when no one did that anymore
0:09:27.649,0:09:32.720,you couldn't really rent a computer or
0:09:30.860,0:09:33.279,rented and there was the same time that
0:09:32.720,0:09:34.689,you
0:09:33.279,0:09:37.360,go to make presentations wherever you
0:09:34.689,0:09:40.420,went the university had a computer there
0:09:37.360,0:09:42.189,in a room with the stage and you know
0:09:40.420,0:09:43.689,when you needed a technician to come and
0:09:42.189,0:09:45.550,fix up all the way you know right and
0:09:43.689,0:09:47.350,then they didn't anymore because
0:09:45.550,0:09:49.420,everyone was expected to bring their
0:09:47.350,0:09:50.199,laptop and to have one and travel with
0:09:49.420,0:09:52.350,it right
0:09:50.199,0:09:54.579,I had a lot of problems with my hands
0:09:52.350,0:09:58.269,from what if we started doing digital
0:09:54.579,0:09:59.860,work and I try I travel really really
0:09:58.269,0:10:02.139,light so that made me really angry that
0:09:59.860,0:10:03.459,I I'm sure you don't have to get you
0:10:02.139,0:10:05.529,know yeah wouldn't that would borrow
0:10:03.459,0:10:08.649,somebody's or something like that so
0:10:05.529,0:10:10.749,there's like all these phases of of what
0:10:08.649,0:10:12.309,you had to do or the way to do it so it
0:10:10.749,0:10:15.519,was different for everybody when you're
0:10:12.309,0:10:18.309,when you're working like like for for
0:10:15.519,0:10:20.110,dragon logic when you were working on
0:10:18.309,0:10:22.180,paper in the mornings what were you
0:10:20.110,0:10:25.589,working on what were your materials was
0:10:22.180,0:10:25.589,it just was it like that notebook and
0:10:28.230,0:10:32.250,okay
0:10:29.390,0:10:36.370,[Music]
0:10:32.250,0:10:42.630,a pen with
0:10:36.370,0:10:45.220,wedding okay you know when ish yeah yeah
0:10:42.630,0:10:48.550,there has a flow to it begin because of
0:10:45.220,0:10:50.680,my hands okay to have the lease mmm
0:10:48.550,0:10:56.140,Alfred Oh writing
0:10:50.680,0:10:58.990,I like big I like like engineering
0:10:56.140,0:11:02.230,notebook with graph paper okay things
0:10:58.990,0:11:05.800,yes like often bigger ones like this and
0:11:02.230,0:11:13.690,it was like a green green grass uh-huh
0:11:05.800,0:11:16.390,yeah I don't like just lined pages like
0:11:13.690,0:11:19.210,this makes an overall page better yeah
0:11:16.390,0:11:21.150,but feels more like volume to it and
0:11:19.210,0:11:28.300,that I mean that book has such
0:11:21.150,0:11:29.740,interesting value so then how do you so
0:11:28.300,0:11:31.180,then you how do you save that stuff do
0:11:29.740,0:11:32.770,you just keep it and once you're
0:11:31.180,0:11:36.850,finished with the notebook do you store
0:11:32.770,0:11:39.400,it somewhere or you send it put it in a
0:11:36.850,0:11:41.529,box over there but most of your
0:11:39.400,0:11:43.360,prewriting and your notes are all in
0:11:41.529,0:11:52.089,notebooks like that I mean for it for
0:11:43.360,0:11:57.220,out it can be anything because it's
0:11:52.089,0:11:59.650,whatever I am right it can be stuff I
0:11:57.220,0:12:01.480,wrote down at different times and it
0:11:59.650,0:12:04.420,happened to bring it together and and
0:12:01.480,0:12:06.130,then there was so many versions for
0:12:04.420,0:12:07.740,awhile I mean then you sort of drown in
0:12:06.130,0:12:09.650,versions and then I get tired of that
0:12:07.740,0:12:14.810,thanking the time
0:12:09.650,0:12:20.450,is that it I needed to use the back of
0:12:14.810,0:12:24.140,everything okay for ecological reasons
0:12:20.450,0:12:27.710,okay and and I really feel sorry for the
0:12:24.140,0:12:28.940,people that do because now there's the
0:12:27.710,0:12:30.620,subversion of the thing and you look on
0:12:28.940,0:12:32.300,the back and you have no idea when that
0:12:30.620,0:12:34.010,thing in the back I mean if you think
0:12:32.300,0:12:37.490,the front and back were done at the same
0:12:34.010,0:12:41.900,time they know looks good now we have
0:12:37.490,0:12:43.250,that unrest and they have no relation to
0:12:41.900,0:12:49.400,each other but I can just see somebody
0:12:43.250,0:12:51.800,sick yeah and the other thing I do
0:12:49.400,0:12:54.170,that's crazy and said I have some
0:12:51.800,0:12:56.290,notebooks and then sometimes I go
0:12:54.170,0:12:59.420,through the exact same notebook again
0:12:56.290,0:13:02.930,mm-hmm and right into it
0:12:59.420,0:13:05.660,oh so that it's it's actually a pound
0:13:02.930,0:13:07.190,sensitive to different yeah things that
0:13:05.660,0:13:09.800,happen and there's no way that you would
0:13:07.190,0:13:12.500,know right from the outside and so why
0:13:09.800,0:13:14.839,do you do that what's because I want to
0:13:12.500,0:13:17.510,I go back and Cesar still this doesn't
0:13:14.839,0:13:19.250,still have the pull for me that it did
0:13:17.510,0:13:20.870,the things that I wrote down at that
0:13:19.250,0:13:25.339,time because there's things that tend to
0:13:20.870,0:13:27.589,be continually magnetizing from him you
0:13:25.339,0:13:29.959,know and I like to see like like I've
0:13:27.589,0:13:34.220,never kept a diary in the sense of a
0:13:29.959,0:13:35.350,personal diary or like a diary of what
0:13:34.220,0:13:39.560,happened with my kids
0:13:35.350,0:13:41.959,yeah you know whatever I've never done
0:13:39.560,0:13:48.970,that kind of a thing mhm I have like a
0:13:41.959,0:13:51.980,horror of that like a half horse but I
0:13:48.970,0:13:53.990,but I but there's just sometimes it just
0:13:51.980,0:13:56.600,as something just gets to me and I just
0:13:53.990,0:13:58.850,need to bring it down so it's like it's
0:13:56.600,0:14:00.200,so much it's just this magnetizing thing
0:13:58.850,0:14:03.890,sort of right mm-hmm
0:14:00.200,0:14:07.280,so or you know maybe some image or
0:14:03.890,0:14:11.900,something that came back yeah there's
0:14:07.280,0:14:16.760,like I remember seeing once an image of
0:14:11.900,0:14:18.830,a Viking boat that I actually didn't
0:14:16.760,0:14:20.510,want things to go get to see your Norway
0:14:18.830,0:14:23.510,but if this was just on that cover of a
0:14:20.510,0:14:24.980,thing and it was the keel and the shape
0:14:23.510,0:14:26.570,of the thing and it was just doing the
0:14:24.980,0:14:30.050,kind of turquoise mm-hm
0:14:26.570,0:14:34.700,it was like I'm like you know like it
0:14:30.050,0:14:36.260,could have been like a company's annual
0:14:34.700,0:14:37.970,report or something was on the cover I
0:14:36.260,0:14:39.860,had nothing to do with what was in there
0:14:37.970,0:14:43.100,right yeah but this just image it's just
0:14:39.860,0:14:45.230,like you know there's iliyan ways you
0:14:43.100,0:14:47.090,know that yeah was important to me that
0:14:45.230,0:14:49.730,I don't necessarily know how do you know
0:14:47.090,0:14:55.610,so I have pictures pulled off like that
0:14:49.730,0:15:01.430,and no it's not organized okay good luck
0:14:55.610,0:15:04.730,future research so it sounds like you
0:15:01.430,0:15:07.340,kind of right so how did how does the I
0:15:04.730,0:15:08.930,mean dragon logic isn't really I mean it
0:15:07.340,0:15:10.790,is an individual works it is a
0:15:08.930,0:15:12.350,collection but it's also kind of you
0:15:10.790,0:15:14.210,know and you know some of your other
0:15:12.350,0:15:16.610,books as well kind of you know art cult
0:15:14.210,0:15:19.160,not quite like made of individual work
0:15:16.610,0:15:20.660,so but then do you when you're working
0:15:19.160,0:15:29.140,then when you move stuff over to the
0:15:20.660,0:15:31.580,computer do you see yeah right right
0:15:29.140,0:15:33.200,yeah and it just sounds like with your
0:15:31.580,0:15:34.940,notebooks in it I'm just interested in
0:15:33.200,0:15:36.500,how then like how do you organize that
0:15:34.940,0:15:38.080,once it once it moves on to a digital
0:15:36.500,0:15:39.850,space I'm really good
0:15:38.080,0:15:43.090,do that for lots of other people's books
0:15:39.850,0:15:44.650,too Unity's I see structures I think I
0:15:43.090,0:15:47.230,think instructors I wanted to be an
0:15:44.650,0:15:52.510,architect at one time to make sense and
0:15:47.230,0:15:54.310,I so do you know the sort of math side
0:15:52.510,0:15:55.600,of things and beautiful side of things
0:15:54.310,0:15:58.360,right right
0:15:55.600,0:16:00.820,I'm not different for me exactly so that
0:15:58.360,0:16:03.100,this structure is often what I see do
0:16:00.820,0:16:05.140,you know yes what it resonate there's
0:16:03.100,0:16:07.480,kind of some kind of resonance here so I
0:16:05.140,0:16:11.110,see that and then it becomes what's the
0:16:07.480,0:16:14.650,best way in mm-hmm but that's for print
0:16:11.110,0:16:16.660,because then in a digital work very good
0:16:14.650,0:16:18.850,meaning the same way right yeah there
0:16:16.660,0:16:19.930,was an excess off into all parts of it
0:16:18.850,0:16:22.360,at once
0:16:19.930,0:16:25.840,mhm you know in some kinds and though I
0:16:22.360,0:16:29.980,generally provide a default path through
0:16:25.840,0:16:31.120,as well as that yeah so and I think
0:16:29.980,0:16:32.740,that's probably why that kind of work
0:16:31.120,0:16:35.500,was so interesting to me because it's
0:16:32.740,0:16:38.980,specially I think starting with to North
0:16:35.500,0:16:41.500,which has closed five and Interpol the
0:16:38.980,0:16:44.380,public ones itself I sort of used to
0:16:41.500,0:16:46.660,divide up the yeah but but really
0:16:44.380,0:16:50.440,they're supposed to be at the center
0:16:46.660,0:16:56.080,yeah you know like the Sun going around
0:16:50.440,0:16:58.120,do me so that one question and then the
0:16:56.080,0:17:00.970,rest of the things would be around in
0:16:58.120,0:17:07.140,this sort of spherical space like really
0:17:00.970,0:17:07.140,should be an installation yeah yeah
0:17:08.280,0:17:15.580,someday they'll be hologram yeah yeah so
0:17:13.810,0:17:17.290,and then just in terms of the
0:17:15.580,0:17:18.850,nitty-gritty though I mean like when you
0:17:17.290,0:17:21.280,have a file on the computer
0:17:18.850,0:17:24.480,yeah what's it called like is it called
0:17:21.280,0:17:27.000,an a title of the poem is it
0:17:24.480,0:17:31.080,or is it do you have large files full of
0:17:27.000,0:17:35.429,full of many things well at some point
0:17:31.080,0:17:36.870,it's the name of the poem or it's a name
0:17:35.429,0:17:41.870,that references the name of the poem
0:17:36.870,0:17:44.340,mm-hmm and I for a long time I will do
0:17:41.870,0:17:45.779,revisions within that file with the date
0:17:44.340,0:17:49.610,at the top okay
0:17:45.779,0:17:51.840,of what which revision that is mm-hmm so
0:17:49.610,0:17:53.700,sometimes when I'm doing many many
0:17:51.840,0:17:54.360,revisions in one day that gets a little
0:17:53.700,0:17:57.779,lost
0:17:54.360,0:18:00.570,mhm then at the point of a manuscript
0:17:57.779,0:18:06.269,there's a whole file that's the entire
0:18:00.570,0:18:09.929,manuscript okay and those will have days
0:18:06.269,0:18:11.970,or some you know called one two three
0:18:09.929,0:18:13.980,years now I mean they'd be distinguished
0:18:11.970,0:18:15.929,in some kind of stowage version they are
0:18:13.980,0:18:19.980,of the whole manuscript
0:18:15.929,0:18:22.529,I don't put I don't just put a whole lot
0:18:19.980,0:18:24.870,of stuff together I mean it doesn't
0:18:22.529,0:18:27.720,belong together right in one file I you
0:18:24.870,0:18:29.370,know I have kind of an elaborate folder
0:18:27.720,0:18:31.980,system okay
0:18:29.370,0:18:35.490,which family worked in my res I'm pretty
0:18:31.980,0:18:40.350,comfortable you know yeah and so I know
0:18:35.490,0:18:41.789,where I think but increasingly I like
0:18:40.350,0:18:44.039,where did I put that because there's too
0:18:41.789,0:18:45.990,many places to put it certain things
0:18:44.039,0:18:47.429,right is it the conference that I'm
0:18:45.990,0:18:49.139,gonna give it to and your essays and
0:18:47.429,0:18:54.210,talks isn't under weight or whatever
0:18:49.139,0:19:02.630,yeah and the search capability within
0:18:54.210,0:19:02.630,windows aesthetic yeah so not better
0:19:02.690,0:19:08.509,yeah the one that is well acquainted
0:19:06.289,0:19:11.929,with them so I you know that's a little
0:19:08.509,0:19:14.479,annoying that I can't face yeah I mean
0:19:11.929,0:19:17.029,Google you know I tried to find the
0:19:14.479,0:19:21.559,other book called the burn book no by
0:19:17.029,0:19:24.789,mark mark - something Wow
0:19:21.559,0:19:27.859,can't what
0:19:24.789,0:19:31.609,anyway the let I thought it was kidding
0:19:27.859,0:19:34.909,I had oh you a K right I had mark right
0:19:31.609,0:19:37.609,I had burn right named dictor and go on
0:19:34.909,0:19:40.720,Amazon going books a French talk I mean
0:19:37.609,0:19:45.919,you know she wished it whatever yeah
0:19:40.720,0:19:48.859,could not find it right I think and I
0:19:45.919,0:19:51.200,had it didn't make what I thought was an
0:19:48.859,0:19:55.759,obvious gentleman I usually yeah did you
0:19:51.200,0:19:57.859,mean yeah no anyway I finally got it and
0:19:55.759,0:20:00.529,being after trying silly and different
0:19:57.859,0:20:02.389,things but I mean no like it should be
0:20:00.529,0:20:04.099,better by now that kind of thing should
0:20:02.389,0:20:06.609,be wait better by now yeah yeah
0:20:04.099,0:20:13.099,published book should be just pop right
0:20:06.609,0:20:19.629,yeah so I know I'm not happy with search
0:20:13.099,0:20:19.629,okay in general and as a library
0:20:20.409,0:20:27.109,problems with it so once it once it's so
0:20:25.489,0:20:28.669,just to be clear like when you're doing
0:20:27.109,0:20:30.799,an individual poem and you put the date
0:20:28.669,0:20:33.619,at the top do you have like a version
0:20:30.799,0:20:36.309,and then another version at another page
0:20:33.619,0:20:41.239,with the new date or something like that
0:20:36.309,0:20:43.849,but it's one okay increasingly you're
0:20:41.239,0:20:48.900,further away from the what and then and
0:20:43.849,0:20:51.200,then you know you just what use will is
0:20:48.900,0:20:53.370,often a version really really beginning
0:20:51.200,0:20:57.570,mm man you take something from the
0:20:53.370,0:21:06.330,middle yeah and then you can find your
0:20:57.570,0:21:09.330,way yeah I do it like that or and then
0:21:06.330,0:21:11.220,eventually it's like what you need to
0:21:09.330,0:21:14.640,call final version or the version sent
0:21:11.220,0:21:18.720,to so-and-so or the mm-hmm you know like
0:21:14.640,0:21:20.940,that the trains have clean copy folder
0:21:18.720,0:21:22.649,as well as they'll work so that okay so
0:21:20.940,0:21:23.820,you have the kind of the working draft
0:21:22.649,0:21:26.390,and then you can push it into a
0:21:23.820,0:21:28.230,different folder that's more finalized
0:21:26.390,0:21:32.279,okay
0:21:28.230,0:21:35.309,and during this time are you printing
0:21:32.279,0:21:39.000,out those to revise them as well well
0:21:35.309,0:21:40.590,you print them out not you know
0:21:39.000,0:21:45.029,everything in a certain point you'll
0:21:40.590,0:21:46.440,print it out yeah yeah yeah do you save
0:21:45.029,0:21:59.669,any of the paper copies of those
0:21:46.440,0:22:01.320,printouts yeah because in this thing of
0:21:59.669,0:22:04.289,going back to the notebooks of things
0:22:01.320,0:22:09.919,and what you do know is mm yeah things
0:22:04.289,0:22:12.750,like the galleries and things like that
0:22:09.919,0:22:15.120,and sometimes it just seems crazy if
0:22:12.750,0:22:20.520,it's just too many versions and those
0:22:15.120,0:22:22.549,all from before we're all pretty yeah so
0:22:20.520,0:22:22.549,I
0:22:22.940,0:22:32.610,oh man that's gonna be fun so how did
0:22:30.149,0:22:34.649,you how did you develop your your sort
0:22:32.610,0:22:36.600,of writing style and I mean that sort of
0:22:34.649,0:22:38.640,revision style on the computer did that
0:22:36.600,0:22:40.049,just I mean did you start out on the
0:22:38.640,0:22:44.370,computer doing it like that er I mean
0:22:40.049,0:22:45.630,how has it grown into doing that
0:22:44.370,0:22:47.880,it was always like that I mean I was
0:22:45.630,0:22:51.059,extremely aware of where we're with
0:22:47.880,0:22:52.710,every shift in software every certain
0:22:51.059,0:22:54.419,functionality and makes it kind of hits
0:22:52.710,0:22:56.580,me yeah what I've lost
0:22:54.419,0:23:02.309,you know what I've gained of anything we
0:22:56.580,0:23:03.840,mean and so I always need to just see it
0:23:02.309,0:23:08.659,both ways so I think from the beginning
0:23:03.840,0:23:10.529,I printed it out and I yeah and then yes
0:23:08.659,0:23:12.630,from the time I had trouble with my
0:23:10.529,0:23:21.059,hands which was 1995 when I first
0:23:12.630,0:23:39.059,started using a story space that erased
0:23:21.059,0:23:41.640,all your links every 11th anyway um so I
0:23:39.059,0:23:45.120,wanted to I couldn't keep doing I
0:23:41.640,0:23:47.399,couldn't keep yeah working yeah you know
0:23:45.120,0:23:49.409,and so there's a whole period of
0:23:47.399,0:23:52.409,becoming a little more ergonomically
0:23:49.409,0:23:54.029,aware working with computers and they've
0:23:52.409,0:23:56.090,changed so much
0:23:54.029,0:23:58.659,do you know and
0:23:56.090,0:24:01.159,so you know as many different ways as
0:23:58.659,0:24:03.619,possible you know shift off to use
0:24:01.159,0:24:05.419,different yeah you know your eyes get
0:24:03.619,0:24:09.799,really tired of being on a computer or
0:24:05.419,0:24:11.690,your hand brake and then currently are
0:24:09.799,0:24:18.729,you back how are you backing up here
0:24:11.690,0:24:22.190,your work I try to make that the main
0:24:18.729,0:24:24.769,thing uh-huh and you back that up onto a
0:24:22.190,0:24:30.229,flash drive okay and then I have this
0:24:24.769,0:24:32.839,sink toy stuff that Microsoft makes for
0:24:30.229,0:24:34.489,its computers mm-hmm that on there and
0:24:32.839,0:24:40.749,so I think that meant to there that
0:24:34.489,0:24:43.729,works okay yeah uh-huh that I try to put
0:24:40.749,0:24:45.499,from there onto that that doesn't work
0:24:43.729,0:24:47.089,is what was working fine and now they
0:24:45.499,0:24:49.009,just updated so I'm having trouble with
0:24:47.089,0:24:53.299,that at the moment yeah actually I'm
0:24:49.009,0:24:59.749,that sort of works so it's on there in
0:24:53.299,0:25:02.029,there in there and then the Easter I
0:24:59.749,0:25:04.849,just kind of put the files on that I
0:25:02.029,0:25:06.049,like I mean one big copy from there but
0:25:04.849,0:25:08.570,I don't really keep it updated and
0:25:06.049,0:25:11.260,anything I mean cuz it's just the files
