poet-id,poet,icon,line,excerpt
gerstler,Amy Gerstler,tablet,1848,"I have taken in to bringing an iPad to class because... Like we were looking at a, I think it was a Frank O'hara poem and it brought up Betty Grable. None of the undergraduates in class, understandably, who Betty Grable was."
gerstler,Amy Gerstler,tablet,1938,"I bring my iPad to class even partly to be like, ""OK, I'm a bunch older than you but don't write me off. I'm actually..."" Yeah, exactly. So, ""Don't kick me out of the world quite yet."""
gerstler,Amy Gerstler,laptop,122,"This laptop is my home computer.And then I have two sort of travel ones. One is a MacBook Air, which is like this but much lighter and thinner."
gerstler,Amy Gerstler,libraryresearch,452,"It just saves time. I don't... You know, I don't have to trudge around to all the local libraries looking to see if they have any books on Marie Curie, or if they have a particular title by so-and-so. I can see... I can see if it's in the library. I can find out what the library hours are. I can talk to a librarian if I need to."
gerstler,Amy Gerstler,libraryresearch,452,"Even with libraries now, if I'm looking for something specific, I can look online."
gerstler,Amy Gerstler,libraryresearch,458,"This is another thing that relates to sort of digital stuff. At least in my mind, the old... One of the only things I miss about pre-digital is card catalogs because they... Thumbing through a card catalog, I would be taken on many more weird tributaries than I get doing a computer search in a library on whatever."
gerstler,Amy Gerstler,libraryresearch,478,"I go to the library less because there's so many things I can access online and I can print them out at home, or parts of them. I can, depending on what their security and parameters are like, I can sometimes lift a phrase I want to use out of a website and put it right in to the poem--"
gerstler,Amy Gerstler,notebook,712,"I started writing poems when I was a kid before I had access to a typewriter or—learn to type. It was, you know, spiral-bound, lined notebooks."
gerstler,Amy Gerstler,notebook,738,I think I would write in notebooks and then at a certain point transfer what I had to the typewriter.
gerstler,Amy Gerstler,notebook,180,"I think actual writing is almost all on computers now, but note-taking—is probably 75% notebook and pen, and 25% take notes on the computer."
gerstler,Amy Gerstler,personalcpu,684,"I remember when, you know, I first got a computer. It was sort of like, you know, I was ZZ Top. I had a tall music system in here. It was a big, bulky thing and there were things that went under the desk."
gerstler,Amy Gerstler,printer,696,The print was really ugly looking… Dot matrix… It had these weird strips with holes that you tore…
gerstler,Amy Gerstler,typewriter,631,"I'm 57, so when I started writing it was typewriters, you know? I took a type a typewriter to college and it moved from... You know, I took typing in high school and it was, it went kind of quickly during the time—my little time capsule of when I was sort of coming up from portable typewriters and little cute cases that were sort of like a big lunch box with the little handle to increasingly kind of complicated electric typewriters to...with all their weird accoutrements like carbon paper and white out or weird... Then they started making typewriters that actually had a correcting tape in them. It was like white and you would type over the letter that you wanted to correct, with this white, chalky strip that was in there as part of the typewriter."
gerstler,Amy Gerstler,typewriter,738,"I think I would write in notebooks and then at a certain point transfer what I had to the typewriter. Because the typewriter was something... It isn't actually easy to revise on a manual typewriter. I mean, you have to roll the thing out and mark it up. There really isn't an efficient way of marking things out, or putting, inserting a list of possible words you might want to use instead of the word choice that you had. So, I think I would work on it up to a certain point and typing it was sort of like, ""Oh, this is kind of an official draft."
gerstler,Amy Gerstler,usb,1556,"The way I used to back-up was just on external [hard drive]. ... But I have problems with those and also with the house burning down, that would burn down, too."
gluck,Louise Glück,email,149,I have access to an iPad—but I have never written anything on it except a terse email. 
gluck,Louise Glück,email,193,"And then Robert Pinsky—I told him I had an email and he sent me a photo of one of his grandchildren. I opened this little thing and there was a photo. I thought, ""Wow."" So I learned certain skills. I still can't add an attachment. No, that's not what they are called. An app."
gluck,Louise Glück,tablet,149, have access to an iPad—but I have never written anything on it except a terse email. And I cannot bear reading poems in that form.
gluck,Louise Glück,tablet,157,"But I have this [iPad] that gives me fantastic pleasure in other ways. I love it and it's an endless amusement. I keep it very near my bed, or on my bed. If I wake in the middle of the night, I turn on the light and I see if anybody is writing to me."
gluck,Louise Glück,notebook,518,"It just looks like a lot of typed poems with no author's hand apparent. I started keeping a journal when I had whiplash, because someone said, ""You should start writing about what it feels like, because you'll discover that you're not in as much pain as you think you are."" Ha-ha. I mean, I certainly was. But I started this notebook detailing my whiplash symptoms and the agony that they entailed. I always did it in bed at night, reviewing my day, and it became the most crucial piece of my day. That, and listening to the telephone weather forecast, which became Village Life."
gluck,Louise Glück,notebook,520," I did the poems in the back of the book moving toward the middle, and my pain journal from the front, and then I'd start a new notebook. "
gluck,Louise Glück,personalcpu,738,"I'm epileptic and I learned, but I didn't like looking at the screen. The early computers, it was said, were not good for epileptics"
gluck,Louise Glück,printer,151,"when I was in Stanford and friends would send me drafts of poems as we do—as I do through the mail, or at Stanford, I would give something to a secretary—but I just have to go to someone who can print it out."
gluck,Louise Glück,reading aloud,700,"I keep trying to make this point in poetry readings. I hear with my eyes. I mean, the experience of reading a poem—for me, with my eyes—contains an oral experience. And when I hear it, I feel angry. I feel that there's an obstacle between me and the it of the poem. And the obstacle is the reader, who is determining and deploying emphasis. Also, the form, which is turning a kind of web-like experience into a narrative—everything goes by once. And the argument made is, ""Yes, but then you can't hear it."" But I don't hear it when it's read to me, and I don't moderate to myself. I hear it in my head, though, and I hum it in my head."
gluck,Louise Glück,typewriter,522,"One fact of working on the typewriter that's either—I don't know whether it's an advantage or not, and I imagine for prose it would be. My prose writer friends all love the computer, but when I get to an impasse or an awkward line, I have to start over. So it's a new sheet of paper, and you have to do the whole thing again, and problems emerge in those retypings, like your fingers will hesitate over something you thought was resolved, and you realize it's not resolved. You realize you have to do something different."
gluck,Louise Glück,typewriter,768,"I think, it was a big moment when I switched from longhand to the typewriter. Maybe it would be equally transforming to switch to a computer."
mcmichael,James McMichael,boxes,365,"Yes, all the way back, and I think the reading and the note-taking part of it has gotten to be more dominant over the course of the time. These notebooks...[points to bookshelves full of notebooks] And there are probably about 10 others and the ones that fit in that shelf right there—that's about 4 years of worth. Prior to those, I was working with 5x8 cards, writing in long-hand. That just got too hard to keep track of (I had boxes of them and arranged alphabetically), but this is an improvement on that. It's more... It's something I could find and I'd index these so I could find my way around these books. In a way, the cards—they just got too many of them."
mcmichael,James McMichael,email,523,"Then another aspect of it is letters that I write here. So, I'm doing whatever revision I do of the emails I send right here on this. In that way, this makes it a little more personal."
mcmichael,James McMichael,notebook,37," I'll go in to these notebooks and take stuff from them. And then in that form, develop some of what's there—add to it. So, that's part of the process, too."
mcmichael,James McMichael,notebook,67,"So, the notebooks are numbered. So, it'll be from Notebook 23, or something like that."
mcmichael,James McMichael,notebook,365,"These notebooks...[points to bookshelves full of notebooks] And there are probably about 10 others and the ones that fit in that shelf right there—that's about 4 years of worth. Prior to those, I was working with 5x8 cards, writing in long-hand. That just got too hard to keep track of (I had boxes of them and arranged alphabetically), but this is an improvement on that. It's more... It's something I could find and I'd index these so I could find my way around these books. In a way, the cards—they just got too many of them."
mcmichael,James McMichael,personalcpu,523,"I love how non-invasive this [the computer] is as a medium—not so much in terms of my being protected against being invaded by somebody else, but being able to say something (send somebody something here [on the computer]) and understand that they can open it when they want, and that it's not an imposition on them"
mcmichael,James McMichael,personalcpu,575,I've really liked the way the computer makes it possible to re-lineate poems that I've gotten from students—just to give them a sense of how I hear what they're doing with the lines. It's been a help. It's been a help to me. I haven't seen much evidence that it means anything at all to them.
mcmichael,James McMichael,printer,503,"I'll print out whatever it is of whatever I have working on and I take that printed copy with me. Then, I'll just work long-hand with it, leaving the computer here. Then, I'll be back in 3 weeks, or something like that, and then re-incorporate it into what I've got here in my files"
mcmichael,James McMichael,typewriter,247,"I can't imagine how it was possible to write a book of prose (to write the Ulysses book) long-hand with a typewriter. I mean, I just can't. It would have been so much easier if I'd had some facility with the computer to write that."
mcmichael,James McMichael,usb,87,"On Wednesday, I'm told by our tech, that what's there gets backed up. So, Wednesday about 2:00AM, or something like that, and on Thursday at 2:00AM, some back-up takes place. So, that's all I know about it."
mohammad,K. Silem Mohammad,cloud,92,"I've got a server here on campus. It's a backup server that I save things to. It's very simple. All I'd need to do is drag stuff right now, and I could do it to stop worrying about it. I've also got an external hard drive at home."
mohammad,K. Silem Mohammad,email,168,"At first, I became acquainted with Gary's writing on an email list that we were both on, and just for a joke he wrote some kind of New Year's poem, or something like that, that he called a ""flarf poem."" ""Flarf"" was the invented name for the method. It was basically just writing the stupidest, most shapeless thing you could think of. So it was full of non-sense and obscenities, emphatic noises with no real shape or form other than just, basically, roughly being broken in to lines. He and I and a few other people started doing this just for fun, and we created our own email list..."
mohammad,K. Silem Mohammad,groupfeedback,172,"So, a group of us that were on this list, and so eventually, I think it was Drew Gardner who introduced a method in the middle of this shapeless writing of using Google search results. Just going in to the Google page, doing usually a combination search for like two or three terms that you wouldn't expect to see on the same page together and then using that initial search result page as a base from which to collage excerpts."
mohammad,K. Silem Mohammad,laptop,20,"This laptop, a MacBook. I mean, that's about it, other than whatever scratchpad I might put a note or idea in."
mohammad,K. Silem Mohammad,personalcpu,180,part of the fun of it was using the computer as a kind of canvas
mohammad,K. Silem Mohammad,printer,76,"I mean, I might [print out poems] on occasion with something like an essay because it's easier on the eyes. But the poems are usually shorter, and again because of the specific nature of the composition, in some cases, you'll see I can't revise it really well at all if it's not on a computer"
mohammad,K. Silem Mohammad,reading aloud,272,"[Regarding line breaks] I think sound was probably usually at least tied [with grammar] for the primary motivator, there."
mohammad,K. Silem Mohammad,scrappaper,36,if I'm somewhere and all I have is a piece of scratch paper because I'm in a meeting and I get an idea. But I don't really do that often
mohammad,K. Silem Mohammad,usb,92,"I've got a server here on campus. It's a backup server that I save things to. It's very simple. All I'd need to do is drag stuff right now, and I could do it to stop worrying about it. I've also got an external hard drive at home"
pinsky,Robert Pinsky,cloud,83,"I used to go through the whole rigmarole of syncing between my desktop and my laptop. I went through various generations of the best way to do that and now I'm not quite at the totally-cloud web system, but I realized that with a nice external monitor, external keyboard, external mouse, I can use the MacBook Pro as what we used to call the ICU. Then when I'm tired of using that way, I just have to remember to eject the backup and then unplug all that stuff and then I could get on an airplane with it. I'm not syncing it with anything. It's itself."
pinsky,Robert Pinsky,cloud,93,I have a Dropbox account and I have a 2 TB amazingly small little white brick that backs up automatically.
pinsky,Robert Pinsky,email,325,"My papers are at Stanford. They bought up to a certain year of paper-papers, but a librarian at Stanford said to me, ""I hope you're saving your email. I hope you're saving your electronic emails."" There's a new anxiety there. What in there that I wouldn't want quoted will come out in a journal? "
pinsky,Robert Pinsky,email,413,Different times of my life there have been different friends—always somebody around. Jim Olson. Sometimes I email things to Jim.
pinsky,Robert Pinsky,email,501,"I think email is probably more unconscious. I was joking with you about my friend who says scandalous things in emails, and I repeatedly tell him, ""Look out!"" Things you read in the newspaper where in some business setting or political setting, people get nailed. The email trail. It may be generationally something is changing. I think people say things in email they wouldn't say ""in writing"" because they don't think of it as having as much permanence, and sometimes it surprises them."
pinsky,Robert Pinsky,groupfeedback,413,"Yeah, I have friends. Louise sees what I write. Alan sees what I write. And maybe Gail Mazur. Different times of my life there have been different friends—always somebody around. Jim Olson. Sometimes I email things to Jim."
pinsky,Robert Pinsky,laptop,83,"I used to go through the whole rigmarole of syncing between my desktop and my laptop. I went through various generations of the best way to do that and now I'm not quite at the totally-cloud web system, but I realized that with a nice external monitor, external keyboard, external mouse, I can use the MacBook Pro as what we used to call the ICU. T"
pinsky,Robert Pinsky,libraryresearch,,
pinsky,Robert Pinsky,notebook,219,I have never kept notes. I'm not a note maker. I would get an idea for a poem and I would write it.
pinsky,Robert Pinsky,personalcpu,83,"I used to go through the whole rigmarole of syncing between my desktop and my laptop. I went through various generations of the best way to do that and now I'm not quite at the totally-cloud web system, but I realized that with a nice external monitor, external keyboard, external mouse, I can use the MacBook Pro as what we used to call the ICU"
pinsky,Robert Pinsky,personalcpu,179,"For a good period, I was one of the few people in the country who was writing everything I was writing to read off a screen on a computer, and everything I was writing to read on paper on paper. The Times asked me to review a book of prose by Philip Larkin. I was having a little trouble getting started with it and I had been writing this very fluid Bubble World of computer. I couldn't get started on the Larkin so I decided I'll experiment. I'll see if I can write the lead on the computer, on the monochrome, because it's so much less real than a pen or the typewriter. ... I wound up writing a draft of the whole fucking review on the Atari."
pinsky,Robert Pinsky,personalcpu,185,"I had a jerky, junkie Dot Matrix printer and what we used to call a PC clone—IBM clone—called a Corona. I think it was made in Italy, oddly enough. That was probably 1981, 1980, or something. It was quite early."
pinsky,Robert Pinsky,printer,7," Like most people, I print out very frequently, scroll over the print out, stare at with the scrolling on the print out is, create another fair draft either in my mind or on the computer"
pinsky,Robert Pinsky,printer,185,"I used my 5.25"" floppy to print out my book review. And it dawned on me, ""You're going to have to get a printer."""
pinsky,Robert Pinsky,printer,247,"Sometimes, but more often I'll get enough lines to want to make a draft. So I'll write them down and I'll look at those and recite to myself the different things I've written down, and then I'll decide to type it into a document that I can print out. And then I'll read that over and maybe get a new idea"
pinsky,Robert Pinsky,printer,255,Something came out of the typewriter that has a lot of ballpoint all over it. Now it comes out of a laser printer and it has felt pen in all over it.
pinsky,Robert Pinsky,printer,423,"I would print-out whatever canto I was working on, so: two or three pieces of paper, maybe one piece of paper. I had everything I needed. And then it was the metrical game"
pinsky,Robert Pinsky,readingaloud,397,"See if you have the poem by memory. Turn off the light off while going to sleep and try to recite the poem. If you come to a part you don't have memorized, maybe that's the part you need to work on. Not reliably, but sometimes."
pinsky,Robert Pinsky,readingaloud,289,"For me, the unique quality of poetry is that it is vocal. It's on a human scale. It comes out of one person's body one syllable at a time. There doesn't have to be anybody else around"
pinsky,Robert Pinsky,typewriter,75,A crappy typewriter is not any fun
pinsky,Robert Pinsky,typewriter,219,"I remember for awhile I shared an apartment with Alan Cheuse, novelist. He does book reviews for NPR. Alan is a year ahead of me and Alan is a fiction writer. I could remember hearing his typewriter going tick, tick, tick. I was sitting there, maybe with a paper and pen thinking, trying out different phrases in my mind and sort of ending that tick, tick, tick."
pinsky,Robert Pinsky,typewriter,255,Something came out of the typewriter that has a lot of ballpoint all over it. Now it comes out of a laser printer and it has felt pen in all over it.
pinsky,Robert Pinsky,typewriter,287,"I think poetry took an unproductive turn when people fell in love with the technology of the typewriter. Charles Olsen wrote very solemnly that with the new poet, you can count the spaces. Proportional spacing came along within a decade or two and made nonsense of that. To me, the graphic thing—people talk about lining endings quite a lot. I always feel, ""No, I don't write line endings, I write lines"" and it's the whole line. I guess you could say I'm kind of an extremist and very resistant to the visual idea of the poem. Different technologies give people the illusion that poetry is a form of graphics, and I guess for them it is."
pinsky,Robert Pinsky,usb,93,I have a 2 TB amazingly small little white brick [external hard drive] that backs up automatically.
ryan,Michael Ryan,boxes,88,"My office is filled with stacks of brown boxes, as you might remember. It's all a big mess and a big pile."
ryan,Michael Ryan,email,320,"We've become terribly spoiled by the immediacy of email. I mean, you send something off and you expect something is going to come back in the next 3 minutes. If it's something you're particularly looking for, you check your email 712 times a day. It takes a real discipline for me not to do that, because I would spend all my time doing that, otherwise."
ryan,Michael Ryan,email,432,"We went to France in 1997 and there was no internet. So, that's what-17 years ago? We had no email. I think internet was just kind of beginning, here. I remember a friend of mine, whose wife is a novelist, saying that his wife had sent her novel to her agent over ""the wire."" That was about that time, and I thought, ""My God! That's amazing!"" But, yeah-I don't really remember when it came into such a degree that it became something resembling what it is today. It seems like it was a very gradual process."
ryan,Michael Ryan,email,438,"As I recall, there was email very shortly after we came back from France in 1997. So, those last three years of the century, email kind of just started to become the mode of communication. And yes-I was working with a copy editor who lived in San Diego, and we would send things back and forth and to the publisher, which was in Georgia. Yeah, it was all in place by then."
ryan,Michael Ryan,email,466,"A lot of emails have no addressee, and no ""complimentary close,"" as we called it in 4th grade-""Sincerely, Michael."" People write two, three words, or one sentence for an answer to an immediate question. It's nothing like a letter. You wouldn't write a letter like that."
ryan,Michael Ryan,email,470,"When I'm responding to somebody's manuscript, I would say there is no change. So, I will write them a letter, essentially the exact same thing I would have been sent through the mail. But other things, like personal correspondence, tends to be a lot briefer. I mean, I'll still try to be funny in emails. I mean, that's actually the thing I do the most."
ryan,Michael Ryan,email,486,"You can't live teaching without email. It's not possible anymore. It's just assumed that you're going to get notices from school, you're going to get communications. You just simply would not be able to function."
ryan,Michael Ryan,email,492,"I would like to think not, but again, there is an addictive quality to sitting on the computer that I've noticed-that I check my email, and then I'll look at the weather, and then I want to see what the headlines in The New York Times are, and I'm sitting there. And why get up? So it has that quality of really drawing you into being in a relationship with it."
ryan,Michael Ryan,groupfeedback,298,"Well, I have trusted readers, some of whom I've had for a very, very long time. I think what you want in a reader is somebody who loves your work-and maybe loves you-but will tell you the truth about a piece. Even to the point of saying, ""This really doesn't work at all, and belongs in the bone pile,"" but who will tell you, at every place, what doesn't work for them. And you can get a group of these responses, and you can see which ones are useful. I've changed things because of those responses, but I also have not changed things."
ryan,Michael Ryan,tablet,22,"I have a personalcpu and an iPad. I don't use the iPad much, but sometimes for internet stuff."
ryan,Michael Ryan,laptop,446,"I have an old laptop in my closet that I thought to get the hard disk transcribed to a newer computer. I just have never done it. It's probably impossible, now-it's way out of date."
ryan,Michael Ryan,libraryresearch,,
ryan,Michael Ryan,notebook,166,"I don't think I kept a notebook in those days. When I went to Iowa, I was writing five poems a week. It was fun and easy-""Hey! This is easy!"" And occasionally changing a word or two, and all by hand. "
ryan,Michael Ryan,notebook,196,"I will write on yellow pads, and that'll come into the process. And then there are the typed sheets. It all sounds pretty chaotic when I say it, or really compulsive."
ryan,Michael Ryan,personalcpu,22,"I have a personalcpu and an iPad. I don't use the iPad much, but sometimes for internet stuff."
ryan,Michael Ryan,personalcpu,54,"I draft poems by hand and then I'll go back to the computer and go sometimes back and forth. Prose, I write on the computer … I don't usually take notes on the computer. I usually will do that by hand. "
ryan,Michael Ryan,personalcpu,206,"For some reason, I can write prose on the computer-and prefer to write it on the computer-because I will change a lot as I am writing. But why that would be specific and, you know, so distinct from one to the other, is a mystery to me. Maybe just because that I originally wrote prose by hand, too. I only stopped writing it by hand, I think, about 20 years ago"
ryan,Michael Ryan,personalcpu,380,"Friends had told me-who were writers-that, ""You've got to do this. This is amazing and wonderful. Do it."" The program assistant at Warren Wilson knew computers, and so I could take some tutorials with her, and she showed me how to do it. And a lot of the writers-it's a low-residency program; two weeks every six months-a lot of the writers were going to her at that time."
