start,end,line
0:03:52.390,0:03:55.54,please cover it or anything or some of

0:03:54.040,0:03:57.37,these seem you know just sake let's go

0:03:55.540,0:04:02.70,you know it's fine

0:03:57.370,0:04:03.48,and if you'll want to let me know if

0:04:02.709,0:04:05.29,you've any questions in the middle

0:04:03.489,0:04:06.45,anything like that it's not doesn't need

0:04:05.290,0:04:08.68,to go straight through we can take

0:04:06.459,0:04:10.90,breaks and whatever it's sort of think

0:04:08.680,0:04:13.03,so so we've gotten kind of where we're

0:04:10.900,0:04:14.59,at I'm going to right I'm going to ask

0:04:13.030,0:04:16.29,you about kind of how you can currently

0:04:14.590,0:04:19.44,compose I'm using the computer how you

0:04:16.299,0:04:21.97,currently save and how you kind of back

0:04:19.449,0:04:23.19,it up and work with the files and and

0:04:21.970,0:04:26.05,then we'll move on to the process

0:04:23.199,0:04:27.78,questions so the first question is in

0:04:26.050,0:04:30.46,these are meant to be kind of short

0:04:27.789,0:04:33.94,answer basically so what genre do you

0:04:30.460,0:04:37.69,working in as a writer only home like

0:04:33.940,0:04:40.78,poetry quick what kind of devices do you

0:04:37.690,0:04:43.47,own or have access to for writing just

0:04:40.780,0:04:45.94,this suspect computer machine and uh

0:04:43.470,0:04:48.31,what operating systems you use them I

0:04:45.940,0:04:54.46,don't know is it a Windows computer I

0:04:48.310,0:04:58.66,think so yeah no it's pretty sure I know

0:04:54.460,0:05:03.09,almost nothing about it okay and you

0:04:58.660,0:05:06.55,work on that device primarily and that's

0:05:03.099,0:05:09.47,where your files are stored as well my

0:05:06.550,0:05:12.58,files are up here to the right um there

0:05:09.479,0:05:18.16,artist sketchbook so they're unlined

0:05:12.580,0:05:22.78,yeah and I I take notes from the reading

0:05:18.160,0:05:28.84,I do in those and also include in green

0:05:22.780,0:05:31.90,ink my own responses to the things I'm

0:05:28.840,0:05:34.09,reading or things that occur to me that

0:05:31.900,0:05:37.90,might turn out to be germs for lines

0:05:34.090,0:05:42.25,okay so so it's you know I I do that

0:05:37.900,0:05:45.03,longhand yeah and do you have then when

0:05:42.250,0:05:45.68,do they transfer those those ideas and

0:05:45.039,0:05:47.93,those working

0:05:45.689,0:05:50.84,onto the computer and when when they are

0:05:47.939,0:05:53.12,saved just on that computer in a

0:05:50.849,0:05:56.42,selective way okay then I'll go into

0:05:53.129,0:06:03.44,these notebooks and and take stuff from

0:05:56.429,0:06:07.13,them and then in that form develop some

0:06:03.449,0:06:15.38,of what's there add to it

0:06:07.139,0:06:17.54,so that's part of the process too so and

0:06:15.389,0:06:20.66,then so I guess I guess just in terms of

0:06:17.549,0:06:22.70,your computer files how do you have them

0:06:20.669,0:06:24.38,like in a certain folder do you save

0:06:22.709,0:06:26.69,them in certain kind of organizational

0:06:24.389,0:06:28.25,fashion or they just once you transfer

0:06:26.699,0:06:30.14,them they're either there and you don't

0:06:28.259,0:06:33.58,worry about them they're there and I can

0:06:30.149,0:06:37.11,find them alphabetically okay okay

0:06:33.589,0:06:39.32,and then when you work I mean so what

0:06:37.110,0:06:42.71,are these are these files doing

0:06:39.329,0:06:45.62,primarily for your for publishing sake

0:06:42.719,0:06:49.19,or I mean likes you only for composition

0:06:45.629,0:06:50.78,oh no no competition right do you print

0:06:49.199,0:06:55.28,them out and revise them from the

0:06:50.789,0:06:56.72,computer sometimes sometimes and what

0:06:55.289,0:07:02.59,are your naming conventions for those

0:06:56.729,0:07:02.59,files usually the date the date stamp

0:07:03.110,0:07:07.52,I'm sorry the date and the notebook so

0:07:05.729,0:07:09.83,the notebooks are numbered so it'll be

0:07:07.529,0:07:12.59,from notebook 23 or something like that

0:07:09.839,0:07:14.81,great so the bit still will be that in

0:07:12.599,0:07:16.64,addition to the date and if you went and

0:07:14.819,0:07:19.16,revised one of the computer files would

0:07:16.649,0:07:21.44,you make a new file or would you just

0:07:19.169,0:07:23.09,like right over what's already there

0:07:21.449,0:07:24.89,I'd right over what's there and then it

0:07:23.099,0:07:29.09,would get probably a different number of

0:07:24.899,0:07:31.19,you know document number okay so it

0:07:29.099,0:07:33.02,would be like as my angel example here

0:07:31.199,0:07:37.12,is like the wasteland dot one and then

0:07:33.029,0:07:39.76,do I plan to damage that kind of okay

0:07:37.129,0:07:43.86,sure TS Eliot would have loved computers

0:07:39.769,0:07:45.68,and then do you back up those files or

0:07:43.860,0:07:47.15,do you just keep them on that computer

0:07:45.689,0:07:49.43,do you have you put them on like a

0:07:47.159,0:07:52.25,Dropbox or anything like that or is it

0:07:49.439,0:07:55.01,just on that computer on Wednesday I'm

0:07:52.259,0:07:58.37,told by our tech that what's there gets

0:07:55.019,0:07:59.55,backed up okay so you know Wednesday at

0:07:58.379,0:08:01.20,2 a.m. or some

0:07:59.550,0:08:05.67,like that or no Thursday at 2:00 a.m.

0:08:01.200,0:08:07.74,okay some backup takes place and yeah so

0:08:05.670,0:08:09.27,that's all I know about it you have you

0:08:07.740,0:08:11.16,don't have like an external hard drive

0:08:09.270,0:08:14.19,or something some other box in which you

0:08:11.160,0:08:16.47,put them there's just this blue thing

0:08:14.190,0:08:22.76,down there or whatever that is oh yeah

0:08:16.470,0:08:22.76,yeah that's good yeah that's it okay and

0:08:23.240,0:08:28.77,what do you do like when when you get to

0:08:26.790,0:08:30.75,like a final draft or something what

0:08:28.770,0:08:34.65,what is is there another protocol for

0:08:30.750,0:08:37.95,that sort of file or that file would

0:08:34.650,0:08:40.35,have the title of the poem and and then

0:08:37.950,0:08:42.81,that would be you know the highest

0:08:40.350,0:08:44.70,number of the draft of that poem would

0:08:42.810,0:08:48.17,be the the most current one the one

0:08:44.700,0:08:51.39,that's okay replace the others yeah yeah

0:08:48.170,0:08:53.13,and your tech who is what's the

0:08:51.390,0:08:57.15,relationship between you and your tester

0:08:53.130,0:09:00.81,he's some a genius

0:08:57.150,0:09:03.84,he's an expensive genius his name's

0:09:00.810,0:09:06.66,Steve Maron off we're entirely dependent

0:09:03.840,0:09:08.85,on him Susan and I for having these

0:09:06.660,0:09:12.18,machines continuing to work and he's

0:09:08.850,0:09:13.80,never failed good good and he cut and he

0:09:12.180,0:09:15.90,you guys like consult with him like when

0:09:13.800,0:09:18.42,you get a new machine or how does how

0:09:15.900,0:09:19.86,does that relationship work if if that

0:09:18.420,0:09:23.39,happens or if something goes wrong with

0:09:19.860,0:09:26.94,one of these but I'd say we see him

0:09:23.390,0:09:28.29,maybe three or four times a year okay he

0:09:26.940,0:09:30.24,just checks to make everything at make

0:09:28.290,0:09:32.61,sure everything's working and backing up

0:09:30.240,0:09:34.74,and right we call him if we have a

0:09:32.610,0:09:36.69,problem and then we usually see him

0:09:34.740,0:09:39.72,within a couple of days he's he's

0:09:36.690,0:09:45.90,wonderfully reliable how long has that

0:09:39.720,0:09:48.48,relationship been going on I think like

0:09:45.900,0:09:50.61,eight years maybe something like that he

0:09:48.480,0:09:54.54,had worked for another company and then

0:09:50.610,0:09:57.21,and now he's on his own yeah don't

0:09:54.540,0:10:00.33,consulting yeah great

0:09:57.210,0:10:01.24,and did you seek him out or did you know

0:10:00.330,0:10:04.95,him we mean

0:10:01.240,0:10:06.58,Susan had him come out when he was

0:10:04.959,0:10:08.74,working for the company that he worked

0:10:06.580,0:10:10.66,for before he at his own business okay

0:10:08.740,0:10:16.24,and liked him a lot

0:10:10.660,0:10:18.31,and grateful he's confidence-inspiring

0:10:16.240,0:10:23.45,you know I mean we really count on him

0:10:18.310,0:10:23.45,and that's very grateful to me yeah yeah

0:10:25.740,0:10:30.45,okay so that's the basic kind of like

0:10:28.540,0:10:32.83,just kind of get a sense of where you're

0:10:30.459,0:10:35.92,at with your digital composition and now

0:10:32.830,0:10:38.08,we'll talk more about the process and

0:10:35.920,0:10:41.17,the writing in the notebooks and the

0:10:38.080,0:10:42.76,arts books and stuff like that so and

0:10:41.170,0:10:44.44,then to start I'd like to kind of know

0:10:42.760,0:10:46.30,like how long would you say you've been

0:10:44.440,0:10:48.52,writing professionally I mean in

0:10:46.300,0:10:51.16,innocence that it's that writing has

0:10:48.520,0:10:53.32,been what's kind of supported you in

0:10:51.160,0:10:55.39,some way I know the teaching but I think

0:10:53.320,0:10:58.87,that's kind of intertwined I published

0:10:55.390,0:11:02.89,my first poem fifty three years ago okay

0:10:58.870,0:11:04.99,so and could you give us kind of an

0:11:02.890,0:11:07.81,overview of like the arc of your career

0:11:04.990,0:11:12.04,starting with maybe like education and

0:11:07.810,0:11:14.70,then moving through I was an

0:11:12.040,0:11:20.04,undergraduate at UC Santa Barbara and

0:11:14.700,0:11:22.95,had some extraordinary teachers there

0:11:20.040,0:11:25.14,learned how to read didn't learn how to

0:11:22.959,0:11:28.72,write that I learned how to read I think

0:11:25.149,0:11:31.39,from them and then I did did my graduate

0:11:28.720,0:11:35.55,work got a PhD at Stanford immediately

0:11:31.390,0:11:35.55,after I graduated from Santa Barbara and

0:11:36.180,0:11:43.39,was through with the PhD in 1965 at a

0:11:40.390,0:11:47.70,time when white males got jobs in the

0:11:43.390,0:11:52.45,Academy okay and and so I took the job

0:11:47.709,0:11:58.06,at Irvine and and began teaching in the

0:11:52.450,0:12:02.07,fall of 65 there and understood at that

0:11:58.060,0:12:07.77,time that I had six years to complete a

0:12:02.079,0:12:11.98,book that would get me tenure and at

0:12:07.779,0:12:14.50,that time there weren't poets getting

0:12:11.980,0:12:17.65,tenure by writing books at Palm

0:12:14.500,0:12:24.79,yeah so it seemed as if what I needed to

0:12:17.650,0:12:27.91,do was continue the critical expository

0:12:24.790,0:12:32.13,writing that I'd done as a PhD student

0:12:27.910,0:12:32.13,in English and American literature I

0:12:33.480,0:12:40.93,wrote and published four essays out of

0:12:36.490,0:12:43.54,my dissertation they weren't exactly a

0:12:40.930,0:12:48.31,book I could have turned them into a

0:12:43.540,0:12:51.91,book but after about two years in the

0:12:48.310,0:12:56.26,job I started writing quite bad poems

0:12:51.910,0:13:00.49,and they continued to be bad poems until

0:12:56.260,0:13:02.83,I completed a book of them and I

0:13:00.490,0:13:09.31,submitted it for publication it was

0:13:02.830,0:13:12.10,accepted it turned up in the mail i sat

0:13:09.310,0:13:14.23,down and read it and it confirmed what I

0:13:12.100,0:13:16.93,knew about it which was that it was a

0:13:14.230,0:13:19.42,really bad book of poems because this

0:13:16.930,0:13:25.75,this was in 1971 that the book turned

0:13:19.420,0:13:27.79,out but it got me tenure and and this is

0:13:25.750,0:13:33.70,again stefani I guess following evil

0:13:27.790,0:13:39.43,yeah and it had the vegetables in it and

0:13:33.700,0:13:42.28,add it and that that was that was

0:13:39.430,0:13:45.96,important to me in the sense that it

0:13:42.280,0:13:49.80,gave me a standard that I wanted to to

0:13:45.960,0:13:55.36,live up to and anything else I kept yeah

0:13:49.800,0:14:00.57,after that and so then you know I had

0:13:55.360,0:14:00.57,the great good fortune of being able to

0:14:00.630,0:14:07.24,have it take as long as it needed for me

0:14:03.670,0:14:12.07,to write another book I wrote the second

0:14:07.240,0:14:15.52,book which I still like and and then

0:14:12.070,0:14:17.98,I've gone from there with an in with a

0:14:15.520,0:14:20.77,kind of interruption in in the writing

0:14:17.980,0:14:24.72,of poetry I I finished for good things

0:14:20.770,0:14:31.50,in the late 70s it was published in 9,
0:14:24.720,0:14:38.04,eighty and and then I then I wrote a

0:14:31.500,0:14:40.17,book on Ulysses and and I needed I

0:14:38.040,0:14:41.81,needed to teach myself how to write a

0:14:40.170,0:14:43.35,paragraph I didn't know how to write a

0:14:41.819,0:14:47.79,paragraph I knew how to write a

0:14:43.350,0:14:50.69,paragraph and in graduate school prose

0:14:47.790,0:14:52.88,but yeah but not a paragraph those are

0:14:50.699,0:14:56.73,different things and so so that took

0:14:52.889,0:14:58.07,that took quite a while I didn't

0:14:56.730,0:14:59.93,understand that that's what I was doing

0:14:58.079,0:15:01.91,at the time I didn't understand that I

0:14:59.939,0:15:05.63,didn't know what a paragraph was but

0:15:01.910,0:15:07.82,because I I was meaning to be dealing

0:15:05.639,0:15:11.37,with the content of what it was I was

0:15:07.829,0:15:14.61,wanting to write about but it took it

0:15:11.370,0:15:18.12,took about four years just to to get

0:15:14.610,0:15:20.93,that formal understanding in place about

0:15:18.120,0:15:24.72,how out of how to write a chapter of

0:15:20.939,0:15:28.25,paragraphs yeah and so I worked on the I

0:15:24.720,0:15:31.00,worked on the Ulysses book not

0:15:28.259,0:15:34.50,interrupted Lee for about ten years and

0:15:31.009,0:15:38.25,and then didn't go back to writing poems

0:15:34.500,0:15:42.44,until it was finished and so I finished

0:15:38.250,0:15:44.12,it I finished it about 1990 yes and then

0:15:42.449,0:15:47.00,I've been working on poems ever since

0:15:44.129,0:15:50.37,then and you it sends you then you

0:15:47.009,0:15:52.80,publish three books I published each in

0:15:50.370,0:15:55.37,a place a part of the world at large

0:15:52.800,0:15:59.50,which is new and selected and there was

0:15:55.379,0:16:02.97,you know it's only it's only about a

0:15:59.509,0:16:05.79,tenth of the of that book is new yeah

0:16:02.970,0:16:08.18,and then capacity which was published in

0:16:05.790,0:16:10.92,2006 and I've just completed another

0:16:08.189,0:16:13.82,book called if you can tell if you can

0:16:10.920,0:16:16.80,tell and that when do you you know in

0:16:13.829,0:16:18.20,that's I'm guessing I'm guessing it'll

0:16:16.800,0:16:20.54,be within the next two years

0:16:18.209,0:16:20.54,great

0:16:23.509,0:16:31.36,that's good um so generally I'm kind of

0:16:29.059,0:16:33.73,broken these questions into three stages

0:16:31.369,0:16:36.37,of the writing process the compositional

0:16:33.739,0:16:40.16,stage the stage of revision and the

0:16:36.379,0:16:43.00,organizational / archival stage that is

0:16:40.160,0:16:44.62,my own kind of box for these things if

0:16:43.009,0:16:46.93,you think those do not fit your own

0:16:44.629,0:16:47.89,personal writing style and we can we can

0:16:46.939,0:16:50.89,kind of go through these in different

0:16:47.899,0:16:52.57,ways but if that sounds okay then we can

0:16:50.899,0:16:53.98,start and put it any time it's just like

0:16:52.579,0:16:55.91,well this doesn't make as much sense and

0:16:53.989,0:16:57.41,you can go back and revise this and

0:16:55.910,0:16:58.75,because we talked about one thing in one

0:16:57.410,0:17:00.58,section doesn't mean we'd talk about the

0:16:58.759,0:17:03.64,only thing well I understand the first

0:17:00.589,0:17:06.86,two of those they seem perfectly clear

0:17:03.649,0:17:10.41,but what would the archival um I would

0:17:06.860,0:17:13.88,say that would be once you've revised

0:17:10.419,0:17:16.66,poems in two or four critical writing

0:17:13.880,0:17:18.40,although private focus were poems into

0:17:16.669,0:17:21.86,more of a final state how do you deal

0:17:18.409,0:17:25.06,with organizing a collection how do you

0:17:21.860,0:17:26.83,deal with in the the more my new show of

0:17:25.069,0:17:28.97,saving them making sure they're you know

0:17:26.839,0:17:30.91,together and sending them off I mean

0:17:28.970,0:17:33.40,kind of that's kind of it all right yeah

0:17:30.919,0:17:36.88,more the business and I guess I asked

0:17:33.409,0:17:39.11,because that is that's going on all the

0:17:36.889,0:17:41.69,time in in what I think of is the first

0:17:39.110,0:17:43.51,two stages okay okay and that's okay so

0:17:41.690,0:17:45.35,maybe we'll just we'll just address them

0:17:43.519,0:17:51.08,okay in the first two stages now in it

0:17:45.350,0:17:52.39,it's not that maybe I'd like a couple

0:17:51.080,0:17:55.13,questions for my section but there won't

0:17:52.399,0:17:57.44,be much it's I mean I this may just be

0:17:55.130,0:18:01.34,parenthetical but but for me since I

0:17:57.440,0:18:03.62,tend to work and extended what can seem

0:18:01.340,0:18:06.62,like book links forms almost all the

0:18:03.620,0:18:11.05,time then any individual poem I'm

0:18:06.620,0:18:12.83,working on has has a necessary

0:18:11.059,0:18:15.50,relationship to everything else I'm

0:18:12.830,0:18:17.89,imagining it's being with and so that's

0:18:15.500,0:18:21.20,part of why what what you're describing

0:18:17.899,0:18:25.25,is archival would have to be kind of in

0:18:21.200,0:18:27.35,front of me all the time right so I

0:18:25.250,0:18:31.48,thought that maybe part of why it seems

0:18:27.350,0:18:31.48,to me that it's it that make sense

0:18:36.600,0:18:43.84,good shot my neck so okay so let's start

0:18:42.550,0:18:45.73,with by talking about kind of a

0:18:43.840,0:18:48.04,compositional to the writing prewriting

0:18:45.730,0:18:49.93,the generative parts and I know that

0:18:48.040,0:18:53.98,reading hasn't punched up quite a lot to

0:18:49.930,0:18:56.89,Dupre him so I'd like to start when you

0:18:53.980,0:18:59.32,when you first started writing and I

0:18:56.890,0:19:01.06,guess a part of this will be kind of

0:18:59.320,0:19:02.83,tracking like the changes in your

0:19:01.060,0:19:04.69,process so like if there were certain

0:19:02.830,0:19:07.15,ways you work at the beginning like did

0:19:04.690,0:19:08.65,those change they change again so when

0:19:07.150,0:19:10.36,you first started writing would you kind

0:19:08.650,0:19:14.44,of describe your typical compositional

0:19:10.360,0:19:15.76,prewriting drafting practices and yeah

0:19:14.440,0:19:20.65,so when you first started in women was

0:19:15.760,0:19:23.44,wouldn't live this period be um I guess

0:19:20.650,0:19:27.58,I guess the early 1960s when I was still

0:19:23.440,0:19:30.19,an undergraduate I was writing I mean if

0:19:27.580,0:19:32.89,the poems that I wrote before 1970 were

0:19:30.190,0:19:37.33,bad those phones were awful so they were

0:19:32.890,0:19:41.02,they were worse and and there weren't

0:19:37.330,0:19:43.95,many of them soon after I'd started

0:19:41.020,0:19:47.89,writing poems I was in a ph.d program

0:19:43.950,0:19:50.47,and even though I had a Stegner

0:19:47.890,0:19:55.33,fellowship for one of the years that I

0:19:50.470,0:19:59.62,was there which entailed taking writing

0:19:55.330,0:20:01.39,workshops both the workshop wasn't

0:19:59.620,0:20:05.47,anything like the workshops that you and

0:20:01.390,0:20:08.14,I know yeah and in the sense that not

0:20:05.470,0:20:12.91,much went on in them there were maybe

0:20:08.140,0:20:17.38,four people in the room and not much God

0:20:12.910,0:20:21.01,said about them and and it was a it was

0:20:17.380,0:20:24.43,a very minor part of the four years that

0:20:21.010,0:20:27.91,I spent getting a PhD so the bulk of

0:20:24.430,0:20:30.97,that work was was reading and and

0:20:27.910,0:20:34.77,writing essays and having conversations

0:20:30.970,0:20:37.70,with my with my wonderful peers very so

0:20:34.770,0:20:42.04,so

0:20:37.700,0:20:46.21,I didn't have any reliable habits as a

0:20:42.049,0:20:50.15,writer of poems I don't think until

0:20:46.210,0:20:53.48,until I was maybe two years into the job

0:20:50.150,0:20:58.82,at Irvine so let's say 1967 or something

0:20:53.480,0:21:06.32,like that and and then whatever it was I

0:20:58.820,0:21:08.92,was doing wasn't working yeah and and I

0:21:06.320,0:21:11.66,think it wasn't working because what I

0:21:08.929,0:21:14.57,was needing to do was convince myself

0:21:11.660,0:21:21.61,that I knew how to write a poem yeah so

0:21:14.570,0:21:21.61,the the substance of the work was

0:21:21.700,0:21:29.92,completely inverted in terms of its

0:21:24.799,0:21:31.42,being a working out of my need to prove

0:21:29.929,0:21:36.26,something to myself that I couldn't

0:21:31.429,0:21:38.80,prove yeah I couldn't prove it because

0:21:36.260,0:21:40.66,what I was proving to myself was that I

0:21:38.809,0:21:43.40,didn't know how to write a good poem and

0:21:40.660,0:21:49.05,and that went on for three or four years

0:21:43.400,0:21:49.05,and and I think it didn't it didn't it

0:21:52.030,0:21:59.54,wasn't anything I could alter until

0:21:56.230,0:22:03.28,until I asked myself if there was

0:21:59.540,0:22:07.64,something I needed to write about yet

0:22:03.280,0:22:09.35,rather than just my own insecurity as

0:22:07.640,0:22:14.84,someone who didn't know how to write a

0:22:09.350,0:22:17.00,poem yeah and then so in those I guess

0:22:14.840,0:22:18.20,in after you wrote that or sort of

0:22:17.000,0:22:19.46,started asking yourself that question

0:22:18.200,0:22:21.88,and you started to write the poem

0:22:19.460,0:22:24.59,because you consider your poems

0:22:21.880,0:22:26.60,did you mean in terms of the sort of

0:22:24.590,0:22:28.97,minutiae of your writing style of your

0:22:26.600,0:22:32.54,writing process what did that start a

0:22:28.970,0:22:34.25,certain that with that market shift or

0:22:32.540,0:22:36.14,was there always a sort of way that you

0:22:34.250,0:22:39.20,approach the writing and that just kind

0:22:36.140,0:22:43.22,of gradually expanded or there had to

0:22:39.200,0:22:46.30,have been the shift that since before

0:22:43.220,0:22:48.97,writing the vegetables which was which

0:22:46.309,0:22:48.97,is a poem about

0:22:49.909,0:22:56.36,the impact on me of my mother's death

0:22:53.659,0:23:02.29,when I was 11 years old

0:22:56.360,0:23:07.94,prior to having that as as matter to

0:23:02.299,0:23:10.99,write about I I wouldn't I wouldn't have

0:23:07.940,0:23:14.05,been able to identify a phrase that I

0:23:10.999,0:23:16.00,came up with that that was good enough

0:23:14.059,0:23:20.45,there's no other way to say it

0:23:16.009,0:23:26.57,yeah we've good enough to keep I'd come

0:23:20.450,0:23:30.95,up with phrases and I I didn't have the

0:23:26.570,0:23:36.49,acumen to be able to tell that this

0:23:30.950,0:23:39.30,phrase was better was enough better than

0:23:36.499,0:23:43.85,the accompanying phrases that it could

0:23:39.309,0:23:46.39,supply me with an example of what I had

0:23:43.850,0:23:50.02,to bring everything else up to yeah and

0:23:46.399,0:23:52.54,so I was just putting stuff together and

0:23:50.029,0:23:56.14,there it was and it wasn't it wasn't any

0:23:52.549,0:24:02.84,good after I wrote the vegetables I had

0:23:56.149,0:24:06.88,I had a standard that that had to apply

0:24:02.840,0:24:09.04,all the time and and once it was in

0:24:06.889,0:24:13.12,place then I had something to work with

0:24:09.049,0:24:15.49,besides form right I had form too but

0:24:13.129,0:24:18.91,I'd had formed before when I was filling

0:24:15.499,0:24:23.38,for him with bad phrases yeah and and so

0:24:18.919,0:24:26.11,then I felt more equipped to know what

0:24:23.389,0:24:28.66,to keep and what not to keep so how are

0:24:26.119,0:24:30.61,you been able to generate those phrases

0:24:28.669,0:24:32.05,I mean like just how are you able to

0:24:30.619,0:24:35.26,generate the phrase that then you could

0:24:32.059,0:24:37.70,judge as being up to snuff or not I I

0:24:35.269,0:24:40.46,guess by way and this is this is where

0:24:37.700,0:24:43.99,what I said earlier about working in

0:24:40.460,0:24:47.14,extended forms the only way I could the

0:24:43.999,0:24:50.48,only way I knew how to generate it was

0:24:47.149,0:24:55.34,to think really in book-length terms

0:24:50.480,0:24:57.59,okay and and so I'd have you know in the

0:24:55.340,0:25:01.63,case of my second book the lovers

0:24:57.590,0:25:04.12,familiar I I came up with

0:25:01.630,0:25:11.08,something that's also formal but also

0:25:04.120,0:25:16.66,structural the canonical hours so so I

0:25:11.080,0:25:21.48,thought there eight of those midnight

0:25:16.660,0:25:25.00,three am six all the way on to 9:00 p.m.

0:25:21.480,0:25:32.16,if they would organize the book as a

0:25:25.000,0:25:36.45,whole and have a medieval aspect to them

0:25:32.160,0:25:41.10,faintly Catholic if if that was in place

0:25:36.450,0:25:46.98,but it was not really a religious book

0:25:41.100,0:25:49.03,how my how my things go and and then

0:25:46.980,0:25:51.13,there were going to be more than eight

0:25:49.030,0:25:57.40,poems in the book that turned out to be

0:25:51.130,0:26:05.86,15 what what would come in where in

0:25:57.400,0:26:08.44,relation to a 24-hour period what what

0:26:05.860,0:26:15.76,might happen between noon and 3 p.m.

0:26:08.440,0:26:18.61,yeah and and so I had I had that that

0:26:15.760,0:26:22.60,general scheme as something that could

0:26:18.610,0:26:25.51,direct me toward in one case a portrait

0:26:22.600,0:26:28.33,of an otter you know something something

0:26:25.510,0:26:31.45,along those lines and yeah and and then

0:26:28.330,0:26:33.10,a lot of stuff and in in the course of

0:26:31.450,0:26:35.02,work on the book which I'm trying to

0:26:33.100,0:26:38.86,remember how long I think it took me

0:26:35.020,0:26:42.48,like four years to write it you know a

0:26:38.860,0:26:46.29,lot of stuff just fell away because it

0:26:42.480,0:26:50.47,again wasn't good enough yeah and then

0:26:46.290,0:26:52.72,in terms of simply like were you

0:26:50.470,0:26:54.55,drafting by hand by hand all over by

0:26:52.720,0:26:57.67,hand all did my hand then and then I

0:26:54.550,0:27:00.78,would the process through all of the

0:26:57.670,0:27:07.08,books until this most recent one was all

0:27:00.780,0:27:13.30,longhand and then and then typewriter

0:27:07.080,0:27:14.43,and and I loved I loved typing

0:27:13.300,0:27:16.92,successive dress

0:27:14.430,0:27:19.41,because typing is so much easier than

0:27:16.920,0:27:22.38,composing yeah so it was a break you

0:27:19.410,0:27:26.19,know it was so boring this happened so I

0:27:22.380,0:27:29.34,never minded typing yeah and I suspected

0:27:26.190,0:27:31.44,that that I would miss it on this

0:27:29.340,0:27:33.69,machine yeah I didn't miss it

0:27:31.440,0:27:36.06,it turned out that since I'm typing all

0:27:33.690,0:27:38.76,the time I'm composing from the

0:27:36.060,0:27:43.95,beginning and I'm redoing everything and

