start,end,line
0:03m01.260,0:03m07.34,all if it's not on the computer yeah
,,
0:03m04.379,0:03m10.34,and so if you don't use ever save any
,,
0:03m07.349,0:03m12.23,paper copies of interim grass usually
,,
0:03m10.349,0:03m13.53,not okay I mean I think the only
,,
0:03m12.239,0:03m14.90,exception is that is maybe I have some
,,
0:03m13.530,0:03m16.91,paper copies somewhere or something I
,,
0:03m14.909,0:03m19.10,wrote college open no one ever sees it
,,
0:03m16.910,0:03m22.65,the way they were written I don't never
,,
0:03m19.109,0:03m25.20,bought the transcribers Angele so deep
,,
0:03m22.650,0:03m27.76,do you back up your work yeah when I
,,
0:03m25.200,0:03m30.03,remember yeah I mean how often do you do
,,
0:03m27.769,0:03m32.51,instances of streaming I don't know I
,,
0:03m30.030,0:03m36.98,probably need to do it right now
,,
0:03m32.510,0:03m39.38,i I really is very erratic okay
,,
0:03m36.989,0:03m41.40,and so as you do you don't use like a
,,
0:03m39.389,0:03m43.44,cloud-based you'd like a Dropbox or
,,
0:03m41.400,0:03m45.75,anything I mean is that you know I've
,,
0:03m43.440,0:03m47.60,got a server here on campus there's a
,,
0:03m45.750,0:03m49.07,backup server listening to it which is
,,
0:03m47.609,0:03m51.00,very simple all I need to do is drag
,,
0:03m49.079,0:03m55.50,stuff right now I could do it stop
,,
0:03m51.000,0:03m57.15,worrying about it place yeah if I was
,,
0:03m55.500,0:03m58.29,like an external hard drive at home you
,,
0:03m57.150,0:03m59.79,have an external in that if you're going
,,
0:03m58.290,0:04m01.04,to archive it if you're going to back it
,,
0:03m59.790,0:04m04.59,up that's where you put the with the
,,
0:04m01.049,0:04m06.87,word okay and say like if you have like
,,
0:04m04.590,0:04m08.54,a separate thing for once what once a
,,
0:04m06.870,0:04m10.91,poem is finished do you move it to a
,,
0:04m08.549,0:04m12.90,different folder or there any yeah I
,,
0:04m10.919,0:04m18.51,work I've gotten kind of wax on I need
,,
0:04m12.900,0:04m20.63,to go in and and uh you know update it
,,
0:04m18.510,0:04m26.43,but you typically will be is I'll have a
,,
0:04m20.639,0:04m27.84,folder tree folder and within that
,,
0:04m26.430,0:04m29.40,there are specific categories for
,,
0:04m27.840,0:04m32.00,certain projects so I'll divide them
,,
0:04m29.400,0:04m34.59,into that like a book project yeah or or
,,
0:04m32.009,0:04m36.33,whatever and if something is published
,,
0:04m34.590,0:04m39.00,typically I'll put a copy of it in the
,,
0:04m36.330,0:04m40.77,published folder and then another will
,,
0:04m39.000,0:04m46.25,be like an ongoing or in process
,,
0:04m40.770,0:04m49.41,whatever do you keep pre copies of final
,,
0:04m46.259,0:04m50.69,drafts you print them out not usually
,,
0:04m49.410,0:04m52.56,and how about the media you've been
,,
0:04m50.699,0:04m54.27,published in do you keep the journals I
,,
0:04m52.560,0:04m57.93,do sorry I was gonna show up full of
,,
0:04m54.270,0:05m00.18,journals and books and so do you have
,,
0:04m57.930,0:05m05.75,any standard practices for archiving or
,,
0:05m00.180,0:05m05.75,digitally or for physically what you say
,,
0:05m06.889,0:05m10.91,I guess I mean do you have like like
,,
0:05m09.389,0:05m12.33,when you put it on it but like do you
,,
0:05m10.919,0:05m13.83,have like a certain kind of way you go
,,
0:05m12.330,0:05m15.57,and put it on an external hard drive or
,,
0:05m13.830,0:05m17.28,you put all the book all your papers or
,,
0:05m15.570,0:05m19.28,books in a certain shelf and that's kind
,,
0:05m17.280,0:05m21.38,of like your archive yeah all right yes
,,
0:05m19.289,0:05m23.22,like I say I do have a shelf in my liver
,,
0:05m21.389,0:05m24.78,yeah it's like most of the journals and
,,
0:05m23.220,0:05m28.56,books and mythology's that have
,,
0:05m24.780,0:05m30.12,published in yeah and as far as I said
,,
0:05m28.560,0:05m32.97,for the digital files were together
,,
0:05m30.120,0:05m36.99,usually a published folder okay which is
,,
0:05m32.970,0:05m38.55,way behind being updated but yes and so
,,
0:05m36.990,0:05m40.71,have you ever received your sought out
,,
0:05m38.550,0:05m42.47,information about digital archiving or
,,
0:05m40.710,0:05m44.69,any sort of practices in that way not
,,
0:05m42.479,0:05m46.62,really another that would you be
,,
0:05m44.699,0:05m50.69,interested in receiving information I'm
,,
0:05m46.620,0:05m54.87,possibly no okay that was the kind of
,,
0:05m50.699,0:05m57.27,spaces and so this gets more to the to
,,
0:05m54.870,0:06m00.06,the kind of like your your trajectory as
,,
0:05m57.270,0:06m02.76,a writer and so it's startup kind of
,,
0:06m00.060,0:06m05.27,getting a larger arc of it so how long
,,
0:06m02.760,0:06m07.19,have you been writing in estill we're in
,,
0:06m05.270,0:06m10.83,current there and in quotations here
,,
0:06m07.199,0:06m13.34,professionally I'd say since roughly in
,,
0:06m10.830,0:06m16.62,98 or 99 and you and could you kind of
,,
0:06m13.349,0:06m20.69,give us a sense of like the arc of your
,,
0:06m16.620,0:06m21.59,career over that time period sure I mean
,,
0:06m20.699,0:06m24.22,I said that was when I was just
,,
0:06m21.599,0:06m26.37,finishing grad school and
,,
0:06m24.229,0:06m28.80,procrastinating on finishing my
,,
0:06m26.370,0:06m31.02,dissertation so I kind of went back to
,,
0:06m28.800,0:06m33.47,my longtime interest in contemporary
,,
0:06m31.020,0:06m34.46,poetry and I think I had tried to send a
,,
0:06m33.479,0:06m36.65,few things out to get them published
,,
0:06m34.469,0:06m38.34,over the years a few times without any
,,
0:06m36.659,0:06m42.21,success and yeah or sense of direction
,,
0:06m38.340,0:06m45.65,about it and then during all this time
,,
0:06m42.210,0:06m48.63,wasting period you know I became aware
,,
0:06m45.659,0:06m50.27,of electronic you know journals that
,,
0:06m48.630,0:06m53.33,were publishing authors I liked and
,,
0:06m50.279,0:06m56.25,before that I hadn't known even how to
,,
0:06m53.330,0:06m57.57,submit work yet to the same journals
,,
0:06m56.250,0:06m59.88,that would publish the kind of writers I
,,
0:06m57.570,0:07m03.12,liked because you know I had tried
,,
0:06m59.880,0:07m05.52,mister for example 5-10 years before to
,,
0:07m03.120,0:07m07.56,submit magazines that you published
,,
0:07m05.520,0:07m09.87,language poetry and yet that and
,,
0:07m07.560,0:07m11.96,typically really get no response or
,,
0:07m09.870,0:07m13.95,maybe a slip saying sorry this journal
,,
0:07m11.969,0:07m14.94,is no longer in circulation and because
,,
0:07m13.950,0:07m16.22,of the only way I heard about them in
,,
0:07m14.940,0:07m19.71,the first place was from the library
,,
0:07m16.229,0:07m22.32,copies or right so I had no contact with
,,
0:07m19.710,0:07m24.18,any of the people involved and so the
,,
0:07m22.320,0:07m26.19,internet changed that yeah now
,,
0:07m24.180,0:07m28.16,publishing a few online journals and
,,
0:07m26.190,0:07m31.55,made contacts with pellets that way and
,,
0:07m28.169,0:07m34.11,from then it was pretty rapid that from
,,
0:07m31.550,0:07m37.32,an initial chapbook that was published
,,
0:07m34.110,0:07m39.74,by canning editions by patrick durga in
,,
0:07m37.320,0:07m42.77,2001 called hovercraft
,,
0:07m39.740,0:07m45.81,then my first book in 2003 was gearhead
,,
0:07m42.779,0:07m49.16,nation tougher disguises press amended
,,
0:07m45.810,0:07m51.36,by James Metz another book next year
,,
0:07m49.169,0:07m53.72,Mike McGee's combo books A Thousand
,,
0:07m51.360,0:07m56.94,Devils a couple books at the end of the
,,
0:07m53.729,0:08m01.08,decade from edge rot sniff and roof
,,
0:07m56.940,0:08m02.90,James sherry and lots of journals and
,,
0:08m01.080,0:08m05.52,anthologies stuffing in the middle there
,,
0:08m02.909,0:08m07.71,yeah um a few other chat books I have
,,
0:08m05.520,0:08m09.65,from the collective dimension and then
,,
0:08m07.710,0:08m12.00,and now your your project you're working
,,
0:08m09.659,0:08m13.46,on is the sonograms that's my chief
,,
0:08m12.000,0:08m15.69,project yeah okay but you have other
,,
0:08m13.469,0:08m17.34,ones going that's well that's the one
,,
0:08m15.690,0:08m19.11,that I consciously think of that as a
,,
0:08m17.340,0:08m21.90,project in the middle of occasionally
,,
0:08m19.110,0:08m28.16,I'll write something just on the weimar
,,
0:08m21.900,0:08m29.88,okay that's the main project so so we're
,,
0:08m28.169,0:08m31.19,going to talk about it in intimate in a
,,
0:08m29.880,0:08m32.37,like a couple different steps with the
,,
0:08m31.199,0:08m35.19,writing process and we're going to go
,,
0:08m32.370,0:08m36.57,through kind of how it was in the early
,,
0:08m35.190,0:08m39.00,stages of your writing and how it's
,,
0:08m36.570,0:08m41.45,changed and so I have that might sort of
,,
0:08m39.000,0:08m42.93,my the kind of way of thinking about it
,,
0:08m41.459,0:08m44.88,is like because the compositional stage
,,
0:08m42.930,0:08m46.47,which is where you're kind of creating
,,
0:08m44.880,0:08m47.36,it and you have the revision stage and
,,
0:08m46.470,0:08m48.92,then you have
,,
0:08m47.360,0:08m49.85,kind of organizational archival states
,,
0:08m48.920,0:08m51.56,which is where you're putting it into
,,
0:08m49.850,0:08m53.99,books and getting it published and so
,,
0:08m51.560,0:08m55.67,those are the three stages to talk about
,,
0:08m53.990,0:08m57.14,but then and how those have changed over
,,
0:08m55.670,0:09m00.35,the course of sort of like three by
,,
0:08m57.140,0:09m01.76,three so when you first started writing
,,
0:09m00.350,0:09m02.60,and this is even before you started
,,
0:09m01.760,0:09m04.22,writing professionally I think maybe
,,
0:09m02.600,0:09m05.95,before when you were like trying to find
,,
0:09m04.220,0:09m07.51,those language language journal or
,,
0:09m05.959,0:09m09.68,language book your journals Oh
,,
0:09m07.519,0:09m11.32,I mean how what was your composition how
,,
0:09m09.680,0:09m12.86,are you writing like what were you doing
,,
0:09m11.329,0:09m15.41,it's really hard to reconstruct
,,
0:09m12.860,0:09m17.48,something that long ago I don't think I
,,
0:09m15.410,0:09m19.88,have much of a method okay I think I was
,,
0:09m17.480,0:09m22.73,really just kind of feeling around the
,,
0:09m19.880,0:09m24.41,dark yeah so I took a couple you know I
,,
0:09m22.730,0:09m26.89,took a couple of creative writing
,,
0:09m24.410,0:09m29.00,classes in junior college took one is an
,,
0:09m26.899,0:09m33.58,undergrad that didn't really work for me
,,
0:09m29.000,0:09m38.81,um I'm gonna ask I didn't do anything
,,
0:09m33.589,0:09m40.19,for me yeah and and yeah and then I was
,,
0:09m38.810,0:09m42.16,just occasionally feel inspired to write
,,
0:09m40.190,0:09m46.22,something I mean it was very uh
,,
0:09m42.160,0:09m48.35,shapeless yeah and oh yeah so how did
,,
0:09m46.220,0:09m50.30,you come to find the writing that you
,,
0:09m48.350,0:09m52.07,liked I mean to find the language poetry
,,
0:09m50.300,0:09m53.20,to find that the journal decision that
,,
0:09m52.070,0:09m55.25,you were sending out yeah well I don't
,,
0:09m53.209,0:09m59.32,remember what led me to adjust you know
,,
0:09m55.250,0:10m00.94,surfing the web one of the journals one
,,
0:09m59.329,0:10m03.82,of the very first journals that caught
,,
0:10m00.949,0:10m06.41,my attention was combo edited by Mike
,,
0:10m03.829,0:10m08.60,McKee and they published Clark Coolidge
,,
0:10m06.410,0:10m11.77,and other language poets and younger
,,
0:10m08.600,0:10m13.97,poets I hadn't heard of and it was a it
,,
0:10m11.779,0:10m15.69,was at least some of it was online I
,,
0:10m13.970,0:10m21.44,think I remember correctly it was like
,,
0:10m15.699,0:10m24.62,limited digital yeah sampling and I just
,,
0:10m21.440,0:10m26.26,emailed him but in said hey how does one
,,
0:10m24.620,0:10m28.57,go about this submitting work or
,,
0:10m26.269,0:10m29.99,something like that yeah he liked the
,,
0:10m28.579,0:10m32.12,work and I published in there several
,,
0:10m29.990,0:10m33.94,times the same thing with a kenning
,,
0:10m32.120,0:10m36.58,which is also a journal dr. Jergens
,,
0:10m33.949,0:10m39.41,journal I think my first publication
,,
0:10m36.589,0:10m43.94,actually was in fourteen hills okay from
,,
0:10m39.410,0:10m45.64,Samsa to say I went to a group reading
,,
0:10m43.940,0:10m48.89,for the contributors to that issue and
,,
0:10m45.649,0:10m50.54,that a lot of area poets that so I
,,
0:10m48.890,0:10m52.00,established a connection with I figure
,,
0:10m50.540,0:10m54.14,what the original question was no but
,,
0:10m52.000,0:10m56.56,it's fine I mean this that's actually
,,
0:10m54.140,0:10m58.91,kind of where I'm so dumb and then so I
,,
0:10m56.569,0:10m59.92,guess until you're here your writing
,,
0:10m58.910,0:11m01.74,styles in the beginning
,,
0:10m59.920,0:11m03.79,the ways of composition you are kind of
,,
0:11m01.749,0:11m05.49,formless oh yeah in the calm yeah how do
,,
0:11m03.790,0:11m07.02,they start to progress then I mean over
,,
0:11m05.499,0:11m08.52,the net what's the sort of next step and
,,
0:11m07.029,0:11m10.17,that's actually pretty easy to answer
,,
0:11m08.529,0:11m11.70,because it's kind of echo at least so
,,
0:11m10.179,0:11m14.61,far it's been sort of a really distinct
,,
0:11m11.709,0:11m16.86,three-stage process so great yeah like
,,
0:11m14.619,0:11m18.48,it actually entered according to the
,,
0:11m16.869,0:11m20.58,terms of the question yeah so that
,,
0:11m18.489,0:11m23.31,earliest work and this would be
,,
0:11m20.589,0:11m25.89,everything up through you know the
,,
0:11m23.319,0:11m27.12,period I'm talking about yeah was just
,,
0:11m25.899,0:11m29.85,basically I don't know how quite how to
,,
0:11m27.129,0:11m31.74,describe an organic or freehand or you
,,
0:11m29.859,0:11m34.26,know just making stuff up and writing it
,,
0:11m31.749,0:11m36.57,down hmm words would come into my head
,,
0:11m34.269,0:11m39.27,that's a thing I'll put them on the page
,,
0:11m36.579,0:11m42.18,yeah um so typically I was just you know
,,
0:11m39.279,0:11m44.25,type it would be like and I like trying
,,
0:11m42.189,0:11m46.20,to compose a musical piece or something
,,
0:11m44.259,0:11m51.56,like what good what should go after this
,,
0:11m46.209,0:11m55.62,how can I complete this rhythm or yeah a
,,
0:11m51.569,0:11m58.48,set of images or something like that and
,,
0:11m55.629,0:12m01.17,then that began to change with real
,,
0:11m58.480,0:12m03.36,again I'd say 2000 2001 I met Gary
,,
0:12m01.179,0:12m08.16,Sullivan and other members of the flarf
,,
0:12m03.369,0:12m11.94,group in that itself had that second
,,
0:12m08.169,0:12m14.43,stage had kalak two stages at first I
,,
0:12m11.949,0:12m16.80,became acquainted with Gary's writing on
,,
0:12m14.439,0:12m19.02,email lists that we were both on writing
,,
0:12m16.809,0:12m22.77,just for a joke he wrote like some New
,,
0:12m19.029,0:12m24.85,Year's poem or something like that that
,,
0:12m22.779,0:12m26.04,he called a fluff fluff was embedded
,,
0:12m24.850,0:12m27.51,name for the method it was just
,,
0:12m26.049,0:12m29.73,basically writing the stupidest most
,,
0:12m27.519,0:12m32.01,shapeless thing you can think of yeah so
,,
0:12m29.739,0:12m36.45,it's just full of nonsense and
,,
0:12m32.019,0:12m39.99,obscenities and static noises and no
,,
0:12m36.459,0:12m41.86,real shape or form other than just yeah
,,
0:12m39.999,0:12m47.01,bass roughly being broken into lines
,,
0:12m41.860,0:12m48.57,mm-hmm and he and I had a few other
,,
0:12m47.019,0:12m50.55,people start doing this just for fun on
,,
0:12m48.579,0:12m54.51,our own we created our own email list
,,
0:12m50.559,0:12m57.03,okay just so we could end up through the
,,
0:12m54.519,0:12m59.82,forge and stories out there yeah yeah
,,
0:12m57.039,0:13m01.53,about but is it just for my fifties it
,,
0:12m59.829,0:13m03.30,started on a different email list and
,,
0:13m01.539,0:13m04.92,then it moved to it that's right
,,
0:13m03.309,0:13m06.63,and and I guess really it started the
,,
0:13m04.929,0:13m07.62,release I could have if I'm correct
,,
0:13m06.639,0:13m12.87,about something
,,
0:13m07.620,0:13m15.15,with Gary related to me that he sent a
,,
0:13m12.870,0:13m19.02,poem into one of those online vanity
,,
0:13m15.150,0:13m20.58,pricings very calm yeah and the short
,,
0:13m19.020,0:13m23.40,short version trying to get rejected
,,
0:13m20.580,0:13m24.90,right and it really slow just the
,,
0:13m23.400,0:13m28.26,stupidest thing you can think of and it
,,
0:13m24.900,0:13m29.82,was accepting quote it was accepted for
,,
0:13m28.260,0:13m31.89,consideration for the anthology which II
,,
0:13m29.820,0:13m33.30,didn't pay for great now if you actually
,,
0:13m31.890,0:13m37.52,are dumb enough to go through with that
,,
0:13m33.300,0:13m39.08,yeah so that so that was the the origin
,,
0:13m37.529,0:13m42.45,but nothing he just started writing more
,,
0:13m39.089,0:13m44.01,of them on the email list even after he
,,
0:13m42.450,0:13m47.43,realized he couldn't get rejected right
,,
0:13m44.010,0:13m51.77,because yeah fun yeah and so a group of
,,
0:13m47.430,0:13m53.40,us distribution pardon me yeah we're on
,,
0:13m51.779,0:13m56.13,this list and then eventually I think it
,,
0:13m53.400,0:13m57.75,was drew Gardiner who introduced a
,,
0:13m56.130,0:13m59.82,method I'm in the middle of all this
,,
0:13m57.750,0:14m03.08,shapeless writing of using Google search
,,
0:13m59.820,0:14m05.13,results okay just going to a google
,,
0:14m03.089,0:14m07.17,google page doing usually like a
,,
0:14m05.130,0:14m09.00,combination search for like two or three
,,
0:14m07.170,0:14m11.16,terms that you don't expect to see on
,,
0:14m09.000,0:14m12.75,the same page together right and then
,,
0:14m11.160,0:14m14.90,just using that initial search result
,,
0:14m12.750,0:14m17.73,page as a base from which to collage
,,
0:14m14.900,0:14m19.58,excerpts not following the links just
,,
0:14m17.730,0:14m21.12,just just the language that shows up in
,,
0:14m19.589,0:14m23.70,the Google kind of like the cached so
,,
0:14m21.120,0:14m25.62,that's right yeah yeah so my typical
,,
0:14m23.700,0:14m28.52,process this is oh this is the second
,,
0:14m25.620,0:14m30.95,stages have a big second stage where for
,,
0:14m28.529,0:14m33.87,ten years I basically just wrote Google
,,
0:14m30.959,0:14m36.23,collages okay and is the typical process
,,
0:14m33.870,0:14m38.94,for that was I would you know copy
,,
0:14m36.230,0:14m41.04,however many pages of the search result
,,
0:14m38.940,0:14m42.39,page because you put next base next page
,,
0:14m41.040,0:14m44.58,or just to have a hundred results show
,,
0:14m42.390,0:14m46.23,up on a page or whatever yeah and paste
,,
0:14m44.580,0:14m48.81,that into word and start chiseling it
,,
0:14m46.230,0:14m50.45,down okay and rearranging and shuffling
,,
0:14m48.810,0:14m51.90,the contents and casually cheating a
,,
0:14m50.459,0:14m55.41,little bit putting a connector word in
,,
0:14m51.900,0:14m58.32,or something yeah Andhra the or maybe
,,
0:14m55.410,0:14m59.94,altering a word that was get out in a
,,
0:14m58.320,0:15m02.45,slightly different grammatical form or
,,
0:14m59.940,0:15m03.87,something yeah but that gets back to
,,
0:15m02.459,0:15m05.76,what we were saying about you know not
,,
0:15m03.870,0:15m07.95,doing print revisions because really
,,
0:15m05.760,0:15m09.81,everything's done with the comic
,,
0:15m07.950,0:15m13.62,refrigerator magnets and just shuffling
,,
0:15m09.810,0:15m14.67,around yeah yeah and I guess printing
,,
0:15m13.620,0:15m16.14,out a page I could look at that I think
,,
0:15m14.670,0:15m16.74,oh well if I brought some of this down
,,
0:15m16.140,0:15m18.56,here
,,
0:15m16.740,0:15m20.69,see it up I'd never did that
,,
0:15m18.560,0:15m23.27,so no great right no I mean it makes
,,
0:15m20.690,0:15m24.59,your kind of computer-generated
,,
0:15m23.270,0:15m26.96,yeah and part of your front of it was
,,
0:15m24.590,0:15m29.20,using the computer as a kind of kind of
,,
0:15m26.960,0:15m31.22,canvas yeah you know those
,,
0:15m29.200,0:15m34.27,consciousnesses something pleasing about
,,
0:15m31.220,0:15m36.02,pulling the components around and almost
,,
0:15m34.279,0:15m37.43,physically moving them around that that
,,
0:15m36.020,0:15m39.20,digital space and when you're when
,,
0:15m37.430,0:15m41.93,you're copying the page you just say
,,
0:15m39.200,0:15m43.55,like control all grab it drop it in do
,,
0:15m41.930,0:15m45.44,you get like images and whatnot with
,,
0:15m43.550,0:15m47.02,that or you you just like drag this
,,
0:15m45.440,0:15m48.74,thing up and just get the text and paste
,,
0:15m47.029,0:15m51.11,it yeah oh typically I'm going on a Mac
,,
0:15m48.740,0:15m54.35,or just select the whole page yeah
,,
0:15m51.110,0:15m55.73,copy paste I mean and there weren't any
,,
0:15m54.350,0:15m57.89,images because it's just the result
,,
0:15m55.730,0:15m59.57,pages the result page okay what you
,,
0:15m57.890,0:16m02.60,would get was a lot of the kind of like
,,
0:15m59.570,0:16m05.42,red or blue text or purple text yeah
,,
0:16m02.600,0:16m07.76,with the URLs and headers and things
,,
0:16m05.420,0:16m09.23,like that and typically I would just you
,,
0:16m07.760,0:16m11.00,know first stage of going through the
,,
0:16m09.230,0:16m13.97,the manuscript to be to remove all that
,,
0:16m11.000,0:16m16.64,kind of junk text it's all junk but
,,
0:16m13.970,0:16m20.42,right no no but yeah there were just
,,
0:16m16.640,0:16m23.81,numbers and code okay that's all I had
,,
0:16m20.420,0:16m27.26,left was you know recognizable words and
,,
0:16m23.810,0:16m30.14,maybe numbers and in getting rid of that
,,
0:16m27.260,0:16m31.73,of that junk text were you reading at
,,
0:16m30.140,0:16m33.68,the same time were you starting to kind
,,
0:16m31.730,0:16m35.60,of get a sense of what you would gotten
,,
0:16m33.680,0:16m37.07,or was it just like kind of a rope let's
,,
0:16m35.600,0:16m39.14,get rid of this and then I'm looking at
,,
0:16m37.070,0:16m41.27,it I'm attic based on my memory usually
,,
0:16m39.140,0:16m42.77,it would just be a rote thing of just
,,
0:16m41.270,0:16m46.94,okay first let's get rid of everything I
,,
0:16m42.770,0:16m48.80,know is not actual you know in most
,,
0:16m46.940,0:16m49.97,cases not usually usable text I mean
,,
0:16m48.800,0:16m51.56,there might be some little strings of
,,
0:16m49.970,0:16m53.21,code where think oh that's kind of cool
,,
0:16m51.560,0:16m56.24,just by itself I'll weave that in yeah
,,
0:16m53.210,0:16m58.88,okay it was mostly an automatic process
,,
0:16m56.240,0:17m02.00,of just let me reduce it to just letters
,,
0:16m58.880,0:17m05.15,and you know black text yeah as opposed
,,
0:17m02.000,0:17m07.52,to colored blink text sure and then I'd
,,
0:17m05.150,0:17m08.81,have then from that page would be done
,,
0:17m07.520,0:17m12.53,on how interesting this could possibly
,,
0:17m08.810,0:17m14.20,be to anybody but I mean if it will be
,,
0:17m12.530,0:17m15.19,left up to that will be a lot of things
,,
0:17m14.209,0:17m17.87,like the lip seeds
,,
0:17m15.199,0:17m19.91,yeah our dashes or you know because
,,
0:17m17.870,0:17m21.23,they'll be like partial phrases then
,,
0:17m19.910,0:17m23.20,ellipses then the beginning of another
,,
0:17m21.230,0:17m26.51,phrase and now the search results would
,,
0:17m23.209,0:17m27.89,be arranged on the page yeah so then I
,,
0:17m26.510,0:17m29.99,might just say okay I'm going to get rid
,,
0:17m27.890,0:17m31.65,of them all or most of the ellipses or
,,
0:17m29.990,0:17m35.70,dashes or
,,
0:17m31.650,0:17m37.56,I would also I think I know I would also
,,
0:17m35.700,0:17m40.56,go through and just for the sake of
,,
0:17m37.560,0:17m41.97,competition change case select
,,
0:17m40.560,0:17m45.42,everything in change case to lowercase
,,
0:17m41.970,0:17m47.13,okay just to get rid of all the blocks
,,
0:17m45.420,0:17m50.97,of long blocks of caps of a kind of
,,
0:17m47.130,0:17m52.32,unwieldy or yeah and then as I was later
,,
0:17m50.970,0:17m54.00,in the process of composition I might
,,
0:17m52.320,0:17m58.50,change some letters back to caps but
,,
0:17m54.000,0:18m00.93,typically for whatever reason the
,,
0:17m58.500,0:18m03.95,default format that upon B no caps
,,
0:18m00.930,0:18m06.78,unless they're required by you know
,,
0:18m03.950,0:18m09.39,convention I mean by which I mean like
,,
0:18m06.780,0:18m11.19,proper names yeah things like that not
,,
0:18m09.390,0:18m14.19,wouldn't capitalized the beginning of a
,,
0:18m11.190,0:18m16.08,line or anything like that right so I
,,
0:18m14.190,0:18m18.24,just start basically once I'm ready to
,,
