start,end,line
0:02:04.920,0:02:07.56,like you need to talk about the speeder

0:02:06.060,0:02:08.70,you don't just talk about how you work

0:02:07.560,0:02:11.11,and about that

0:02:08.700,0:02:14.11,and then the third one will be kind of a

0:02:11.110,0:02:15.84,series of questions more about I guess

0:02:14.110,0:02:17.47,your feelings about the computer and I

0:02:15.849,0:02:21.40,have a couple questions the end and that

0:02:17.470,0:02:23.76,would be it hi okay so this is the

0:02:21.400,0:02:25.65,section where we talk about how you're

0:02:23.769,0:02:29.11,working currently and that looks like

0:02:25.659,0:02:32.14,it's working so if you wouldn't mind

0:02:29.110,0:02:34.09,stating a your name your date of birth

0:02:32.140,0:02:38.68,and where we are right now okay

0:02:34.090,0:02:45.78,so my name is Amy girth blur um I was

0:02:38.680,0:02:49.72,born in October 24th 1956 and we're in

0:02:45.780,0:02:50.85,the area of Los Angeles California USA

0:02:49.720,0:02:52.93,that's called

0:02:50.859,0:02:56.25,Echo Park which is close to downtown

0:02:52.930,0:02:59.79,close to Dodger Stadium okay

0:02:56.250,0:03:02.70,and also joining us also joining us as

0:02:59.799,0:03:05.76,guest stars

0:03:02.700,0:03:11.10,taking all the glory as is appropriate

0:03:05.769,0:03:15.16,is Ted the dog and Gus the dog okay so

0:03:11.109,0:03:19.84,what what a genre is do you working I

0:03:15.160,0:03:23.16,write poetry I write I do different

0:03:19.840,0:03:27.22,kinds of journalism more in the past and

0:03:23.169,0:03:29.20,currently but still some I used to do a

0:03:27.220,0:03:31.95,fair amount of arts journalism write

0:03:29.200,0:03:36.37,reviews and sometimes catalog pieces and

0:03:31.959,0:03:38.98,sometimes essays about visual art and I

0:03:36.370,0:03:40.20,did other kinds of general journal and

0:03:38.980,0:03:45.16,what would you say your primer and I've

0:03:40.209,0:03:45.54,written some nonfiction or um a bit of

0:03:45.160,0:03:51.45,fiction

0:03:45.549,0:03:54.01,sorta all right so also many men hybrid

0:03:51.459,0:03:56.85,stuff do you write but you're from you

0:03:54.010,0:03:59.70,would say your primary genres but poetry

0:03:56.859,0:04:02.98,and some foods and nonfiction some of

0:03:59.709,0:04:05.50,which is journals what kinds of devices

0:04:02.980,0:04:07.93,you have own or have access to for your

0:04:05.500,0:04:14.17,writing computer devices

0:04:07.930,0:04:20.91,um this laptop is my home computer and

0:04:14.170,0:04:25.57,then I have to sort of travel ones one

0:04:20.919,0:04:28.90,is a MacBook Air which is like this but

0:04:25.570,0:04:34.50,much lighter and Center and then one is

0:04:28.900,0:04:36.37,an iPad Mini which I don't write on that

0:04:34.509,0:04:38.44,much but I write on a little and it's

0:04:36.370,0:04:42.52,like an iPad but it's a little smaller

0:04:38.440,0:04:45.13,it's like kind of purse size yeah so you

0:04:42.520,0:04:47.97,have so then you have three devices on

0:04:45.130,0:04:48.34,which you kind of write between that's

0:04:47.979,0:04:51.63,right

0:04:48.340,0:04:53.11,how do you share the document do you

0:04:51.639,0:04:55.90,share the documents between the three is

0:04:53.110,0:04:57.91,are there is there a way that you or two

0:04:55.900,0:04:58.66,used to send them to yourself I mean I'm

0:04:57.910,0:05:02.47,not

0:04:58.660,0:05:07.57,I like tech and I like computers but I'm

0:05:02.470,0:05:12.28,not as savvy as I should be so I send

0:05:07.570,0:05:14.71,things to myself via email that's

0:05:12.280,0:05:16.78,usually the main way I do it sometimes I

0:05:14.710,0:05:23.11,can plug them into each other yeah and

0:05:16.780,0:05:25.90,have them share yeah and so they're all

0:05:23.110,0:05:29.26,Macs yes and and this is your primary

0:05:25.900,0:05:31.41,device though that's it okay there's

0:05:29.260,0:05:33.52,also one at work but I just use that for

0:05:31.419,0:05:37.81,work I don't good Jung is that's

0:05:33.520,0:05:40.41,actually right it's for work yeah do you

0:05:37.810,0:05:42.00,use a in addition to your digital

0:05:40.419,0:05:44.13,environments are you using physical are

0:05:42.009,0:05:44.47,using handwriting or notebooks or

0:05:44.139,0:05:48.31,anything

0:05:44.470,0:05:53.90,sure okay and so how what's what's the

0:05:48.310,0:05:57.66,sort of ratio between the two Rachele I

0:05:53.909,0:05:59.71,mean how much are you working on kind of

0:05:57.669,0:06:01.41,physical formats versus digital formats

0:05:59.710,0:06:03.22,I guess and we'll get back to this so if

0:06:01.419,0:06:04.59,you don't want to this isn't we can get

0:06:03.220,0:06:10.36,we can talk I'm gonna do

0:06:04.599,0:06:13.75,I think actual writing is almost all on

0:06:10.360,0:06:20.41,computers now but note-taking yeah it's

0:06:13.750,0:06:24.97,probably 75%

0:06:20.410,0:06:32.25,notebooks in 10 and 25% take notes on

0:06:24.979,0:06:35.30,the computer at what point would your

0:06:32.259,0:06:36.65,notes kind of read it like say you're

0:06:35.300,0:06:40.66,like a physical notes lead into a

0:06:36.650,0:06:42.59,computer document what do they usually

0:06:40.669,0:06:48.74,lead to a poem like that or is that a

0:06:42.590,0:06:53.51,different might yeah I often my sort of

0:06:48.740,0:06:55.13,poetry practice involves different kinds

0:06:53.510,0:06:56.87,of weird different kinds of research

0:06:55.130,0:07:00.68,yeah

0:06:56.870,0:07:03.32,and so that's digital because a lot of

0:07:00.680,0:07:05.71,the research I do now is online and I

0:07:03.320,0:07:09.16,often print things out and then either

0:07:05.710,0:07:13.16,and highlight parts of them and use them

0:07:09.169,0:07:17.69,or take notes out of books or take notes

0:07:13.160,0:07:20.90,off of websites on a on paper and then

0:07:17.690,0:07:23.12,input it does that answer the question

0:07:20.900,0:07:24.59,yeah yeah and some of this will be a

0:07:23.120,0:07:26.33,little repetitive and I hope it doesn't

0:07:24.590,0:07:29.53,bother you no not at all when you're

0:07:26.330,0:07:30.80,trying to gather data yeah so yeah but

0:07:29.539,0:07:35.75,so we'll talk more about that yeah yeah

0:07:30.800,0:07:38.21,I get that okay cool okay what format do

0:07:35.750,0:07:44.38,you save your files um

0:07:38.210,0:07:45.40,words docx okay and as you're creating

0:07:44.389,0:07:48.59,drafts

0:07:45.409,0:07:50.65,unless someone needs a PDF a PDF or

0:07:48.590,0:07:56.41,unless someone has an old computer and

0:07:50.659,0:07:58.09,have to have dot docx yes okay and then

0:07:56.419,0:08:00.86,as you're working on individual pieces

0:07:58.099,0:08:03.11,on your computer do you save over what

0:08:00.860,0:08:06.53,you've written or do you write do you

0:08:03.110,0:08:12.55,save new drafts for each one or the

0:08:06.530,0:08:12.55,combination it's a combination okay

0:08:12.639,0:08:15.90,what are you naming conventions for your

0:08:14.960,0:08:24.22,files

0:08:15.909,0:08:26.53,I try to and the names change because I

0:08:24.220,0:08:28.82,was so happy when I realized that you

0:08:26.539,0:08:31.43,could change the names because I start

0:08:28.820,0:08:32.61,out this is more two poems than anything

0:08:31.430,0:08:33.83,else but

0:08:32.610,0:08:38.78,sometimes I'll start out calling

0:08:33.839,0:08:40.44,something you know ostrich parade or

0:08:38.789,0:08:42.14,something and then by the time I get to

0:08:40.440,0:08:43.46,the fifth draft there's no ostriches in

0:08:42.149,0:08:45.99,it anymore and what I'm going to

0:08:43.469,0:08:48.26,remember is something else okay in order

0:08:45.990,0:08:51.54,to be able to find it quickly so I will

0:08:48.260,0:08:55.01,change the name so the title is like a

0:08:51.540,0:08:58.32,prompt for your own memory so the title

0:08:55.019,0:09:00.48,is a prompt for findability okay so

0:08:58.320,0:09:02.22,click find a bit is really going to be

0:09:00.480,0:09:04.26,the title it's just maybe something that

0:09:02.220,0:09:05.70,that's right that's right sometimes it

0:09:04.260,0:09:07.47,is and sometimes it isn't and sometimes

0:09:05.700,0:09:09.89,later on down the line one and I

0:09:07.470,0:09:13.41,actually finally do title the thing yeah

0:09:09.899,0:09:14.88,I will change the name again yeah and as

0:09:13.410,0:09:17.61,you're going through drafts you add

0:09:14.880,0:09:22.50,numbers I do if I'm saying if I'm saving

0:09:17.610,0:09:24.44,draft and if I think if and what

0:09:22.500,0:09:27.08,determines whether I say addresses if I

0:09:24.440,0:09:28.44,if I want to trash old drafts because I

0:09:27.089,0:09:30.60,know I don't want to go back to them if

0:09:28.440,0:09:34.70,I think I might want to go back to them

0:09:30.600,0:09:41.39,for some reason do you print out your

0:09:34.709,0:09:44.82,writing to revise it sometimes yeah I'll

0:09:41.399,0:09:48.36,do like a bunch of drafts just revising

0:09:44.820,0:09:51.99,on the computer and then at certain

0:09:48.360,0:09:55.68,points I'll print it out and mark it up

0:09:51.990,0:09:58.11,by hand and then then input the changes

0:09:55.680,0:10:00.39,do you save any car like you save those

0:09:58.110,0:10:03.64,copies no no if they're just kind of

0:10:00.390,0:10:08.33,means to the to the final part yes

0:10:03.649,0:10:11.31,do you often back up your work your Word

0:10:08.339,0:10:12.87,document files um I have Carbonite okay

0:10:11.310,0:10:15.20,you do yeah so it's backed up in the

0:10:12.870,0:10:17.04,cloud and and that's cute optics I went

0:10:15.209,0:10:18.48,through all different kinds of backup

0:10:17.040,0:10:22.29,things I've had all different kinds of

0:10:18.480,0:10:23.91,viruses and crashes and you know yeah

0:10:22.290,0:10:25.98,and so do you find this

0:10:23.910,0:10:27.77,I've got religion about backing of it

0:10:25.980,0:10:30.69,you know you have you've had experiences

0:10:27.779,0:10:34.31,where you've lost I've had viruses and

0:10:30.690,0:10:38.99,I've had bad computer crashes okay

0:10:34.310,0:10:38.99,anything where you lost significant work

0:10:41.200,0:10:54.45,um not not so much but the virus stuff

0:10:50.700,0:10:57.57,destroyed a computer and was expensive

0:10:54.459,0:11:01.32,and really time-consuming and really

0:10:57.579,0:11:10.00,nerve-racking so yeah so it was like

0:11:01.320,0:11:11.86,never again as possible so so you have

0:11:10.000,0:11:13.57,you have a carbonite and they're all

0:11:11.860,0:11:16.20,save you you connect to that Carbonite

0:11:13.570,0:11:18.94,folder two different devices or you just

0:11:16.209,0:11:21.76,have that folder on this device I just

0:11:18.940,0:11:24.69,have it on this device because every

0:11:21.760,0:11:27.31,this is the central one there's nothing

0:11:24.690,0:11:29.88,when I do things on other devices I make

0:11:27.310,0:11:35.50,sure they come here if I care about them

0:11:29.889,0:11:37.57,yeah okay do you when you're when you

0:11:35.500,0:11:39.33,say you're finished with the poem how do

0:11:37.570,0:11:41.41,you what's your is there protocol for

0:11:39.339,0:11:43.81,saving that in a certain place you do

0:11:41.410,0:11:47.52,you move it to a different place or it

0:11:43.810,0:11:52.08,goes into a different folder okay and I

0:11:47.529,0:11:54.39,usually print out a hard copy and I have

0:11:52.089,0:11:57.27,a sort of one of these kind of notebook

0:11:54.399,0:12:01.58,okay that I yeah put it into yeah see

0:11:57.279,0:12:01.58,several think about briefly husband hmm

0:12:01.740,0:12:06.91,then so you do keep print you do keep

0:12:05.019,0:12:08.89,print copies of your final drafts and

0:12:06.910,0:12:10.72,are they organized are the others like

0:12:08.890,0:12:12.64,leading to the next manuscript yeah and

0:12:10.720,0:12:15.27,that's why because that's the form that

0:12:12.640,0:12:16.57,it's going to be and delivered in if I'm

0:12:15.279,0:12:20.01,lucky enough to get something published

0:12:16.570,0:12:22.93,right now it's not I'm not doing digital

0:12:20.019,0:12:24.22,book so I write I also want to be able

0:12:22.930,0:12:26.47,to look at it yeah

0:12:24.220,0:12:29.17,form that it's going to exist in and

0:12:26.470,0:12:31.24,play with it do you once they're in that

0:12:29.170,0:12:34.48,folder do you still end up going back

0:12:31.240,0:12:36.69,and revising sure okay sure you know

0:12:34.480,0:12:38.26,those usually smaller do you ever go

0:12:36.699,0:12:39.91,back and do larger visions in there or

0:12:38.260,0:12:44.29,is it usually kind of like moving lines

0:12:39.910,0:12:47.19,or changing words or depends I would say

0:12:44.290,0:12:50.17,moderate revisions and also if you

0:12:47.199,0:12:52.10,consider getting you know tossing poems

0:12:50.170,0:12:54.70,off the team yeah

0:12:52.100,0:12:57.82,a revision then yeah I do a lot of that

0:12:54.709,0:12:59.87,yeah do you have any sort of standard

0:12:57.829,0:13:01.19,ways that you once everything is done

0:12:59.870,0:13:02.81,and finished you have like a standard

0:13:01.190,0:13:05.18,archiving process like where you have

0:13:02.810,0:13:06.88,like a folder you never touch or a place

0:13:05.180,0:13:12.44,you keep all the all that like those

0:13:06.889,0:13:17.54,from before well um yeah I have those

0:13:12.440,0:13:21.76,from before but also if I'm lucky enough

0:13:17.540,0:13:24.56,to publish a book then there's a file

0:13:21.769,0:13:26.48,here that's what I sent to the publisher

0:13:24.560,0:13:28.27,okay and you keep that with all your

0:13:26.480,0:13:31.31,other in that carbon i folder with

0:13:28.279,0:13:34.81,everything else well Carmen I just backs

0:13:31.310,0:13:37.67,out there right right yeah and then also

0:13:34.810,0:13:41.06,allegedly eventually there's an actual

0:13:37.670,0:13:43.63,book yeah so then it exists in at least

0:13:41.060,0:13:45.44,three forms okay and you consider you

0:13:43.639,0:13:47.26,can sit which one would you consider the

0:13:45.440,0:13:52.19,kind of final product would it be the

0:13:47.269,0:13:54.38,book um yeah yeah that's what I'm

0:13:52.190,0:13:57.76,working towards yeah you know the book

0:13:54.380,0:13:59.68,with the cover you know and at this

0:13:57.769,0:14:00.31,point you know who knows what the future

0:13:59.689,0:14:04.75,will bring

0:14:00.319,0:14:06.68,no have you ever received or sought out

0:14:04.759,0:14:08.26,information about methods for working

0:14:06.680,0:14:18.94,with your digital files for digital

0:14:08.269,0:14:20.77,archiving no I've been meaning it you

0:14:18.949,0:14:23.60,know I've talked to friends about what

0:14:20.779,0:14:26.18,the best backup systems okay are and

0:14:23.600,0:14:28.60,I've talked to people in the computer

0:14:26.180,0:14:31.33,store about this because of

0:14:28.600,0:14:34.16,aforementioned bad experiences I wanted

0:14:31.339,0:14:37.88,to have like five different systems and

0:14:34.160,0:14:41.01,yeah really be safe okay

0:14:37.880,0:14:43.18,great okay well that's the sort of uh

0:14:41.019,0:14:52.25,where are you now

0:14:43.189,0:14:54.38,digitally all right thank you tested me

0:14:52.250,0:14:56.06,long ship well he just needs to know

0:14:54.380,0:15:03.94,what's going on don't you Ted oh yeah

0:14:56.060,0:15:05.25,you too oh great guy all right so this

0:15:03.949,0:15:11.62,is more

0:15:05.250,0:15:12.76,sort of broadly speaking and I have to

0:15:11.620,0:15:14.82,to start and I'll explain a few things

0:15:12.760,0:15:18.55,within vocal cord so how long have you

0:15:14.829,0:15:21.37,been writing professionally and that's I

0:15:18.550,0:15:24.26,know that's a wishy-washy term but no I

0:15:21.370,0:15:24.26,mean ah

0:15:28.649,0:15:39.79,I'm 57 and I've been writing you know

0:15:36.000,0:15:44.07,started publishing you know small poems

0:15:39.790,0:15:48.01,in school magazines you know back when I

0:15:44.079,0:15:52.08,was in college when I was you know 18 1,
0:15:48.010,0:15:54.51,20 so if you start it there then that

0:15:52.089,0:15:57.51,amount of years if you started when I

0:15:54.519,0:16:00.91,hadn't you know my first chapbook and it

0:15:57.519,0:16:03.25,would have been like after I finished

0:16:00.910,0:16:04.63,college well and this is kind of I mean

0:16:03.250,0:16:07.38,leading up to the next question which is

0:16:04.630,0:16:09.25,kind of a broad question but could you

0:16:07.389,0:16:10.81,describe kind of the arc of your career

0:16:09.250,0:16:13.02,like where's you know where it started

0:16:10.810,0:16:14.74,when you started to write the poems as

0:16:13.029,0:16:22.26,you consider your poems and then kind of

0:16:14.740,0:16:22.26,how it moves through time up to now I

0:16:23.279,0:16:40.69,well I published a small chat book up

0:16:35.560,0:16:44.44,maybe a year or two after I finished

0:16:40.690,0:16:47.14,college when I was 21 so where were you

0:16:44.440,0:16:49.39,guys I went to Pitzer College which is

0:16:47.140,0:16:53.17,one of the claremont colleges there in

0:16:49.390,0:16:54.69,California uh-huh and then and did you I

0:16:53.170,0:16:56.26,mean so you can talk about like who you

0:16:54.699,0:16:57.55,studied with or anything like that but I

0:16:56.260,0:17:00.45,mean so you went from we published a

0:16:57.550,0:17:04.05,chat book and then this windy and the

0:17:00.459,0:17:07.24,new first book was like 1981 or I had

0:17:04.059,0:17:09.93,that I was lucky enough to have this guy

0:17:07.240,0:17:13.29,Dennis Cooper who was kind of my mentor

0:17:09.939,0:17:15.33,and friend had this wonderful press

0:17:13.299,0:17:18.56,called Little Caesar press and he did a

0:17:15.339,0:17:21.77,small chat book of mine and then

0:17:18.569,0:17:24.44,David Trinidad is a terrific poet who

0:17:21.779,0:17:27.71,teaches at Columbia College in Chicago

0:17:24.449,0:17:30.75,but used to live here for a long time

0:17:27.710,0:17:33.87,had a small press called Sherwood press

0:17:30.750,0:17:38.34,and he did another chat book of mine and

0:17:33.870,0:17:40.67,then after that actually someone who

0:17:38.340,0:17:44.27,wasn't my friend who was actually almost

0:17:40.679,0:17:45.80,a stranger published an actual non chat

0:17:44.279,0:17:49.08,book which is you know a book with

0:17:45.809,0:17:53.03,itself a thin spine but an actual spine

0:17:49.080,0:17:56.00,rather than staple this bitching um what

0:17:53.039,0:18:01.04,book was that that book was called early

0:17:56.009,0:18:09.37,heaven okay so that was the first one

0:18:01.049,0:18:14.19,that was um a little bigger and then I

0:18:09.379,0:18:16.83,went on to publish around thirteen book

0:18:14.190,0:18:19.83,about some of them chat books some of

0:18:16.830,0:18:24.41,them actual single volumes of poetry

0:18:19.830,0:18:26.07,yeah and some of them odd little

0:18:24.419,0:18:27.89,projects like collaborative books with

0:18:26.070,0:18:32.46,artists or collaborative book with a

0:18:27.899,0:18:35.42,fiction writer and during this time were

0:18:32.460,0:18:37.62,you teaching were you working at other I

0:18:35.429,0:18:41.75,mean pockets how were you supporting

0:18:37.620,0:18:44.73,your writing well I was going to be a

0:18:41.759,0:18:47.66,speech pathologist or and or work with

0:18:44.730,0:18:50.75,autistic kids yeah I was a child

0:18:47.669,0:18:53.61,psychology major and in college I was

0:18:50.759,0:18:56.37,always interested in poetry and loved it

0:18:53.610,0:19:01.11,and got to take a couple classes at

0:18:56.370,0:19:02.85,Pitzer from this amazing poet who's not

0:19:01.110,0:19:08.90,as well-known as he should be in isn't

0:19:02.850,0:19:14.10,alive anymore named Burt Myers but I was

0:19:08.909,0:19:20.90,kind of on the path to work with kids

0:19:14.100,0:19:23.48,who had speech problems yeah but I when

0:19:20.909,0:19:25.76,I graduated from college I wanted to

0:19:23.480,0:19:28.40,have some time to work on my poetry

0:19:25.769,0:19:30.84,because I'd just been yeah in school

0:19:28.409,0:19:31.13,wall-to-wall like many of us straight

0:19:30.840,0:19:34.52,from

0:19:31.130,0:19:37.76,school to college so I took some time

0:19:34.520,0:19:39.53,off and I'm moved to LA I was accepted

0:19:37.760,0:19:43.73,to a speech pathology program at Boston

0:19:39.530,0:19:45.83,University and but I wanted to meet

0:19:43.730,0:19:49.22,other writers and I wanted to try to

0:19:45.830,0:19:52.52,make my writing better and I started

0:19:49.220,0:19:54.65,taking odd jobs I worked for different

0:19:52.520,0:19:56.60,doctors in the front office and in the

0:19:54.650,0:20:02.12,back office washing off instruments and

0:19:56.600,0:20:04.37,answering phones and I worked helping

0:20:02.120,0:20:10.90,take care of a schizophrenic woman and I

0:20:04.370,0:20:16.34,I worked all kinds of funny odd jobs and

0:20:10.900,0:20:19.58,that wanting to improve my writing and

0:20:16.340,0:20:22.76,read more and write more and learn more

0:20:19.580,0:20:25.16,about poetry and come into contact with

0:20:22.760,0:20:26.87,other writers kind of turned into my

0:20:25.160,0:20:28.67,life so I'm still trying to make my

0:20:26.870,0:20:32.18,poetry better and learn more and read

0:20:28.670,0:20:36.11,more and somewhere along the way I got

0:20:32.180,0:20:37.55,some jobs at a non-profit literary arts

0:20:36.110,0:20:39.47,center that's called beyond baroque

0:20:37.550,0:20:40.85,which still exists in Venice

0:20:39.470,0:20:44.03,I worked there in a bunch of different

0:20:40.850,0:20:47.48,capacities in the library a little tiny

0:20:44.030,0:20:49.70,not official library yeah sincere yes

0:20:47.480,0:20:54.59,and one of those exalted breed a

0:20:49.700,0:20:57.38,librarian and I helped with the reading

0:20:54.590,0:21:02.51,series and events and publicity and did

0:20:57.380,0:21:05.32,different jobs there and then because I

0:21:02.510,0:21:09.17,my friend Dennis Cooper helped me get a

0:21:05.320,0:21:14.66,little job writing art reviews for this

0:21:09.170,0:21:16.49,magazine art forum yeah that suddenly I

0:21:14.660,0:21:18.41,was very lucky and I was writing these

0:21:16.490,0:21:20.81,monthly art reviews for art form which

0:21:18.410,0:21:22.88,didn't pay very much but it made people

0:21:20.810,0:21:26.36,think that I was an art critic

0:21:22.880,0:21:29.21,right so I couldn't get any teaching

0:21:26.360,0:21:32.06,jobs teaching writing initially but I

0:21:29.210,0:21:35.03,did get hired as a kind of art critic so

0:21:32.060,0:21:40.31,I started teaching in art schools and

0:21:35.030,0:21:42.11,then as I and wrote more and did more

0:21:40.310,0:21:44.73,different kinds of journalism I was able

0:21:42.110,0:21:46.95,to get teaching jobs teaching

0:21:44.730,0:21:49.47,writing so I worked at a bunch of

0:21:46.950,0:21:52.79,different colleges and I had a job at a

0:21:49.470,0:21:55.65,low residency program and wonderful

0:21:52.799,0:21:57.39,program the writing seminars at

0:21:55.650,0:22:00.24,Bennington College so I'd go to Vermont

0:21:57.390,0:22:03.48,twice a year and I taught at USC and a

0:22:00.240,0:22:04.62,Caltech and at my alma mater I taught at

0:22:03.480,0:22:07.02,the University of Utah

0:22:04.620,0:22:09.75,CalArts bunch of different places great

0:22:07.020,0:22:11.85,and then now and now you're at

0:22:09.750,0:22:15.36,University of California at Irvine well

0:22:11.850,0:22:20.66,I've had this job just for a year and I

0:22:15.360,0:22:25.35,was super lucky can I believe it to get

0:22:20.669,0:22:27.79,that job okay so that's so that kind of

0:22:25.350,0:22:31.65,gives us a framework to work in and then

0:22:27.799,0:22:33.63,what I sort of divided the sections into

0:22:31.650,0:22:35.85,kind of three decrement top of the

0:22:33.630,0:22:37.26,process and like the first part of the

0:22:35.850,0:22:38.79,sort of three three part process the

0:22:37.260,0:22:41.10,first part being a kind of compositional

0:22:38.790,0:22:43.14,prewriting generative process the second

0:22:41.100,0:22:45.24,being a revision sort of process and the

0:22:43.140,0:22:46.95,third being an organizational or

0:22:45.240,0:22:48.48,archival where the part where you're

0:22:46.950,0:22:50.49,kind of finishing putting these in books

0:22:48.480,0:22:52.29,etc and we can talk about it in

0:22:50.490,0:22:54.36,different ways but if that makes that

0:22:52.290,0:22:56.34,works with your material then yeah we'll

0:22:54.360,0:22:57.87,just okay so I don't have a rubric I

0:22:56.340,0:23:00.09,need to impose on this that's good

0:22:57.870,0:23:02.96,that's good I read one up yeah well a

0:23:00.090,0:23:06.03,bad structure is a good thing okay yeah

0:23:02.960,0:23:07.97,so and so what I'm going to ask you sort

0:23:06.030,0:23:10.74,of like how you worked in those

0:23:07.970,0:23:13.77,structures at beginning of your career

0:23:10.740,0:23:15.87,and maybe how those have changed so when

0:23:13.770,0:23:19.35,you first started writing you're sort of

0:23:15.870,0:23:21.60,more professional work what were your

0:23:19.350,0:23:24.15,kind of compositional prewriting

0:23:21.600,0:23:33.29,note-taking generative practices at that

0:23:24.150,0:23:38.42,point well this now gets to era and what

0:23:33.299,0:23:41.94,generation I am because I'm 57 so when I

0:23:38.429,0:23:44.66,started writing it was typewriters okay

0:23:41.940,0:23:49.95,you know it was I took a typewriter to

0:23:44.669,0:23:54.24,college yeah and it moved from you know

0:23:49.950,0:23:58.47,and I took typing in high school yes and

0:23:54.240,0:24:02.40,it was it went kind of quickly there

0:23:58.470,0:24:06.57,in the my little time capsule of when I

0:24:02.400,0:24:08.70,was sort of coming up from portable

0:24:06.570,0:24:11.94,typewriters and little cute cases that

0:24:08.700,0:24:17.53,were sort of like a big lunch box with a

0:24:11.940,0:24:23.57,little handle yeah - um increasingly

0:24:17.539,0:24:23.57,kind of complicated electric typewriters

0:24:24.049,0:24:33.45,- with all their weird accouterments

0:24:28.500,0:24:36.71,like carbon paper and whiteout or weird

0:24:33.450,0:24:38.25,then they would they started making

0:24:36.710,0:24:41.85,typewriters they actually had a

0:24:38.250,0:24:44.76,correcting tape in them with this was

0:24:41.850,0:24:46.53,like white and you would type over the

0:24:44.760,0:24:51.65,letter that you wanted to correct with

0:24:46.530,0:24:53.82,this white white chalky strip that was

0:24:51.659,0:24:55.86,in there in as part of the type right

0:24:53.820,0:25:00.59,before you had to like shove a weird

0:24:55.860,0:25:04.11,little piece yeah so all these kind of

0:25:00.590,0:25:08.65,very low-tech yeah

0:25:04.110,0:25:12.72,viewed in hindsight ways of dealing with

0:25:08.659,0:25:20.28,making text correcting text revising

